,ndwi,mndwi,ndci,date
11,-0.3141569343236525,-0.1589425954527412,-0.0294204786180485,2020-01-12
16,-0.30817317292898,-0.1713832563547658,-0.0209829979513922,2020-01-17
31,-0.2813506385190919,-0.15071923629552,-0.0232208046949019,2020-02-01
36,-0.2807514157249307,-0.1825181784721591,-0.0070177032754234,2020-02-06
41,-0.2943666442572602,-0.1780993892315654,-0.0188683129418519,2020-02-11
46,-0.3418850160031763,-0.1933155694162197,-0.0095748201224037,2020-02-16
51,-0.2750779445314567,-0.1629418497450831,-0.0184096070567816,2020-02-21
56,-0.3746246968533173,-0.2365512715243711,0.006198608319102,2020-02-26
61,-0.3512440971998711,-0.2098615093595273,-0.0156467519608792,2020-03-02
66,-0.4447747627823608,-0.2971448092730139,0.0208054134599501,2020-03-07
76,-0.5049618663996682,-0.3517394121203355,0.0034059054029521,2020-03-17
81,-0.4909031022598663,-0.3342087179855714,0.0572915016433248,2020-03-22
91,-0.3294967926801034,-0.1852455748783295,0.0137338960228975,2020-04-01
96,-0.2597441234910689,-0.1248554581296621,-0.0245900229652679,2020-04-06
101,-0.272100935684863,-0.1464158014156707,0.0022734925065689,2020-04-11
106,-0.3126042322910917,-0.1742759470868939,0.0040842448953123,2020-04-16
111,-0.3293804209032856,-0.1872479147810705,0.0098108024895322,2020-04-21
116,-0.3082433361455267,-0.171121706927936,0.0040966144331126,2020-04-26
121,-0.3058073309286869,-0.1735285200243274,0.0132071157232866,2020-05-01
126,-0.3192492851071884,-0.1795009031322195,0.0058345943651123,2020-05-06
131,-0.336616653589074,-0.1968603514337573,0.0041359582936433,2020-05-11
136,-0.297450213387301,-0.1615557137594556,0.0034726530969392,2020-05-16
141,-0.3404636638510734,-0.1944341233548818,0.0180662436734912,2020-05-21
146,-0.3408668885045942,-0.2053821431403004,0.0181031443341809,2020-05-26
151,-0.2719546561540011,-0.1607996971044151,0.0164827385663507,2020-05-31
156,-0.2197395555900434,-0.1154999403784481,-0.008099275994976,2020-06-05
161,-0.3041540747071576,-0.1477469658858263,-0.0239057467630531,2020-06-10
181,-0.2065649319223458,-0.0805448642665412,-0.0263542950169295,2020-06-30
271,-0.4223832757724187,-0.2093344531589892,-0.0486143854036962,2020-09-28
291,-0.3235656385000718,-0.1291799707624119,-0.0686739152389112,2020-10-18
296,-0.3565566085631073,-0.1438465362806117,-0.0545889028189896,2020-10-23
301,-0.3343929681074272,-0.1476186103882935,-0.0315803875274105,2020-10-28
306,-0.3680221419187357,-0.1673547404750091,-0.0289538149285308,2020-11-02
311,-0.312725295566938,-0.1415502861243503,-0.0229711060411791,2020-11-07
316,-0.2941374360652742,-0.1375771903102662,-0.0239708548912771,2020-11-12
321,-0.259331291740215,-0.1132027205939476,-0.0428171759138432,2020-11-17
326,-0.3133688575245691,-0.1420886402580132,-0.009665699785542,2020-11-22
331,-0.2877216912197966,-0.1289538001828594,-0.0213413446277596,2020-11-27
336,-0.3393890357979942,-0.1860441135995677,0.0195576673363532,2020-12-02
341,-0.325977494162385,-0.1920751689323425,0.0266690864557519,2020-12-07
351,-0.3175656201324895,-0.1766772013940406,0.0112126008315862,2020-12-17
356,-0.3215807211178217,-0.1750385882245554,0.0264705276844269,2020-12-22
361,-0.2506479022755352,-0.1571567015301726,0.0192768400992348,2020-12-27
