date,Chlorophyll,Turbidity,Salinty,Dissolved Oxygen,pH
18-Dec-19,0.293151899,-0.16029308,0.263705194,3.463756891,7.955739158
23-Dec-19,0.324479962,-0.182356542,0.212203357,5.336456666,8.057121796
28-Dec-19,0.26840446,-0.132363211,0.221995726,5.839103519,7.94940521
12-Jan-20,0.301020428,-0.173027164,0.18033477,6.225020812,8.013823277
17-Jan-20,0.13819321,-0.123245948,0.182956447,9.152411116,7.789505124
01-Feb-20,0.12431886,-0.121228606,0.175293515,10.09104245,7.773918759
06-Feb-20,0.100383694,-0.124189748,0.162197047,9.375859982,7.639192673
11-Feb-20,0.12480037,-0.118489961,0.163796308,9.695016214,7.703919234
16-Feb-20,0.135339638,-0.144861865,0.162916845,10.47568031,7.499185391
21-Feb-20,0.149839392,-0.181320756,0.122809425,9.81302193,7.8476694
26-Feb-20,0.161781715,-0.103119961,0.162796988,9.820476846,7.739692092
02-Mar-20,0.113931892,-0.084107815,0.125627982,10.26364811,7.966985028
07-Mar-20,0.118679359,-0.096857858,0.171686312,10.7227023,7.708627238
12-Mar-20,0.293315502,-0.159020374,0.116528972,11.38084297,8.225215775
17-Mar-20,0.453128358,-0.340789736,0.147192631,11.33257999,8.147067811
22-Mar-20,0.570178403,-0.415971622,0.111795504,11.36212868,8.149685255
01-Apr-20,0.418728149,-0.20670495,0.14549095,11.70771478,8.246928291
06-Apr-20,0.204093069,-0.076863,0.173713572,8.416050656,7.995205882
11-Apr-20,0.156168101,-0.104859697,0.160588089,7.51560589,7.797690476
16-Apr-20,0.179292733,-0.081711788,0.168960024,7.646781839,7.88521511
21-Apr-20,0.248541899,-0.099998244,0.11029049,5.463592271,8.061929941
26-Apr-20,0.298875686,-0.128061531,0.159400372,2.345991863,8.055254935
01-May-20,0.233183581,-0.092733971,0.14485222,2.790890858,8.022568036
06-May-20,0.223066573,-0.082132781,0.15163606,3.583434584,8.009255141
11-May-20,0.073706216,0.012329812,0.109442114,39.7268494,7.752788663
16-May-20,0.248627285,-0.089688264,0.151961685,5.560285265,8.004423354
21-May-20,0.209613528,-0.098286265,0.132858624,6.205364965,7.95369589
26-May-20,0.271771211,-0.129635892,0.143223917,4.37550686,8.039994061
31-May-20,0.285789606,-0.145023538,0.113398226,4.464167756,8.073609598
05-Jun-20,0.203432649,-0.086722166,0.148327334,4.889056689,7.930773341
10-Jun-20,0.243606336,-0.126169364,0.163736026,5.610143608,7.892736107
30-Jun-20,0.205812346,-0.097646085,0.186717512,7.139351678,7.884084019
28-Sep-20,0.269335914,-0.174080331,0.217975142,5.866619404,7.974956543
18-Oct-20,0.305230673,-0.172997558,0.249741372,7.838270425,7.991258112
23-Oct-20,0.306649253,-0.204367613,0.260314653,5.872915126,7.931539693
28-Oct-20,0.280151768,-0.173008195,0.23350779,4.726266848,8.036972868
02-Nov-20,0.272954258,-0.157178656,0.24216062,3.889990367,8.003262673
07-Nov-20,0.303410929,-0.181213062,0.233458094,3.35916509,8.086480874
12-Nov-20,0.274526374,-0.155020533,0.242186969,3.030400659,8.012816343
17-Nov-20,0.277604768,-0.161910195,0.229744157,4.578061513,8.001070287
22-Nov-20,0.245814383,-0.155774047,0.259910833,3.332999931,7.841640064
27-Nov-20,0.266732526,-0.160960183,0.228601879,3.134958646,8.001867025
02-Dec-20,0.210776455,-0.125558126,0.252553369,3.347227976,7.867994668
07-Dec-20,0.283720592,-0.160470061,0.205753245,4.692495829,8.029194809
17-Dec-20,0.336702339,-0.179025187,0.208082674,6.162116752,8.006644789
22-Dec-20,0.274953952,-0.135386272,0.23280154,6.14622185,7.976575589
27-Dec-20,0.382458532,-0.222284218,0.168864632,5.111226532,8.113759092
01-Jan-21,0.307199027,-0.148411389,0.190977501,5.747225826,7.960776784
06-Jan-21,0.156263689,-0.095420566,0.217033866,3.981015078,7.75180591
16-Jan-21,0.203423275,-0.080633496,0.226766337,6.658532929,7.821337463
21-Jan-21,0.308740894,-0.142454454,0.196570858,5.985429823,7.98296526
26-Jan-21,0.278490731,-0.147797002,0.170395305,3.619664864,8.030813902
31-Jan-21,0.477504572,-0.229909967,0.164446876,5.97476097,8.278258818
05-Feb-21,0.437885557,-0.253092916,0.129366091,5.03497398,8.202852766
10-Feb-21,0.234032075,-0.107259977,0.183772815,3.803479104,7.862174406
15-Feb-21,0.395220136,-0.213170633,0.128199258,3.330438767,8.153297348
20-Feb-21,0.359832379,-0.151727248,0.154932871,4.221355316,8.113699176
25-Feb-21,0.384325685,-0.201638659,0.14075215,3.206807775,8.149529531
02-Mar-21,0.389988174,-0.19565338,0.144513123,3.804616154,8.127927962
07-Mar-21,0.418374062,-0.23135972,0.121621543,3.53747042,8.226566733
17-Mar-21,0.398236222,-0.194647012,0.140499247,4.371796024,8.198285319
27-Mar-21,0.177473374,-0.073955716,0.178934689,3.115316057,7.849886393
01-Apr-21,0.28453517,-0.125012356,0.173699046,3.711888026,8.068535413
06-Apr-21,0.316425545,-0.127729586,0.149392888,2.696555101,8.147370776
11-Apr-21,0.238916832,-0.082487565,0.164677273,3.070745522,8.016469228
16-Apr-21,0.170463092,-0.062678774,0.168615239,3.411835354,7.932349858
26-Apr-21,0.235140743,-0.073796925,0.167404251,3.44736997,8.00220946
06-May-21,0.297678282,-0.121355921,0.167828006,1.633013759,8.094981267
11-May-21,0.263326231,-0.096863225,0.164975365,3.426825396,8.036790778
16-May-21,0.325606492,-0.144199508,0.159137373,2.513687295,8.123806297
21-May-21,0.292274905,-0.124944321,0.184271647,3.399448746,8.01933937
26-May-21,0.302839018,-0.138370608,0.166258771,1.221451575,8.112240092
05-Jul-21,0.271602592,-0.105076337,0.1780827,2.169203164,8.072280457
13-Oct-21,0.237023017,-0.127534604,0.238032571,2.950883282,8.043871937
23-Oct-21,0.34591604,-0.211099571,0.250242479,4.214840372,8.065589708
28-Oct-21,0.267417975,-0.16719382,0.281402663,1.371149493,8.017460234
02-Nov-21,0.282930485,-0.156607174,0.250592466,2.344601892,8.108567001
07-Nov-21,0.293725807,-0.152872263,0.271471104,3.376425189,8.057160926
12-Nov-21,0.082353959,-0.023545846,-0.01782608,24.02398909,7.403000643
27-Nov-21,0.257041955,-0.12520701,0.255707314,5.465657352,8.002175375
07-Dec-21,0.191290743,-0.096991949,0.209857811,6.2912841,7.891162779
12-Dec-21,0.088011218,-0.071990874,0.259110942,2.566016455,7.707359992
22-Dec-21,0.239264247,-0.097831943,0.233206911,7.42352382,7.904004148
27-Dec-21,0.235534336,-0.108896401,0.1891377,8.322028236,7.893609402
21-Jan-22,0.252355154,-0.112253694,0.171781473,7.837718246,8.031051165
26-Jan-22,0.363876021,-0.157929395,0.176575018,8.566512116,8.00792298
31-Jan-22,0.105370538,-0.037213896,0.048370476,5.360835005,7.783439553
05-Feb-22,0.113506349,-0.038048794,0.055509294,5.775077744,7.770146384
10-Feb-22,0.102300195,-0.023974878,0.050868577,5.179055805,7.841157505
15-Feb-22,0.11831692,-0.024893822,0.062051845,5.171366625,7.828079385
20-Feb-22,0.050465351,-0.046520665,0.099552017,1.205571374,7.623260985
02-Mar-22,0.122076124,-0.025584694,0.054145907,5.760649432,7.829329961
12-Mar-22,0.144890573,-0.023543634,0.055198472,6.170114255,7.894680458
17-Mar-22,0.212293446,-0.08524085,0.068042888,0.441002749,7.962654091
22-Mar-22,0.147937202,-0.036377196,0.061052553,5.710451969,7.939582683
27-Mar-22,0.103055051,-0.019000486,0.082464104,4.25647183,7.811477246
01-Apr-22,0.103278434,-0.020874412,0.072114422,4.48078262,7.858017784
06-Apr-22,0.117229456,-0.014824119,0.080279365,6.09465669,7.903755829
16-Apr-22,0.10986845,-0.03396149,0.071171949,4.322567012,7.873103882
26-Apr-22,0.106054366,-0.026988743,0.080977171,3.370636132,7.889238385
01-May-22,0.103482872,-0.031623011,0.082688111,2.84479288,7.865432842
06-May-22,0.096174042,-0.013929926,0.094815136,4.937293699,7.839946019
11-May-22,0.11809592,-0.019733237,0.087413547,3.914554951,7.957982691
16-May-22,0.140884581,-0.02055196,0.099575294,5.800142577,7.994211799
21-May-22,0.116554884,-0.023114785,0.085688593,3.135162141,7.946984537
26-May-22,0.129185237,-0.018950979,0.102806076,4.102148277,7.944581134
31-May-22,0.114388504,-0.016320538,0.09114803,3.258134775,7.946786318
03-Oct-22,0.090838033,-0.022529329,0.100479793,6.68251201,7.908342333
13-Oct-22,0.10721355,-0.054081221,0.095288441,2.927864926,7.854174271
18-Oct-22,0.141145817,-0.083642468,0.101289418,1.678641104,7.916014227
23-Oct-22,0.145600454,-0.077339732,0.112790624,1.60303362,7.891357485
28-Oct-22,0.121066885,-0.063132129,0.098337176,0.847967871,7.884855371
02-Nov-22,0.123381723,-0.051267341,0.103499215,1.881542538,7.866234624
07-Nov-22,0.105035411,-0.045708208,0.093044614,2.088929852,7.842425089
12-Nov-22,0.103450651,-0.04694955,0.100825167,2.498544753,7.808031294
17-Nov-22,0.074696638,-0.053231127,0.09640407,0.56843026,7.707323269
22-Nov-22,0.109467801,-0.036494919,0.087452167,3.210693535,7.832469164
27-Nov-22,0.084518406,-0.037225696,0.080303089,2.158885906,7.7820769
02-Dec-22,0.08628486,-0.026349849,0.082386204,3.641117972,7.778258093
07-Dec-22,0.092501347,-0.023316593,0.075465624,3.883871104,7.822360843
17-Dec-22,0.098416188,-0.010846202,0.082740326,3.682142635,7.840243537
22-Dec-22,0.101077383,-0.02493257,0.085847235,4.768297942,7.793080263
27-Dec-22,0.099221803,-0.028919028,0.079732478,3.719895483,7.793855612
