date,Temperature
1/4/2015,21.58986262
1/11/2015,19.9419049
1/20/2015,12.13024947
1/27/2015,19.47105818
2/5/2015,17.83108997
2/12/2015,10.69060388
2/21/2015,20.48806089
2/28/2015,23.7571189
3/9/2015,27.22996888
3/16/2015,1.708408124
3/25/2015,16.36288949
4/1/2015,25.69364732
4/10/2015,15.73232309
4/17/2015,32.51864767
4/26/2015,34.11205142
5/3/2015,34.25708458
5/12/2015,37.91219929
5/19/2015,36.76002595
5/28/2015,37.18660159
6/4/2015,41.51536462
6/13/2015,42.26602846
6/20/2015,43.42508427
6/29/2015,-76.33810473
7/15/2015,40.93366171
7/31/2015,15.59973617
8/23/2015,41.22082426
9/8/2015,7.834775202
9/24/2015,28.11815807
10/3/2015,-7.295591971
10/10/2015,30.24492587
10/19/2015,33.45295534
10/26/2015,29.74531208
11/4/2015,32.39925239
11/20/2015,29.47494346
11/27/2015,-34.29526615
12/6/2015,25.08389568
12/13/2015,6.460081561
12/22/2015,24.17694237
12/29/2015,20.86202449
1/7/2016,18.61437443
1/14/2016,21.92323371
1/23/2016,22.16229929
1/30/2016,21.24789013
2/8/2016,19.52379389
2/15/2016,23.96022539
2/24/2016,22.72133264
3/2/2016,18.80704998
3/11/2016,25.57798126
3/18/2016,27.08813978
3/27/2016,31.33008438
4/3/2016,30.31447724
4/12/2016,30.48783895
4/19/2016,-20.48904515
4/28/2016,35.69618831
5/5/2016,36.74923232
5/14/2016,12.87095527
5/21/2016,37.51779773
5/30/2016,39.0402224
6/6/2016,37.92294733
6/15/2016,36.59884415
7/1/2016,25.30711503
8/25/2016,41.87705617
9/10/2016,-122.0241289
9/19/2016,6.515779647
9/26/2016,26.26179826
10/5/2016,33.6863211
10/12/2016,25.63813891
10/21/2016,6.819621317
10/28/2016,28.76289091
11/6/2016,29.09223819
11/13/2016,25.74051062
11/22/2016,25.78129933
11/29/2016,24.44311199
12/8/2016,24.69164552
12/15/2016,24.15055026
12/24/2016,21.84950439
12/31/2016,21.49819357
1/9/2017,22.3185055
1/16/2017,20.82644187
1/25/2017,18.346574
