,Suspended Matter
2018-12-01,0.5552842392448161
2018-12-02,0.6534962530281302
2018-12-03,0.6122844990899321
2018-12-04,0.58107742767671
2018-12-05,0.6092702069491732
2018-12-06,0.5812106310298873
2018-12-07,0.6043531795028737
2018-12-08,0.5792080500059305
2018-12-09,0.5651359916831763
2018-12-10,0.5539669772782447
2018-12-11,0.5898803681443063
2018-12-12,0.5628781300653851
2018-12-13,0.570708801446061
2018-12-14,0.5749092402597927
2018-12-15,0.5782844986744518
2018-12-15,0.5872866773177781
2018-12-16,0.6324673440656106
2018-12-18,0.5549386019941123
2018-12-19,0.6140162260880178
2018-12-19,0.5867266160396614
2018-12-20,0.6175974207621377
2018-12-22,0.5448175720368285
2018-12-23,0.6199693240012459
2018-12-23,0.5867266160396614
2018-12-24,0.6230018293966229
2018-12-26,0.5541637821801534
2018-12-27,0.5398596770435712
2018-12-27,0.5994304000276894
2018-12-28,0.619664037807209
2018-12-29,
2018-12-30,0.6157106789995169
2018-12-31,0.6012506286735487
