,Suspended Matter
2018-04-23,
2018-04-23,
2018-04-23,
2018-04-23,
2018-04-23,
2018-04-23,
2018-04-23,
2018-04-23,
2018-04-23,
2018-04-23,
2018-04-23,
2018-04-23,
2018-04-23,
2018-04-23,
2018-04-23,
2018-04-24,
2018-04-24,
2018-04-24,
2018-04-24,
2018-04-24,0.6604085631702236
2018-04-24,
2018-04-24,
2018-04-24,
2018-04-24,
2018-04-24,
2018-04-24,
2018-04-24,
2018-04-24,
2018-04-24,
2018-04-24,
2018-04-25,
2018-04-25,
2018-04-25,
2018-04-25,
2018-04-25,0.6366043196773647
2018-04-25,
2018-04-25,
2018-04-25,
2018-04-25,
2018-04-25,
2018-04-25,
2018-04-25,
2018-04-25,
2018-04-25,
2018-04-25,
2018-04-26,
2018-04-26,
2018-04-26,
2018-04-26,
2018-04-26,
2018-04-26,
2018-04-26,
2018-04-26,
2018-04-26,
2018-04-26,
2018-04-26,
2018-04-26,
2018-04-26,
2018-04-26,
2018-04-27,
2018-04-27,
2018-04-27,
2018-04-27,
2018-04-27,
2018-04-27,
2018-04-27,
2018-04-27,
2018-04-27,
2018-04-27,
2018-04-27,
2018-04-27,
2018-04-27,
2018-04-27,
2018-04-27,
2018-04-28,
2018-04-28,
2018-04-28,
2018-04-28,
2018-04-28,0.6557654160528759
2018-04-28,
2018-04-28,
2018-04-28,
2018-04-28,
2018-04-28,
2018-04-28,
2018-04-28,
2018-04-28,
2018-04-28,
2018-04-28,
2018-04-29,
2018-04-29,
2018-04-29,
2018-04-29,
2018-04-29,0.6319034217581149
2018-04-29,
2018-04-29,
2018-04-29,
2018-04-29,
2018-04-29,
2018-04-29,
2018-04-29,
2018-04-29,
2018-04-29,
2018-04-29,
