Name,Size,Coordinates 
Upper Lake,,"[77.26237321404831,23.232761790196488],[77.26511979607956,23.232840660845348],[77.267179732603,23.233313883759763],[77.26829553155319,23.23402371498537],[77.26962590722458,23.234674390292355],[77.27052712945358,23.235364496999868],[77.27160001305954,23.235679973163304],[77.2754838517131,23.235857428177503],[77.27681422738449,23.23654752876732],[77.2801627411211,23.237710833111613],[77.28230850833302,23.23704045557509],[77.28303806918507,23.237631965340928],[77.28402512210255,23.23721790878016],[77.28481905597096,23.236054600138736],[77.28522675174122,23.234634955515563],[77.28613082018144,23.233705619513465],[77.28677455034502,23.233547879191406],[77.28628102388627,23.232719739441997],[77.28662434664018,23.23011698106417],[77.28746119585283,23.229663464942764],[77.28789034929521,23.230471905649622],[77.28737536516435,23.231142316180662],[77.28728953447587,23.2314578023243],[77.28840533342607,23.232049336833768],[77.28823367204912,23.234454883497264],[77.2883195027376,23.23591396444648],[77.28837124970295,23.236769916674575],[77.28832833435871,23.237972652882295],[77.28884331848957,23.238445857598926],[77.28937976029255,23.238840193580856],[77.2911178317342,23.239786595182665],[77.29229800370075,23.23915566152733],[77.29337088730671,23.238662742533208],[77.2939287867818,23.23836699026269],[77.29398622573325,23.240133303907186],[77.2942651754708,23.240862815331276],[77.29368581832358,23.241138845640755],[77.2967328077645,23.24275558312766],[77.29793443740317,23.24279501550453],[77.29810609878012,23.243248487000805],[77.2988571173043,23.24305132567008],[77.30102434218833,23.242538704846528],[77.3012174612374,23.24275558312766],[77.30207576812217,23.242538704846528],[77.30209722579428,23.241907784205782],[77.30374946654746,23.240074154157448],[77.3033402526046,23.239582284800928],[77.3044560515548,23.23879361605795],[77.30449896689903,23.238280978875228],[77.30520707007896,23.23837956310179],[77.30507832404625,23.23972030135167],[77.30548601981651,23.241041309685926],[77.3052499854232,23.241829965142713],[77.30758887168419,23.24636464354256],[77.31052857276451,23.246108339743298],[77.31288891669762,23.24644350615094],[77.31402617331993,23.24693639639692],[77.31726628180992,23.246522368712704],[77.31992887375313,23.243885470822075],[77.32464956161934,23.243865754796243],[77.32668804047066,23.24524586956597],[77.32962774155098,23.2445952458107],[77.32847690020084,23.241540519998058],[77.32173919115543,23.237064828731445],[77.3209237996149,23.235704346568138],[77.32122420702457,23.234225545876814],[77.32060193453312,23.231583381184066],[77.31873511705875,23.22923693734785],[77.31967925463199,23.227166511475755],[77.32367038164615,23.227718628181268],[77.32476472292423,23.228527080666137],[77.32658862505436,23.2284482074685],[77.32856273088932,23.22909890995536],[77.33283280764103,23.227205948459027],[77.33386277590274,23.231405920486978],[77.33508586321354,23.2339297837722],[77.33669518862247,23.234126958581435],[77.33746766481876,23.23446215508857],[77.33843326006412,23.23661133621813],[77.3406434002924,23.236493033569893],[77.34332560930729,23.238563314771934],[77.34474181566715,23.238997083906145],[77.34671592150211,23.236473316451658],[77.34665154848575,23.233811478746834],[77.34540700350284,23.230952408744752],[77.34712361727237,23.23069607533931],[77.3495054188776,23.22935524642781],[77.35023497972965,23.225983396561073],[77.35182284746647,23.226003115228902],[77.35495566759586,23.22322275432265],[77.3555564824152,23.22237483132055],[77.35517024431705,23.220383177047477],[77.35615729723453,23.219259161029335],[77.35924720201969,23.220402896542303],[77.36064195070743,23.220126823349766],[77.36448287401676,23.217129420526543],[77.3722302781781,23.21513953868048],[77.37377523057067,23.215652264728384],[77.37574933640563,23.21403519897015],[77.37793801896179,23.213206938196343],[77.37978337876403,23.21498177642367],[77.37858174912536,23.216874911208343],[77.37669347397888,23.216243869261277],[77.37596391312682,23.216283309470302],[77.37553475968444,23.21782146853908],[77.37467645279968,23.218768019161807],[77.37308858506286,23.218215865447103],[77.37227319352233,23.217150991122715],[77.37141488663757,23.216953791242116],[77.3702132569989,23.21750595017416],[77.36926911942565,23.217663709449784],[77.35931275956237,23.226931739816962],[77.35476373307311,23.230993695038688],[77.35690950028503,23.237145547181115],[77.36463426224792,23.24120719155885],[77.37072824112975,23.242271874000338],[77.37402233241525,23.24146500445268],[77.37500938533273,23.241760749856077],[77.37612518428293,23.241326989706742],[77.37709077952829,23.24146500445268],[77.3793438351008,23.241425571682697],[77.38049182055917,23.24237195494558],[77.38131794093576,23.2428845764099],[77.38213333247629,23.242825427879925],[77.38346370814767,23.24331833149501],[77.38710078357187,23.244392855063186],[77.38773378489938,23.2449054687618],[77.38864573596445,23.245211064452576],[77.3904374515864,23.246285572774337],[77.39186194294962,23.247965980688793],[77.3927417075065,23.24806455775845],[77.3932459628013,23.248271569367592],[77.39352491253885,23.2489221751902],[77.39412572735819,23.249503774678185],[77.39517715329202,23.250489530729574],[77.39577796811136,23.25052896082007],[77.39605691784891,23.250883831109903],[77.39730146283182,23.252047010439238],[77.39799883717569,23.252441306214312],[77.39825632924112,23.253210179622247],[77.39853527897867,23.253239751587856],[77.39864256733927,23.25381147496724],[77.39779498929056,23.253683330285018],[77.39750531071695,23.254560626029498],[77.3972263609794,23.254570483252262],[77.39726927632364,23.254767627554482],[77.39667919034036,23.25569420187015],[77.39581015461954,23.256137772401594],[77.39366438740763,23.257143193475752],[77.39174392575296,23.257005194953745],[77.39115383976969,23.25717276456904],[77.39045646542581,23.257606473183486],[77.38960888737711,23.25834574597845],[77.38655116910013,23.259952418048663],[77.38576796406778,23.259794708763945],[77.38562848919901,23.259430005328387],[77.38525297993692,23.25893716126262],[77.38481309765848,23.25878930768757],[77.38449123257669,23.25866116778987],[77.38419082516702,23.25867102470945],[77.38375094288858,23.2585133139087],[77.38336470479044,23.2585133139087],[77.38312867039713,23.258641453948517],[77.38301065320047,23.258276747357726],[77.38275316113504,23.258197891747447],[77.38251712674173,23.25836545986354],[77.38238838070902,23.258542884698052],[77.38131549710306,23.259410291600748],[77.38083269948038,23.26018898162586],[77.38060739392313,23.260681821063244],[77.38028552884134,23.260849386056847],[77.37966325634989,23.2610070940937],[77.37935212010416,23.260612823651712],[77.37871911877664,23.260179124818528],[77.37738874310526,23.26018898162586],[77.37718489522013,23.259873563429622],[77.37599399441751,23.259794708763945],[77.37274315709146,23.259755281413607],[77.37142351025614,23.259962274872766],[77.3709299837974,23.259666569832724],[77.3709299837974,23.258749880039854],[77.371938494387,23.258434458438355],[77.37243202084574,23.25794161069187],[77.3727324282554,23.257527617176724],[77.37216379994425,23.256827768072675],[77.37163808697733,23.256699626289503],[77.3707154070762,23.256778482786025],[77.36865547055277,23.25709390830572],[77.3643210207847,23.25667005509127],[77.36367729062113,23.256906624493407],[77.36321595067056,23.25728119185494],[77.36287262791666,23.25810917913012],[77.36301210278543,23.258956875060232],[77.36434247845682,23.25962714244449],[77.36369874829325,23.261440790232854],[77.35921409482035,23.26459490151867],[77.3603406226066,23.268133331266753],[77.35925701016458,23.27044952269547],[77.35815194005045,23.26857686040193],[77.3574223791984,23.26869513458863],[77.35643532628092,23.27147454775133],[77.35405352467569,23.272814953232093],[77.35374238842996,23.273603420744116],[77.35129621380838,23.27347529509099],[77.3513713156608,23.26742368157959],[77.34983709210428,23.266329630907173],[77.34974053257974,23.262889719373813],[77.34892514103922,23.26204204845505],[77.34849598759683,23.259705997209306],[77.3478951727775,23.259232867920748],[77.34746601933512,23.258651310869563],[77.34710123890909,23.258533027768998],[77.34659698361429,23.259834136102622],[77.34668281430277,23.26073110490676],[77.34758403653177,23.261992765096263],[77.3468866621879,23.26249545450083],[77.34485891217264,23.262229325052232],[77.343303230944,23.262643303964868],[77.34263804310831,23.263934515646536],[77.3413934981254,23.26349097105956],[77.34112527722391,23.26119848043881],[77.33912971371683,23.261139340031782],[77.33829286450418,23.26075492674647],[77.33699578342713,23.260636645512555],[77.33515042362488,23.261188623706133],[77.33525771198548,23.26171102953388],[77.33464616833008,23.262272859931358],[77.33488220272339,23.263633071085717],[77.33441013393677,23.263524648966644],[77.33413118419922,23.263702066933742],[77.33425993023194,23.26426388893803],[77.33344453869141,23.26433288445947],[77.3333157926587,23.26260798570745],[77.33271497783936,23.262312286536982],[77.33213562069214,23.26288397100798],[77.33210343418396,23.263928767325766],[77.33183521328247,23.264411736440238],[77.3321999937085,23.264934129634405],[77.32824105320252,23.269339892651434],[77.32611674366272,23.26900478380475],[77.32570904789246,23.26788117740342],[77.32520989494928,23.264182147765236],[77.322817364508,23.260929459225483],[77.32133678513178,23.261244874923086],[77.31938413696894,23.25995363718446],[77.31808594780573,23.2624473904227],[77.31558612900385,23.264803106553163],[77.31535009461054,23.263344341640675],[77.31340292272525,23.26249426083723],[77.31225493726687,23.263864326267523],[77.30977657613711,23.265293516203123],[77.30686136316189,23.264249447704838],[77.30719395707973,23.26292866926457],[77.30590649675258,23.260661630980252],[77.30372854303249,23.259951941505633],[77.30310627054104,23.259045110567154],[77.30108924936184,23.258611406633225],[77.29905077051052,23.2593703875916],[77.29753800462612,23.259429528783496],[77.2961647136105,23.25787213531151],[77.2944373710049,23.25761585362968],[77.29340740274318,23.25661043612016],[77.29053207467922,23.25744828457133],[77.2900600058926,23.255338867822914],[77.28674479555019,23.256245723972988],[77.28547794777339,23.253815538807324],[77.28544576126521,23.25232708148967],[77.2836433168072,23.25223836496593],[77.28121859985774,23.251035757376755],[77.27922303635066,23.249606414579567],[77.27552909322911,23.252900753425767],[77.27367249595851,23.25225532936966],[77.27139798271388,23.248479894195732],[77.26897326576442,23.24873619343772],[77.26835099327296,23.247563127490764],[77.26934010334901,23.24509866962702],[77.26684614394802,23.243331852715343],[77.26333781455654,23.242541515912762],[77.26357384894985,23.241230380641372],[77.26196490850613,23.241004702835557],[77.26110660162136,23.239368227440828],[77.25986205663845,23.23869785823103],[77.25999080267117,23.23739654367992],[77.2582849177377,23.23593421300107],[77.25975476827786,23.234504708392336],[77.26116024580166,23.234554001909604],[77.26237321404831,23.232761790196488]"
Lower Lake,,"[77.39732060396913,23.250243717639034],[77.39740107023958,23.249893774429964],[77.39753518069033,23.249706480504194],[77.39780340159182,23.249558616692784],[77.39800724947695,23.249529043910826],[77.39816281759981,23.249499471122306],[77.39936444723848,23.248784793405754],[77.39988479578737,23.248587640258254],[77.40026030504946,23.2484496328816],[77.40059826338533,23.24816376000422],[77.4007001873279,23.248015894482386],[77.40208957159761,23.247399786376853],[77.40240070784334,23.247325853212928],[77.40284059012178,23.24703012014743],[77.40313026869539,23.24702026236729],[77.40451428854708,23.246616092754127],[77.40479860270266,23.24640907857553],[77.40480396712069,23.246157703783876],[77.40456256830934,23.245788034112014],[77.40421924555544,23.245447937109045],[77.40376863444094,23.245206418420977],[77.4028620477939,23.244826888170486],[77.40251336062197,23.244531149564395],[77.40235242808107,23.244299487198337],[77.40214858019594,23.24419597835155],[77.40209493601564,23.244102327420972],[77.40203056299929,23.244087540425916],[77.40192863905672,23.243969244406507],[77.40183207953218,23.243984031414666],[77.40171406233553,23.243698148966363],[77.4016014095569,23.243407336881734],[77.40142974817995,23.243141169333352],[77.40100403208946,23.24274172553754],[77.40098793883537,23.242638215482064],[77.40131516833519,23.242475556661145],[77.4018033303759,23.2425149891208],[77.40243633170341,23.242786086965314],[77.4028493918917,23.24308182944011],[77.40349312205528,23.24328884878238],[77.40375061412071,23.243466293677198],[77.40383644480919,23.2436930284771],[77.4039276399157,23.24374231859998],[77.40400274176811,23.243658525380237],[77.404163674309,23.24370781551588],[77.40518827815269,23.24425986379083],[77.40597684760307,23.244762620053503],[77.40644891638969,23.245063287109065],[77.40713019747947,23.245689263886522],[77.40741987605308,23.246068791683307],[77.40766127486442,23.24619694368251],[77.4079080380938,23.24618708584078],[77.40831036944603,23.24599485778162],[77.40857322592949,23.245989928853383],[77.40868051429008,23.246118080928344],[77.40870733638023,23.246660261421564],[77.40862687010979,23.246857417418124],[77.4086483277819,23.247103862004007],[77.40857322592949,23.247222155243495],[77.40872879405235,23.247374950522545],[77.40899202314316,23.248859777823114],[77.40926560846268,23.249106218709095],[77.40954992261825,23.249263940637128],[77.4098825165361,23.24990468405166],[77.41014537301956,23.250195481970312],[77.41051015344559,23.250195481970312],[77.4107998320192,23.250471492967566],[77.4104404160112,23.250944653348064],[77.41049942460953,23.25146217059193],[77.41077837434707,23.251614961013246],[77.4117922493547,23.25161988973359],[77.41190490213333,23.25166917692712],[77.4126022764772,23.251516386567918],[77.41279539552627,23.251338952382703],[77.41347667661606,23.251107301841135],[77.41383072820602,23.25113687427309],[77.41395947423874,23.251334023651964],[77.41387364355026,23.251565673799693],[77.41387900796829,23.251950113582307],[77.41265055623947,23.252871778803744],[77.41214630094467,23.253152712925235],[77.41161522355972,23.25370965074959],[77.4115401217073,23.254059583944773],[77.40915295568405,23.254606660761798],[77.40908858266769,23.25434051556363],[77.40888473478256,23.25434051556363],[77.40869698015152,23.25399058310574],[77.40871307340561,23.253744151246266],[77.40855214086471,23.25349771893132],[77.40813908067642,23.253325216039862],[77.40796205488144,23.253078782950656],[77.40798351255356,23.25274894102829],[77.40773138490616,23.252719368953816],[77.4076133677095,23.252512364248943],[77.4072539517015,23.2522905731371],[77.40700718847214,23.251960350131522],[77.40635809389053,23.25153155187405],[77.40561819366091,23.251274092196805],[77.40558600715273,23.250564352749844],[77.40562355807894,23.25037213099957],[77.40522122672671,23.25020948160985],[77.40517831138247,23.250288341944778],[77.40379965594882,23.249785606510578],[77.40371382526034,23.249608170022473],[77.40337050250643,23.249820108022504],[77.40323102763766,23.249711674669214],[77.40280187419528,23.24980532166135],[77.40263557723635,23.249731389830927],[77.401310565983,23.250061618356128],[77.40102625182742,23.24996304276258],[77.3995993166315,23.250367202233093],[77.39930963805789,23.2503573446996],[77.39856398395175,23.25086007797847],[77.3980329065668,23.25093893792868],[77.39779150775546,23.25072700170674],[77.39732060396913,23.250243717639034]"
Kaliyasot Dam,,"[77.37858952827827,23.21312423227193],[77.37901868172065,23.21288758524688],[77.37908305473701,23.21158601911632],[77.37878264732734,23.210156253828274],[77.37847751443316,23.20956896538617],[77.37860626046587,23.209164682373803],[77.37829512422014,23.208602628348668],[77.37835361319493,23.207768925981206],[77.37813903647374,23.20747310527808],[77.37773134070348,23.207315333968637],[77.37739874678563,23.207305473255605],[77.37704469519566,23.207374498231506],[77.37649752455663,23.207167423196857],[77.37646533804845,23.206782854424098],[77.3762400324912,23.206782854424098],[77.37599326926183,23.207127980296743],[77.37526370840978,23.206980069317602],[77.37519933539342,23.206467309989115],[77.37496330100011,23.206299676704997],[77.37496330100011,23.205905244618787],[77.37397624808263,23.205658723973748],[77.37406774863337,23.20540699171413],[77.37415357932184,23.20495339168476],[77.37473293646906,23.20439131994741],[77.37531229361628,23.2049829743423],[77.37545176848505,23.20439131994741],[77.37577363356684,23.204272988754127],[77.37662121161554,23.20477589560202],[77.37695380553339,23.204588538370054],[77.37682505950067,23.20410535271765],[77.37715765341852,23.203681331216252],[77.37762066974972,23.203868689719958],[77.37758848324154,23.203996882229056],[77.3781034673724,23.204085630817172],[77.378210755733,23.203848967784577],[77.37899396076534,23.20398702127119],[77.37904760494564,23.203848967784577],[77.37857553615902,23.20375035806397],[77.37837168827389,23.20335807571134],[77.37891885891293,23.203170716491886],[77.37898323192928,23.20293405183927],[77.3781034673724,23.202283221883906],[77.37752411022518,23.201119608914603],[77.37757775440548,23.200468770124754],[77.3781034673724,23.200843495875603],[77.37824294224117,23.200616688309793],[77.37877938404415,23.20057724347646],[77.37847897663448,23.20110974774445],[77.379111977962,23.201938083500515],[77.37946602955196,23.201760583413478],[77.3797235216174,23.202086000059666],[77.37994882717464,23.202115583351844],[77.3811826433215,23.201523916264115],[77.38089296474789,23.20128724869572],[77.38052770418261,23.201269291614487],[77.38028094095324,23.200194420990673],[77.38105341714953,23.20050011902005],[77.38224431795214,23.199947889812613],[77.38248035234545,23.20062831475981],[77.38278075975512,23.200884705870507],[77.38324209970568,23.200726926783652],[77.3838214568529,23.201417208913703],[77.38431498331164,23.20117067999074],[77.38393947404955,23.20062831475981],[77.38339230341052,23.20039164560577],[77.38355323595141,23.200046502338395],[77.38316699785327,23.19954638727619],[77.38349959177111,23.199023738105385],[77.38440081400012,23.19954638727619],[77.3847226790819,23.198954708816856],[77.38420769495104,23.198461641433724],[77.38495531692021,23.197580322344745],[77.38474074019902,23.19738309358216],[77.38435450210088,23.19679140554875],[77.38452616347783,23.196357499326723],[77.3854381145429,23.196071514910486],[77.38557758941167,23.195469959486687],[77.3851698936414,23.195440374723898],[77.38364639892094,23.196367360847407][77.38358202590459,23.19661389862812],[77.38255205764287,23.196988635184166],[77.38188686980718,23.19702808107633],[77.3816937507581,23.19679140554875],[77.38130751265996,23.196909743364913],[77.38132897033208,23.196377222367367],[77.38186541213506,23.196278607135064],[77.38162937774175,23.195864422365144],[77.38210144652837,23.19566719107139],[77.38078179969304,23.194868401356505],[77.38070669784062,23.195420651545064],[77.3795497044907,23.194485379045446],[77.37879868596653,23.194613580552595],[77.37889524549107,23.19410077378655],[77.37923856824497,23.194021880263385],[77.37959261983494,23.193262527722805],[77.37900253385166,23.193371006921172],[77.37889324421987,23.19275339485319],[77.37797056431874,23.19219127182115],[77.37878595585927,23.191806659964143],[77.37896834607228,23.19237864642771],[77.37956916089162,23.192644915153814],[77.37966572041616,23.192427955491056],[77.37988029713735,23.19257588257203],[77.3801056026946,23.19251671175928],[77.37962280507192,23.191895416644694],[77.37995539898976,23.191708041361085],[77.38041673894033,23.192141962670533],[77.38078151936635,23.19217154816308],[77.38133941884145,23.191560113320154],[77.38166128392324,23.19210251533694],[77.38280926938161,23.191491080178388],[77.38309060829151,23.19221426900111],[77.38516127365101,23.19277639193649],[77.38515054481495,23.192510123472157],[77.38469993370045,23.19244109082079],[77.38423859374988,23.191395734887465],[77.38348757522571,23.191297115981392],[77.38377725379932,23.190863191930735],[77.38298331993091,23.189837547668944],[77.38314425247181,23.188732998898622],[77.3849252392577,23.188614653846493],[77.38516127365101,23.188999274883045],[77.38478576438892,23.1898769956706],[77.3857728173064,23.19081388229044],[77.3862770726012,23.190725124892086],[77.38692080276478,23.1903405088186],[77.38691007392872,23.19092236347509],[77.38757526176441,23.19107029222144],[77.38803660171497,23.191740900486025],[77.38766109245289,23.19212551253216],[77.38712465064991,23.191957861263433],[77.38677059905994,23.192283301769557],[77.38712465064991,23.192529847080294],[77.38712465064991,23.192993351033948],[77.3874465157317,23.193703396528168],[77.38796149986256,23.193713258244596],[77.38855158584583,23.194117587992032],[77.38834084888963,23.19349630031515],[77.38917769810227,23.193180724516655],[77.39014329334763,23.19311169221146],[77.38946737667588,23.192707359422574],[77.38975705524949,23.19184938091873],[77.3901003780034,23.191829657210228],[77.39041151424912,23.190892777706186],[77.39164533039597,23.191050568398047],[77.39288987537888,23.19145490619619],[77.39345850369004,23.19194799941755],[77.39588859611608,23.19252494667321],[77.39653232627965,23.19225867770823],[77.3970258527384,23.19284052401925],[77.39822748237707,23.193225132902835],[77.3983435154672,23.19365915542904],[77.39886922843412,23.193590123370818],[77.4000172138925,23.19389583650092],[77.40014595992521,23.19365915542904],[77.40115447051481,23.19410293209518],[77.40220589644865,23.19422127229075],[77.40230245597319,23.194576292249096],[77.40305347449736,23.1947439402351],[77.40324659354643,23.194448090706203],[77.4038366795297,23.194536845633607],[77.40429801948027,23.19389583650092],[77.4054567337747,23.19407334702992],[77.40567131049589,23.19324496254522],[77.40632576949552,23.193363303500064],[77.40695877082304,23.19294910969989],[77.40984482772306,23.202297743122244],[77.40823269882924,23.202129853917526],[77.40697742501027,23.20242568644771],[77.40660191574818,23.203007488513684],[77.40671993294484,23.203441373151655],[77.40748168030507,23.203855534446717],[77.40666628876454,23.20433872100228],[77.40637661019093,23.204979680064103],[77.40591527024037,23.204713435903958],[77.40522862473256,23.204940236518286],[77.40447760620839,23.20530508887288],[77.40424157181508,23.204230250703077],[77.40457027019193,23.2039947179056],[77.4041518455856,23.20334389311489],[77.40445225299527,23.203008618501077],[77.40421621860196,23.201075842564883],[77.40352957309415,23.200878618959226],[77.40295021594693,23.201115287251085],[77.40290730060269,23.201371677427748],[77.40214917589452,23.201231019876943],[77.40081880022313,23.20186213272694],[77.40022871423986,23.20270032487409],[77.39984247614171,23.2028975457919],[77.39978883196142,23.202483381528392],[77.39902708460119,23.20194102162367],[77.39746067453649,23.20082671164152],[77.39766221323278,23.200389460372968],[77.39687900820043,23.200133068312397],[77.39626746454503,23.19864401239352],[77.39522676744726,23.19789454751072],[77.39447574892309,23.19795371594369],[77.39427190103795,23.198713041842467],[77.3939929513004,23.198929991307125],[77.39432554521825,23.199058188552577],[77.39544134416845,23.20034015424566],[77.39582716133383,23.20108370760426],[77.39671765472677,23.201971210176513],[77.39670692589071,23.20365744882951],[77.39621736608817,23.20432885042146],[77.39503719412161,23.204890922421537],[77.3931576643119,23.20507827922961],[77.39237445927955,23.205068418351523],[77.39179510213233,23.20528535750137],[77.39058259945948,23.20474576956736],[77.39041093808252,23.203868146385112],[77.39057187062342,23.202862323965807],[77.39016417485315,23.202773574565402],[77.38933805447657,23.202191771481264],[77.38883379918177,23.201501493351067],[77.38829735737879,23.201343714992227],[77.38751415234644,23.2013831595994],[77.38400582295496,23.203286348065422],[77.38270763379175,23.204341471963346],[77.38193515759546,23.204696465046993],[77.38161329251368,23.204341471963346],[77.38114122372706,23.204440081247835],[77.38063696843226,23.205761438640433],[77.37962203185963,23.20671593210751],[77.37964348953174,23.207228690482047],[77.37934308212208,23.207731586207526],[77.37967567603992,23.208352807726136],[77.38056616943287,23.211163059463992],[77.38065200012134,23.21220826081988],[77.38137083213734,23.211577196828344],[77.38214330833362,23.211656079990288],[77.38315181892322,23.21224770222039],[77.3822827832024,23.21340135803374],[77.38411741416859,23.213559122156962],[77.3842998043816,23.214170456374717],[77.38319473426746,23.215274794966906],[77.38170342605518,23.214850808908515],[77.38040523689197,23.214821228435614],[77.38013701599048,23.214407101127303],[77.37952547233509,23.214624025115576],[77.37858952827827,23.21312423227193]"
Kerwa Dam,,"[77.35368281342372,23.15573685638995],[77.34321146942958,23.151948829237032],[77.33926325775965,23.147529328872366],[77.34612971283778,23.143898915971103],[77.35213786103114,23.146897959779427],[77.35642939545497,23.14437245366518],[77.36260920502528,23.15210666583998],[77.36724406220301,23.160787392647723],[77.3749688241659,23.163470412575844],[77.37067728974208,23.173728522459367],[77.36278086640223,23.177673740034052],[77.35951930024012,23.183512448600485],[77.352652845162,23.18035642155338],[77.34355479218348,23.18035642155338],[77.34321146942958,23.174201954708632],[77.34887629486903,23.172781652937214],[77.34956294037684,23.168994107871022],[77.35608607270106,23.168994107871022],[77.34767466523036,23.16204999695655],[77.34921961762294,23.157946489434217],[77.35368281342372,23.15573685638995]"
Shahpura Lake,,"[77.41711495097859,23.20456981372971],[77.42169616397602,23.200388720273974],[77.42207167323811,23.200793029834102],[77.42205021556599,23.200940947660325],[77.42258665736897,23.201148032342072],[77.42295143779499,23.201187477006975],[77.42350933727009,23.20148331162279],[77.4240883565101,23.201592405308798],[77.42433511973947,23.201523377346668],[77.42465698482125,23.20173046112612],[77.42469990016549,23.2019178223644],[77.42491447688668,23.2020756000456],[77.42456042529672,23.202746153112923],[77.42473208667367,23.202923651891183],[77.42489301921457,23.20276587521103],[77.42513978244394,23.203554756749362],[77.42507540942758,23.20409711010607],[77.4241956448707,23.206345387821667],[77.42383086444467,23.206532742590724],[77.42374503375619,23.207173691130105],[77.42334806682199,23.20749909459662],[77.42309057475656,23.207390626862487],[77.42324077846139,23.207607562242718],[77.423530457035,23.207617422933442],[77.42380940677255,23.207844218619503],[77.42351552829595,23.208441858322043],[77.42331168041082,23.208579907064205],[77.42310783252569,23.208471440207372],[77.42285034046026,23.208934888889175],[77.42215296611639,23.20866865260886],[77.42168089732976,23.208461579579648],[77.42148777828069,23.208658791995692],[77.42153069362493,23.20889544651076],[77.42131611690374,23.209181403490575],[77.42160579547735,23.209408196522194],[77.42140194759222,23.209920944566036],[77.4217774568543,23.20965471025039],[77.42236754283758,23.2098913630016],[77.42223804130384,23.210124682263494],[77.42231314315626,23.21045993902479],[77.42271011009046,23.21084449721513],[77.4228603137953,23.211238914722124],[77.42262427940199,23.211574168687598],[77.42250626220533,23.211209333449485],[77.42232387199232,23.21102198523736],[77.42231314315626,23.210923380809675],[77.42151920928785,23.210883939018224],[77.42125098838636,23.210962822589487],[77.42102568282911,23.21084449721513],[77.42127244605848,23.210528962371228],[77.42092912330457,23.210627567090004],[77.4207360042555,23.210262729267093],[77.4206823600752,23.209976774601387],[77.42031757964918,23.209740122001456],[77.42010300292799,23.20944430566213],[77.41987769737074,23.209325978943024],[77.41987769737074,23.209010440513133],[77.41950218810865,23.209010440513133],[77.41958801879713,23.208675180114962],[77.42034976615736,23.208310336961198],[77.42040341033766,23.20798493547011],[77.42015664710829,23.20699886550692],[77.41897647514173,23.207334130110794],[77.41878335609266,23.20711719428668],[77.41900866164991,23.206219865091466],[77.4188799156172,23.205884597692183],[77.41867606773206,23.205766267821023],[77.418665338896,23.205214060370377],[77.41847221984693,23.20501684287075],[77.41824691428968,23.20496753845038],[77.41818254127332,23.204711155171232],[77.41753881110975,23.204898512231292],[77.41717403068373,23.204760459686177],[77.41711495097859,23.20456981372971]"
Sarangpani Lake,,"[77.47025211456,23.244997616477278],[77.4703594029206,23.244248411693995],[77.47089584472357,23.244061109840693],[77.4707027256745,23.24396252981228],[77.47074564101874,23.243775227557578],[77.47029502990424,23.243647073231774],[77.47043450477301,23.243499202702868],[77.47086365821539,23.243440054445415],[77.47074564101874,23.24331189979763],[77.47107823493658,23.243035873984248],[77.47135718467413,23.243213319215556],[77.47164686324774,23.242986583600327],[77.47203310134589,23.2428781446916],[77.47211893203436,23.24237538132672],[77.4725588143128,23.242188076843604],[77.47259100082098,23.241902190546604],[77.47295578124701,23.242188076843604],[77.47293432357489,23.243400622259205],[77.47263391616522,23.24357806700535],[77.47251589896857,23.243785085577528],[77.47215111854254,23.24409068383501],[77.47203310134589,23.24450471906707],[77.47100313308417,23.244997616477278],[77.47038086059271,23.245165201181862],[77.47025211456,23.244997616477278]"
Motia Talab,,"[77.39051195702437,23.26465625526173],[77.39041673860434,23.26412338843017],[77.3904636772621,23.26405624089797],[77.39118921480063,23.26394658705701],[77.39125761113051,23.263991557463306],[77.3913186313856,23.264344543824414],[77.39139239213351,23.264538593519962],[77.39151242098693,23.264640854515545],[77.39166731855754,23.264705537634978],[77.39190201184634,23.264666727767032],[77.39205422720794,23.264503479786086],[77.39206945562391,23.264350538413026],[77.39255761766462,23.26425751766926],[77.39281913304357,23.264235956560427],[77.39302968645124,23.264174353373196],[77.39314099812536,23.264049914848027],[77.39321073555975,23.263911923476428],[77.3932375576499,23.263718488902498],[77.39351650738745,23.263754218876777],[77.39349504971533,23.264226100052102],[77.39335959816007,23.26531647183388],[77.39309808278112,23.26623681259786],[77.39302566313772,23.26630087892045],[77.39269441032438,23.266314431407825],[77.39194607400923,23.26627500598619],[77.3916349377635,23.266222028057506],[77.39142974877386,23.266160425788357],[77.3912567462924,23.26613208873483],[77.39100193643598,23.266026132742766],[77.39097645545034,23.265981779046644],[77.39088257813482,23.26584871786952],[77.39083295726805,23.265785883378683],[77.39070823454885,23.26540025144257],[77.39063117839923,23.26505848385452],[77.39060435630908,23.26490324472629],[77.39056412317386,23.264692562763003],[77.39051195702437,23.26465625526173]"
