Date,Turbidity
2018-12-18,-0.03358622045126795
2018-12-23,-0.08667542521176742
2018-12-28,-0.0810426298010668
2019-01-02,-0.06322812453897202
2019-01-07,-0.08303152723518914
2019-01-12,-0.0710948910358263
2019-01-17,-0.04976832258090245
2019-01-22,-0.07888937188602363
2019-01-27,-0.05861007087075507
2019-02-01,-0.0804869282618597
2019-02-06,-0.06072821714193999
2019-02-11,-0.043731402643737254
2019-02-16,-0.04932881401215945
2019-02-21,-0.06224645016833881
2019-02-26,-0.05530940155728654
2019-03-08,-0.023097829076549163
2019-03-13,-0.010217178119405548
2019-03-18,-0.018090952101913374
2019-03-23,0.005856081381921726
2019-03-28,0.029924275701622212
2019-04-02,0.04783085927514689
2019-04-07,0.06356387526463975
2019-04-12,0.07807638923846676
2019-04-17,0.08072704309322001
2019-04-22,0.0031527249082399745
2019-04-27,0.07071279419359112
2019-05-02,0.07435373468951315
2019-05-07,0.07222576280749614
2019-05-12,0.08103165034897891
2019-05-17,0.06429894433654906
2019-05-22,0.07627089286384017
2019-05-27,0.08437690241955552
2019-06-01,0.08462446432171733
2019-06-06,0.0821051334423943
2019-06-11,0.08513896068611677
2019-10-04,0.0851613972709274
2019-10-09,-0.20304200156792543
2019-10-14,-0.22721127996315993
2019-11-23,-0.2539783746105186
2019-11-28,-0.19040186891448105
2019-12-03,-0.21333245859785613
2019-12-08,-0.12272611452693478
2019-12-13,-0.18783725804021403
2019-12-18,-0.19078032880572618
2019-12-23,-0.2111007207264968
2019-12-28,-0.1450487012944329
2020-01-12,-0.20832502575237055
2020-01-17,-0.18938199512394663
2020-02-01,-0.18959854854042812
2020-02-06,-0.12101173076666615
2020-02-11,-0.10076454162515094
2020-02-16,-0.09752681079125748
2020-02-21,-0.11109708042460675
2020-02-26,-0.059503808858033753
2020-03-02,-0.0764492481249782
2020-03-07,-0.05879367180136357
2020-03-12,-0.053421963476062824
2020-03-17,-0.07844997974736084
2020-03-22,-0.03578890397176112
2020-04-01,-0.06577138632697642
2020-04-06,-0.01722013853005997
2020-04-11,-0.04284023847859536
2020-04-16,-0.014061193711506782
2020-04-21,-0.018681281244424055
2020-04-26,-0.014371120947391814
2020-05-01,-0.008332013637841817
2020-05-06,0.002637997189249197
2020-05-11,-0.011963596129730867
2020-05-16,0.004725705112256946
2020-05-21,-0.013733245115831624
2020-05-26,-0.009251173295867022
2020-05-31,0.021293314376401196
2020-06-05,0.006611073172784503
2020-06-10,-0.01697219209618661
2020-06-30,-0.027621781110374215
2020-09-28,-0.050980516777092526
2020-10-18,-0.19899153726701876
2020-10-23,-0.18891435144491797
2020-10-28,-0.1932075943880851
2020-11-02,-0.1379413719260908
2020-11-07,-0.13152136376152807
2020-11-12,-0.14847995485058604
2020-11-17,-0.10620074574041764
2020-11-22,-0.16825037181195768
2020-11-27,-0.166144289293481
2020-12-02,-0.13482764843307404
2020-12-07,-0.2072501673216051
2020-12-17,-0.21515462382323694
2020-12-22,-0.12462007014728763
2020-12-27,-0.1761470564316517
2021-01-01,-0.12910654442609243
2021-01-06,-0.10929006937936692
2021-01-16,-0.12542116745194923
2021-01-21,-0.12764837270902762
2021-01-26,-0.14639206711733674
2021-01-31,-0.10108765972898223
2021-02-05,-0.09347735435175165
2021-02-10,-0.05404937978509206
2021-02-15,-0.12905149640163827
2021-02-20,-0.0882446479779196
2021-02-25,-0.0848906768218685
2021-03-02,-0.07881638109152485
2021-03-07,-0.04984979073471376
2021-03-17,-0.04416100175046591
2021-03-27,-0.016980028817678156
2021-04-01,-0.033208060579146784
2021-04-06,-0.009907931551630705
2021-04-11,0.005584337113516228
2021-04-16,0.008161968140301476
2021-04-26,0.02033694020467378
2021-05-06,0.02312138124181544
2021-05-11,0.017172859226816745
2021-05-16,0.022042096499481318
2021-05-21,0.0272596762564229
2021-05-26,0.023787558152895648
2021-07-05,0.03959367913180692
2021-10-13,-0.06206245871342551
2021-10-23,-0.22641426617722535
2021-10-28,-0.13017322945996407
2021-11-02,-0.14591408071386086
2021-11-07,-0.17060915097449503
2021-11-12,-0.06275140229048393
2021-11-27,-0.18085233700476167
2021-12-07,-0.2078336891193778
2021-12-12,-0.11301744220486883
2021-12-22,-0.1482356488413746
2021-12-27,-0.17813149215781088
2022-01-21,-0.1905873413910381
2022-01-26,-0.20351400381302115
2022-01-31,-0.060600107158675996
2022-02-05,-0.05889760163940638
2022-02-10,-0.049781946832157115
2022-02-15,-0.04508935587005192
2022-02-20,-0.038940939299923885
2022-02-20,-0.03264805027683667
2022-03-02,-0.03221095807022821
2022-03-12,-0.024175387683351767
2022-03-17,-0.01300280279826545
2022-03-22,-0.0008173731420692553
2022-03-27,0.0025987497432052717
2022-04-01,0.007239645744619587
2022-04-06,0.020756827868626187
2022-04-16,0.015700088478581047
2022-04-26,0.021620320180969058
2022-05-01,0.014608808835954758
2022-05-06,0.01690282335705775
2022-05-11,0.017368232194880057
2022-05-16,0.017159794040982196
2022-05-21,0.010710964540281006
2022-05-26,0.015333973973828026
2022-05-31,0.01610317019353294
2022-10-03,0.021807330287257645
2022-10-13,-0.05463968394234176
2022-10-18,-0.08273167823871513
2022-10-23,-0.07401676017490126
2022-10-28,-0.05484838612453807
2022-11-02,-0.054492275071652656
2022-11-07,-0.048190620596844536
2022-11-12,-0.05586806762309435
2022-11-17,-0.05385898612982875
2022-11-22,-0.04834034076476078
2022-11-27,-0.05386451870313077
2022-12-02,-0.051858700080693314
2022-12-07,-0.04876178376971238
2022-12-17,-0.03529880718546579
2022-12-22,-0.05271543745766632
2022-12-27,-0.05083058236452483
