Date,Temperature
2016-01-07,13.566692433343537
2016-01-14,21.77491673416355
2016-01-23,24.049661130065868
2016-01-30,24.26220518085284
2016-02-08,22.96597201108871
2016-02-15,28.43039884632715
2016-02-24,27.89098878437276
2016-03-02,16.237187787148194
2016-03-11,32.340414160813914
2016-03-18,34.27702337867369
2016-03-27,39.89339611091772
2016-04-03,38.61417498760631
2016-04-12,37.66558725757797
2016-04-19,7.757969840058901
2016-04-28,46.72433926569985
2016-05-05,48.80716052858164
2016-05-14,-18.92751142672686
2016-05-21,48.81848802643362
2016-05-30,49.57839863232417
2016-06-06,47.71849692221411
2016-06-15,38.138004129966625
2016-07-01,14.719550967160625
2016-08-25,51.128622691168474
2016-09-10,-115.40074752843039
2016-09-19,5.050186791762996
2016-09-26,27.961002801091208
2016-10-05,33.2530228171812
2016-10-12,30.440161422996386
2016-10-21,30.925570625227465
2016-10-28,29.559802275487517
2016-11-06,30.010407135350967
2016-11-13,26.857646324146152
2016-11-22,27.331514135090792
2016-11-29,25.082568847886346
2016-12-08,25.479322112162173
2016-12-15,25.011662818446176
2016-12-24,23.035416854268885
2016-12-31,22.558597844572958
2017-01-09,24.253251374347744
2017-01-16,22.372433750736754
2017-01-25,22.18026389390066
2017-02-01,15.850323745750291
2017-02-10,26.218953656141274
2017-02-17,26.287377078911547
2017-02-26,24.040886071143625
2017-03-05,5.166106949717337
2017-03-14,33.41791947814964
2017-03-21,31.627937790675965
2017-03-30,32.990850697451016
2017-04-06,38.08962377982253
2017-04-15,41.78552172279715
2017-04-22,41.94291929785218
2017-05-01,43.35457969823526
2017-05-08,43.99199879998099
2017-05-17,44.90080952280901
2017-05-24,48.2111889984117
2017-06-02,48.36754800762593
2017-06-09,55.82598448666973
2017-06-18,42.0261926445642
2017-06-25,40.695422871952196
2017-07-11,41.77740109295409
2017-08-21,37.095044087081085
2017-09-06,23.46981371688648
2017-09-22,32.70649968035826
2017-09-29,-2.1676854444758287
2017-10-08,-115.19915715946543
2017-10-15,32.226436776433324
2017-10-24,35.807507980502656
2017-10-31,31.947431835532008
2017-11-09,31.325888374384867
2017-11-16,28.89381826818931
2017-11-25,28.083785129473288
2017-12-02,25.823923250566327
2017-12-11,25.777222629312487
