Date,Suspended Matter
2018-01-02,
2018-01-03,0.5311569599698588
2018-01-06,0.5899356465349669
2018-01-07,0.525843369384785
2018-01-10,0.512672956575369
2018-01-11,0.5228266473778943
2018-01-14,0.5039280680888216
2018-01-15,0.5464000643490226
2018-01-18,0.5048402264616083
2018-01-19,0.5242011954651279
2018-01-22,0.5084958672500377
2018-01-23,0.5202725413829442
2018-01-25,0.5292187689484094
2018-01-26,0.5218313176645638
2018-01-29,0.504987700914278
2018-01-30,0.5262689643391062
2018-02-02,0.5043808317102821
2018-02-03,0.5225446252187639
2018-02-06,0.5286990462206622
2018-02-07,0.5823390944970628
2018-02-10,0.6282374338981829
2018-02-11,0.5376233791421317
2018-02-14,0.6049994049460126
2018-02-15,0.5262406512555673
2018-02-18,0.5210004829843212
2018-02-19,0.5486662090077261
2018-02-21,0.5563000733198011
2018-02-22,0.5437404166124594
2018-02-25,0.5271631838266263
2018-02-26,0.5701845769619039
2018-03-01,0.5400316968004175
2018-03-02,0.5913076210742034
2018-03-05,0.5667891266823156
2018-03-06,0.601028287497855
2018-03-09,0.5645383256276774
2018-03-10,0.5793705342022089
2018-03-13,0.571826851191549
2018-03-14,0.6098460753718414
2018-03-17,0.5796057518492672
2018-03-18,0.6145722240255816
2018-03-20,0.6073007643363147
2018-03-20,0.6204158136568834
2018-03-21,
2018-03-23,0.6004361299842672
2018-03-24,
2018-03-25,0.6526208729108234
2018-03-25,0.6069904638669508
2018-03-25,
2018-03-28,
2018-03-29,0.6246352568615389
2018-04-01,0.627366909953501
2018-04-02,0.6407933877404258
2018-04-03,0.6291595464278541
2018-04-03,
2018-04-03,
2018-04-03,
2018-04-03,
2018-04-03,
2018-04-03,
2018-04-04,
2018-04-04,
2018-04-04,
2018-04-04,
2018-04-04,
2018-04-04,
2018-04-04,
2018-04-04,
2018-04-04,
2018-04-04,
2018-04-04,
2018-04-04,
2018-04-04,
2018-04-04,
2018-04-04,
2018-04-05,
2018-04-05,
2018-04-05,
2018-04-05,
2018-04-05,0.6558527375489874
2018-04-05,
2018-04-05,
2018-04-05,
2018-04-05,
2018-04-05,
2018-04-05,
2018-04-05,
2018-04-05,
2018-04-05,
2018-04-05,
2018-04-06,
2018-04-06,
2018-04-06,
2018-04-06,
2018-04-06,0.6389387997932561
2018-04-06,
2018-04-06,
2018-04-06,
2018-04-06,
2018-04-06,
2018-04-06,
2018-04-06,
2018-04-06,
2018-04-06,
2018-04-06,
2018-04-07,
2018-04-07,
2018-04-07,
2018-04-07,
2018-04-07,
2018-04-07,
2018-04-07,
2018-04-07,
2018-04-07,
2018-04-07,
2018-04-07,
2018-04-07,
2018-04-07,
2018-04-07,
2018-04-08,
2018-04-08,
2018-04-08,
2018-04-08,
2018-04-08,
2018-04-08,
2018-04-08,
2018-04-08,
2018-04-08,
2018-04-08,
2018-04-08,
2018-04-08,
2018-04-08,
2018-04-08,
2018-04-08,
2018-04-09,
2018-04-09,
2018-04-09,
2018-04-09,
2018-04-09,0.6663942419869477
2018-04-09,
2018-04-09,
2018-04-09,
2018-04-09,
2018-04-09,
2018-04-09,
2018-04-09,
2018-04-09,
2018-04-09,
2018-04-09,
2018-04-10,
2018-04-10,
2018-04-10,
2018-04-10,
2018-04-10,0.6224823027214738
2018-04-10,
2018-04-10,
2018-04-10,
2018-04-10,
2018-04-10,
2018-04-10,
2018-04-10,
2018-04-10,
2018-04-10,
2018-04-10,
2018-04-11,
2018-04-11,
2018-04-11,
2018-04-11,
2018-04-11,
2018-04-11,
2018-04-11,
2018-04-11,
2018-04-11,
2018-04-11,
2018-04-11,
2018-04-11,
2018-04-11,
2018-04-11,
2018-04-11,
2018-04-12,
2018-04-12,
2018-04-12,
2018-04-12,
2018-04-12,
2018-04-12,
2018-04-12,
2018-04-12,
2018-04-12,
2018-04-12,
2018-04-12,
2018-04-12,
2018-04-12,
2018-04-12,
2018-04-13,
2018-04-13,
2018-04-13,
2018-04-13,
2018-04-13,0.6481614084244395
2018-04-13,
2018-04-13,
2018-04-13,
