Date,Suspended Matter
2019-01-01,
2019-01-02,0.6680783697389542
2019-01-03,0.5129938080104128
2019-01-04,0.5022013410696686
2019-01-05,0.5381794133668121
2019-01-06,0.5356144131982837
2019-01-07,0.5531697718435032
2019-01-08,0.5852749461737962
2019-01-09,0.5050814566187031
2019-01-10,0.5200285292467544
2019-01-11,0.5758508559416141
2019-01-11,0.5294341034870615
2019-01-12,0.520852080805963
2019-01-14,0.5129334770441079
2019-01-15,0.5187939019037274
2019-01-15,0.544941580406524
2019-01-16,0.5226055487575441
2019-01-18,0.506492745021677
2019-01-19,0.5057543619433847
2019-01-19,0.49792791178335166
2019-01-20,0.5048949347415159
2019-01-22,0.5039791030197464
2019-01-23,0.5319234520117144
2019-01-23,0.5044263299670222
2019-01-24,0.5268355100304147
2019-01-25,
2019-01-26,0.6499580302229244
2019-01-27,0.525227012038204
2019-01-28,0.5127302206430449
2019-01-29,0.539152014553095
2019-01-30,0.5180373703341551
2019-01-31,0.5281385826745515
2019-02-01,0.6086958491163931
2019-02-02,0.5487564744131658
2019-02-03,0.5561851892101105
2019-02-04,0.5391305851105334
2019-02-05,0.5320609562180415
2019-02-06,0.5318768274001893
2019-02-07,0.5795393423638827
2019-02-07,0.5585919772032747
2019-02-08,0.5215344581398133
2019-02-10,0.5180468793908475
2019-02-11,0.5258445151602723
2019-02-11,0.5212711800371823
2019-02-12,0.539650521140601
2019-02-14,0.5261073649667691
2019-02-15,0.5369357083743627
2019-02-15,0.5383994567123067
2019-02-16,0.5344386752566466
2019-02-18,0.5251707118736529
2019-02-19,0.6143065480617264
2019-02-19,0.5286640946365486
2019-02-20,0.5358752526730405
2019-02-21,
2019-02-22,0.5389183118098348
2019-02-23,0.5345784438483859
2019-02-24,0.533483596142315
2019-02-25,0.5691245602675838
2019-02-26,0.5448433020339185
2019-02-27,0.6153551754376781
2019-02-28,0.5612814327197087
2019-03-01,0.582544409182651
2019-03-02,0.5926108944260056
2019-03-03,0.5574566367062925
2019-03-04,0.5690813018846805
2019-03-05,0.558597680958617
2019-03-06,0.5765540558013317
2019-03-06,0.6094631457542597
2019-03-07,0.5696347230853925
2019-03-09,0.5680913362677539
2019-03-10,0.5587435168404568
2019-03-10,0.5838224825669679
2019-03-11,0.5918760054212177
2019-03-13,0.5866004915553298
2019-03-14,0.5804221402845099
2019-03-14,0.600083763996259
2019-03-15,0.641141880829414
2019-03-17,0.5981370417720634
2019-03-18,0.5900871848612241
2019-03-18,0.615463114549975
2019-03-19,0.6074618738779398
2019-03-20,
2019-03-21,0.6412877772886739
2019-03-22,0.6022261839808662
2019-03-23,0.6289037773508066
2019-03-24,0.6445326393097065
2019-03-25,0.6483832167024497
2019-03-26,0.6188141661442729
2019-03-27,0.660549777653936
2019-03-28,0.6491158916384118
2019-03-29,0.6647154485163183
2019-03-30,0.6397939784207755
2019-03-31,0.6714483312920271
2019-04-01,0.6826553729820654
2019-04-02,0.6417472601340095
2019-04-02,0.6776340738624692
2019-04-03,0.6815473962345688
2019-04-03,
2019-04-03,
2019-04-03,
2019-04-03,0.6921281705856239
2019-04-04,
2019-04-04,
2019-04-04,
2019-04-04,
2019-04-04,
2019-04-04,
2019-04-04,
2019-04-04,
2019-04-04,
2019-04-04,
2019-04-04,
2019-04-04,
2019-04-04,
2019-04-04,
2019-04-04,
2019-04-05,
2019-04-05,
2019-04-05,
2019-04-05,
2019-04-05,
2019-04-05,
2019-04-05,
2019-04-05,
2019-04-05,0.6885891314642981
2019-04-05,
2019-04-05,
2019-04-05,
2019-04-05,
2019-04-05,
2019-04-05,
2019-04-06,
2019-04-06,0.671002317218019
2019-04-06,
2019-04-06,
2019-04-06,
2019-04-06,
2019-04-06,
2019-04-06,
2019-04-06,
2019-04-06,
2019-04-06,
2019-04-06,
2019-04-06,
2019-04-06,
2019-04-06,
2019-04-06,0.6584491654000055
2019-04-07,
2019-04-07,0.6847335178097129
2019-04-07,
2019-04-07,
2019-04-07,
2019-04-07,
2019-04-07,
2019-04-07,
2019-04-07,
2019-04-07,
2019-04-07,
2019-04-07,
2019-04-07,
2019-04-07,
2019-04-07,
2019-04-08,
2019-04-08,
2019-04-08,
2019-04-08,
2019-04-08,
2019-04-08,
2019-04-08,
2019-04-08,
2019-04-08,
2019-04-08,
2019-04-08,
2019-04-08,
2019-04-08,
2019-04-08,
2019-04-08,
2019-04-09,
2019-04-09,
2019-04-09,
2019-04-09,
2019-04-09,
2019-04-09,
2019-04-09,
2019-04-09,
2019-04-09,
2019-04-09,0.6884654174143491
2019-04-09,
2019-04-09,
2019-04-09,
