Date,pH
2018-12-18,7.533662936832106
2018-12-23,7.054899419935017
2018-12-28,7.232855545239831
2019-01-02,7.386053964269192
2019-01-07,7.5332782461552945
2019-01-12,7.491582893218172
2019-01-17,7.686477035646864
2019-01-22,7.512052106744124
2019-01-27,7.929653490690131
2019-02-01,7.268303491041732
2019-02-06,7.84130290643988
2019-02-11,7.762697480401625
2019-02-16,7.9079321054233285
2019-02-21,6.067850080290705
2019-02-26,7.958188455499428
2019-03-08,8.082411509613747
2019-03-13,8.046879547069606
2019-03-18,7.382347282508821
2019-03-23,7.7103105707085655
2019-03-28,8.036390769929989
2019-04-02,7.979324891106239
2019-04-07,7.999870126331644
2019-04-12,7.976871928026537
2019-04-17,8.002915393949845
2019-04-22,7.544129278688504
2019-04-27,7.967566012916355
2019-05-02,7.929967072643984
2019-05-07,7.98646771184206
2019-05-12,7.970640492570269
2019-05-17,7.953010331117496
2019-05-22,7.950256062026527
2019-05-27,8.009786538917444
2019-06-01,7.958378095552247
2019-06-06,7.973869820096564
2019-06-11,7.950021844695521
2019-10-04,7.983473355014385
2019-10-09,6.827119589435341
2019-10-14,7.200313850040671
2019-11-23,7.136738010832788
2019-11-28,6.6270497493605784
2019-12-03,6.967805859763912
2019-12-08,7.187589490235993
2019-12-13,6.535047277490189
2019-12-18,6.800055523627074
2019-12-23,6.819034498788
2019-12-28,7.264158443955674
2020-01-12,7.02048601328667
2020-01-17,7.2173844831855325
2020-02-01,6.850365695591021
2020-02-06,7.30070887614297
2020-02-11,7.371975404816724
2020-02-16,7.196056887441025
2020-02-21,7.229191931076655
2020-02-26,7.5861731494543045
2020-03-02,7.783470177948977
2020-03-07,7.583150170913688
2020-03-12,7.811421172201788
2020-03-17,5.170901368522193
2020-03-22,6.61066177687609
2020-04-01,7.784460195785848
2020-04-06,7.83015920713949
2020-04-11,7.5835364823649565
2020-04-16,7.677089476384511
2020-04-21,7.761667684371265
2020-04-26,7.646685786358994
2020-05-01,7.702923200023752
2020-05-06,7.767513260047711
2020-05-11,7.725577853757073
2020-05-16,7.722689420147491
2020-05-21,7.769766218082553
2020-05-26,7.732004777425654
2020-05-31,7.8615481883776885
2020-06-05,7.728491360502514
2020-06-10,7.654826015561165
2020-06-30,7.738690187090758
2020-09-28,7.839932719372503
2020-10-18,7.203769123140957
2020-10-23,6.64507577657051
2020-10-28,7.065192224303696
2020-11-02,7.171476985821433
2020-11-07,7.221048884680915
2020-11-12,6.836011979904038
2020-11-17,7.256685157211925
2020-11-22,6.7641406865393305
2020-11-27,6.992174288108456
2020-12-02,6.97476044258588
2020-12-07,7.000615507566691
2020-12-17,6.857120253222739
2020-12-22,7.083658169050086
2020-12-27,6.897244052484278
2021-01-01,6.959572040489969
2021-01-06,7.266381901816788
2021-01-16,7.301059934807389
2021-01-21,7.370786678104708
2021-01-26,7.308133767086194
2021-01-31,2.304816096475002
2021-02-05,7.232330632677998
2021-02-10,7.582909198160206
2021-02-15,7.086101144701452
2021-02-20,7.486482841874595
2021-02-25,7.46761178956087
2021-03-02,7.357275851561862
2021-03-07,7.788827153472367
2021-03-17,5.547872021602189
2021-03-27,7.730304084251535
2021-04-01,7.8554104377627505
2021-04-06,7.925768702923563
2021-04-11,7.831129602253439
2021-04-16,7.802836438733516
2021-04-26,7.824281905516586
2021-05-06,7.847181479822926
2021-05-11,7.831410696634041
2021-05-16,7.9212356555947165
2021-05-21,7.847901804262933
2021-05-26,7.937503631430997
2021-07-05,7.906882406235036
2021-10-13,7.883426602684777
2021-10-23,7.153187444387008
2021-10-28,7.283416686804139
2021-11-02,7.446045062382919
2021-11-07,7.015388012756613
2021-11-12,7.605389841551341
2021-11-27,6.8347300301472
2021-12-07,6.935731134580968
2021-12-12,7.317884526296439
2021-12-22,7.023989317187763
2021-12-27,7.0685474415945615
2022-01-21,6.988387549701367
2022-01-26,5.938842417258836
2022-01-31,7.484399138409636
2022-02-05,7.502572491884077
2022-02-10,7.5971700502848485
2022-02-15,7.543642934928218
2022-02-20,7.541918517004985
2022-02-20,7.609942432542797
2022-03-02,7.612636247643271
2022-03-12,7.678930865870443
2022-03-17,7.722199490284229
2022-03-22,7.783341873927828
2022-03-27,7.6981751640748755
2022-04-01,7.74265693004164
2022-04-06,7.758836210280155
2022-04-16,7.739462221476208
2022-04-26,7.777931363832635
2022-05-01,7.755097326448943
2022-05-06,7.760466923980768
2022-05-11,7.8512319719022745
2022-05-16,7.858622867346903
2022-05-21,7.834411537179648
2022-05-26,7.829077458187851
2022-05-31,7.84311136660114
2022-10-03,7.841035663401778
2022-10-13,7.670601499961772
2022-10-18,7.5009298416991195
2022-10-23,7.4251213100428695
2022-10-28,7.51351721694753
2022-11-02,7.4996733556266895
2022-11-07,7.497380509054256
2022-11-12,7.452893078437156
2022-11-17,7.419353524462452
2022-11-22,7.473205993942679
2022-11-27,7.47037426334725
2022-12-02,7.455745439282524
2022-12-07,7.500948270527625
2022-12-17,7.567418230757547
2022-12-22,7.492177861346148
2022-12-27,7.480508794252473
