Date,Dissolved Oxygen
18-12-2018,-0.065278894
23-12-2018,-0.146173547
28-12-2018,-0.269339671
02-01-2019,-0.330136949
07-01-2019,-0.243487334
12-01-2019,-0.056400497
17-01-2019,-0.066981988
22-01-2019,-0.237547927
27-01-2019,-0.208406317
01-02-2019,-0.280173255
06-02-2019,-0.19702466
11-02-2019,-0.074006618
16-02-2019,-0.414193441
21-02-2019,-0.421456139
26-02-2019,-0.69743
08-03-2019,-0.361923385
13-03-2019,-0.528463491
18-03-2019,-0.864837811
23-03-2019,-0.918831925
28-03-2019,-0.244487673
02-04-2019,-0.22039586
07-04-2019,-0.179521452
12-04-2019,-0.158154053
17-04-2019,-0.17578922
22-04-2019,-0.059615169
27-04-2019,-0.233063603
02-05-2019,-0.164523998
07-05-2019,-0.142271045
12-05-2019,-0.117151682
17-05-2019,-0.089789355
22-05-2019,-0.145405479
27-05-2019,-0.213588722
01-06-2019,-0.126234287
06-06-2019,-0.122032911
11-06-2019,-0.121674408
04-10-2019,-0.115211493
09-10-2019,-0.034151099
14-10-2019,-0.153829367
23-11-2019,-0.225019895
28-11-2019,-0.151749251
03-12-2019,-0.144746371
08-12-2019,-0.095863756
13-12-2019,-0.132125222
18-12-2019,-0.173547237
23-12-2019,-0.240280351
28-12-2019,-0.123194701
12-01-2020,-0.263763908
17-01-2020,-0.257245255
01-02-2020,-0.247111013
06-02-2020,-0.238115858
11-02-2020,-0.201406555
16-02-2020,-0.346239923
21-02-2020,-0.657104396
26-02-2020,-0.162270725
02-03-2020,-0.432734419
07-03-2020,-0.476972851
12-03-2020,-0.924562528
17-03-2020,-0.567408973
22-03-2020,-0.769860234
01-04-2020,-0.940992985
06-04-2020,-0.179709947
11-04-2020,-0.145473582
16-04-2020,-0.139022771
21-04-2020,-0.172674609
26-04-2020,-0.221610066
01-05-2020,-0.180367245
06-05-2020,-0.164107827
11-05-2020,-0.201455073
16-05-2020,-0.185180631
21-05-2020,-0.148296031
26-05-2020,-0.254574002
31-05-2020,-0.155355566
05-06-2020,-0.146526927
10-06-2020,-0.115787887
30-06-2020,-0.125333341
28-09-2020,-0.10751863
18-10-2020,-0.211866873
23-10-2020,-0.181340219
28-10-2020,-0.169384886
02-11-2020,-0.190968191
07-11-2020,-0.124629267
12-11-2020,-0.133794749
17-11-2020,-0.159049945
22-11-2020,-0.136945749
27-11-2020,-0.154881887
02-12-2020,-0.105323371
07-12-2020,-0.251872052
17-12-2020,-0.245846909
22-12-2020,-0.152025993
27-12-2020,-0.341723416
01-01-2021,-0.189418425
06-01-2021,-0.090478693
16-01-2021,-0.139147112
21-01-2021,-0.197871223
26-01-2021,-0.167245023
31-01-2021,-0.47406356
05-02-2021,-0.469480759
10-02-2021,-0.078238054
15-02-2021,-0.258674164
20-02-2021,-0.310664446
25-02-2021,-0.381030395
02-03-2021,-0.343033837
07-03-2021,-0.566013819
17-03-2021,-0.74217568
27-03-2021,-0.084880542
01-04-2021,-0.228327791
06-04-2021,-0.22573378
11-04-2021,-0.116399377
16-04-2021,-0.088795622
26-04-2021,-0.132638338
06-05-2021,-0.236255924
11-05-2021,-0.183259914
16-05-2021,-0.261909411
21-05-2021,-0.159671179
26-05-2021,-0.145249171
05-07-2021,-0.16321354
13-10-2021,-0.151948921
23-10-2021,-0.231549365
28-10-2021,-0.126741006
02-11-2021,-0.156343715
07-11-2021,-0.169514545
12-11-2021,-0.03578425
27-11-2021,-0.151861626
07-12-2021,-0.146659874
12-12-2021,-0.066080062
22-12-2021,-0.152041302
27-12-2021,-0.117531889
21-01-2022,-0.176678107
26-01-2022,-0.243809985
31-01-2022,-0.042535282
05-02-2022,-0.047699256
10-02-2022,-0.060778962
15-02-2022,-0.059927091
20-02-2022,-0.031517484
02-03-2022,-0.052852819
12-03-2022,-0.07175537
17-03-2022,-0.082704184
22-03-2022,-0.071117935
27-03-2022,-0.050852054
01-04-2022,-0.047834124
06-04-2022,-0.067245432
16-04-2022,-0.056098966
26-04-2022,-0.050000607
01-05-2022,-0.044209244
06-05-2022,-0.046611216
11-05-2022,-0.056291778
16-05-2022,-0.071950609
21-05-2022,-0.051451381
26-05-2022,-0.056377063
31-05-2022,-0.05848483
03-10-2022,-0.068548024
13-10-2022,-0.059986491
18-10-2022,-0.045978699
23-10-2022,-0.053167961
28-10-2022,-0.042982956
02-11-2022,-0.055326973
07-11-2022,-0.050792906
12-11-2022,-0.046258517
17-11-2022,-0.038981793
22-11-2022,-0.06218026
27-11-2022,-0.048562827
02-12-2022,-0.055695443
07-12-2022,-0.061133824
17-12-2022,-0.06355441
22-12-2022,-0.058176686
27-12-2022,-0.04863823
