Date,Salinty
18-12-2018,0.039768713
23-12-2018,0.166848344
28-12-2018,0.029119844
02-01-2019,0.077467635
07-01-2019,0.058015944
12-01-2019,0.237243556
17-01-2019,0.127605158
22-01-2019,0.10556806
27-01-2019,0.085968745
01-02-2019,0.079264594
06-02-2019,0.074781636
11-02-2019,0.240249232
16-02-2019,0.030899425
21-02-2019,0.069211435
26-02-2019,-0.02406322
08-03-2019,0.117848665
13-03-2019,0.096156038
18-03-2019,-0.01426343
23-03-2019,0.034416905
28-03-2019,0.107742182
02-04-2019,0.120002164
07-04-2019,0.088976401
12-04-2019,0.113049312
17-04-2019,0.087098252
22-04-2019,0.075668832
27-04-2019,0.072585354
02-05-2019,0.117526098
07-05-2019,0.082054758
12-05-2019,0.106786346
17-05-2019,0.095752845
22-05-2019,0.141799069
27-05-2019,0.07282581
01-06-2019,0.106994291
06-06-2019,0.070268608
11-06-2019,0.116232867
04-10-2019,0.073431955
09-10-2019,0.148959692
14-10-2019,0.140767833
23-11-2019,0.120401138
28-11-2019,0.195656756
03-12-2019,0.196158284
08-12-2019,0.278195986
13-12-2019,0.135427919
18-12-2019,0.199551549
23-12-2019,0.108042771
28-12-2019,0.151503916
12-01-2020,0.092678593
17-01-2020,0.147804772
01-02-2020,0.100247683
06-02-2020,0.117503435
11-02-2020,0.101812209
16-02-2020,0.066933485
21-02-2020,-0.088970254
26-02-2020,0.12879311
02-03-2020,0.034661604
07-03-2020,0.04581032
12-03-2020,-0.024605938
17-03-2020,-0.075365938
22-03-2020,-0.131214782
01-04-2020,0.059531453
06-04-2020,0.133311898
11-04-2020,0.113217652
16-04-2020,0.141093538
21-04-2020,0.05977255
26-04-2020,0.118161138
01-05-2020,0.083691896
06-05-2020,0.115894482
11-05-2020,0.093662405
16-05-2020,0.108348463
21-05-2020,0.093586764
26-05-2020,0.106352656
31-05-2020,0.062521158
05-06-2020,0.132734954
10-06-2020,0.099459952
30-06-2020,0.152553621
28-09-2020,0.098729936
18-10-2020,0.163962733
23-10-2020,0.183578803
28-10-2020,0.138158732
02-11-2020,0.136997834
07-11-2020,0.146200363
12-11-2020,0.151183198
17-11-2020,0.125097453
22-11-2020,0.209233057
27-11-2020,0.15142141
02-12-2020,0.238525321
07-12-2020,0.104732804
17-12-2020,0.13664352
22-12-2020,0.233340218
27-12-2020,0.061564222
01-01-2021,0.159700504
06-01-2021,0.233111317
16-01-2021,0.24022065
21-01-2021,0.174010206
26-01-2021,0.136517115
31-01-2021,0.079980286
05-02-2021,-0.032845462
10-02-2021,0.192900163
15-02-2021,0.011397784
20-02-2021,0.067331842
25-02-2021,-0.034572457
02-03-2021,0.027604273
07-03-2021,0.003223795
17-03-2021,0.030413208
27-03-2021,0.168970629
01-04-2021,0.134886816
06-04-2021,0.083983668
11-04-2021,0.125645174
16-04-2021,0.137692796
26-04-2021,0.113747729
06-05-2021,0.099098533
11-05-2021,0.11495895
16-05-2021,0.06181085
21-05-2021,0.111536927
26-05-2021,0.070685174
05-07-2021,0.111913986
13-10-2021,0.16886182
23-10-2021,0.139564172
28-10-2021,0.175541374
02-11-2021,0.135006331
07-11-2021,0.165761683
12-11-2021,0.053772514
27-11-2021,0.160730988
07-12-2021,0.134417068
12-12-2021,0.274091784
22-12-2021,0.202507538
27-12-2021,0.183163613
21-01-2022,0.076226527
26-01-2022,0.105665288
31-01-2022,0.009078265
05-02-2022,0.00978747
10-02-2022,0.010241766
15-02-2022,0.017499351
20-02-2022,0.058809468
02-03-2022,0.007264653
12-03-2022,0.000696901
17-03-2022,0.005395443
22-03-2022,0.004682357
27-03-2022,0.039248632
01-04-2022,0.019412652
06-04-2022,0.020933025
16-04-2022,0.011275878
26-04-2022,0.029331802
01-05-2022,0.022578651
06-05-2022,0.064728333
11-05-2022,0.036534852
16-05-2022,0.038558365
21-05-2022,0.031493127
26-05-2022,0.043939434
31-05-2022,0.04701795
03-10-2022,0.053973269
13-10-2022,0.022123609
18-10-2022,0.010842695
23-10-2022,0.017785071
28-10-2022,0.017546482
02-11-2022,0.025529789
07-11-2022,0.022136209
12-11-2022,0.030485829
17-11-2022,0.035795441
22-11-2022,0.005945355
27-11-2022,0.010094565
02-12-2022,0.016628165
07-12-2022,0.010107955
17-12-2022,0.013112152
22-12-2022,0.017931958
27-12-2022,0.009755095
