date,Chlorophyll,Turbidity,Salinty,Dissolved Oxygen,pH
18-12-2018,0.151908324,-0.089091574,0.101079036,3.494842557,7.838490439
23-12-2018,0.352455077,-0.270541087,0.203122505,0.072627416,8.051000638
28-12-2018,0.456575936,-0.358706726,0.155669094,-0.020792443,8.144490208
02-01-2019,0.379851665,-0.317333835,0.170394839,0.830051677,8.145824685
07-01-2019,0.479075053,-0.342377024,0.15773341,0.757070292,8.117732765
12-01-2019,0.124992734,-0.129954156,0.224500557,0.464162451,7.773572212
17-01-2019,0.184922063,-0.13450689,0.141540153,6.424815878,7.781441335
22-01-2019,0.491893168,-0.34330779,0.180763152,2.952280529,8.052627461
27-01-2019,0.389446312,-0.240975556,0.155361563,5.073421526,8.074821128
01-02-2019,0.34619561,-0.266412387,0.164198172,9.405379111,7.923734707
06-02-2019,0.359839714,-0.245128913,0.121627497,8.638259554,7.951549319
11-02-2019,0.182202567,-0.114950831,0.204993305,4.401338794,7.650445333
16-02-2019,0.410102903,-0.292683885,0.144514423,6.878333374,7.977333852
21-02-2019,0.369157985,-0.265047443,0.172806356,9.914299784,7.871975832
26-02-2019,0.357333496,-0.289808529,0.129285219,7.336201422,8.185331169
08-03-2019,0.220202685,-0.147231594,0.179326222,3.377349757,8.089816128
13-03-2019,0.392303172,-0.274240287,0.178426787,3.129391199,8.15297202
18-03-2019,0.429187338,-0.326837702,0.19652743,-5.000225318,8.2577605
23-03-2019,0.451452168,-0.326463871,0.168111908,1.461646399,8.272495287
28-03-2019,0.323300724,-0.215485929,0.166807129,1.643997093,8.126761616
02-04-2019,0.3302195,-0.231533287,0.169609484,0.769964844,8.089910484
07-04-2019,0.310613983,-0.196620983,0.165439891,-1.771951863,8.097821647
12-04-2019,0.232742309,-0.129065863,0.146806153,2.115329757,8.073212432
17-04-2019,0.309873841,-0.176358414,0.149497628,-1.879360575,8.12066066
22-04-2019,0.077080452,-0.032708509,0.180262095,-3.120153851,7.947568521
27-04-2019,0.390306229,-0.236056177,0.165214045,-5.188777218,8.161852805
02-05-2019,0.272794747,-0.161675632,0.214800208,-1.512016911,8.119504179
07-05-2019,0.189377328,-0.096343486,0.138032862,1.405364998,8.092476628
12-05-2019,0.178443754,-0.075321084,0.142369872,2.233899147,8.046581865
17-05-2019,0.139330619,-0.041846667,0.106360173,2.874609202,8.014801586
22-05-2019,0.222736386,-0.1045763,0.143012545,2.180394739,8.050945882
27-05-2019,0.308968612,-0.20325615,0.112232957,2.443750837,8.123183849
01-06-2019,0.235746318,-0.128412887,0.129334237,1.701612082,8.067702994
06-06-2019,0.162078391,-0.076106492,0.10456245,1.562458204,8.073139486
11-06-2019,0.166262529,-0.057745774,0.123852571,2.394315021,8.037200286
04-10-2019,0.162057534,-0.05648496,0.093511322,2.465110521,8.060457319
09-10-2019,0.183050703,-0.135091269,0.175526911,8.416425128,7.483785639
14-10-2019,0.302215721,-0.285182098,0.20333517,8.86318902,7.872005801
23-11-2019,0.257368845,-0.253095774,0.200408765,9.584326256,7.894015838
28-11-2019,0.217647638,-0.224001043,0.226948752,5.962818889,7.743341874
03-12-2019,0.195610523,-0.210534218,0.213371997,4.641397988,7.823659048
08-12-2019,0.125830472,-0.144794649,0.252790452,3.325703526,7.777573412
13-12-2019,0.170856764,-0.191745783,0.21762832,2.794577411,7.94078968
18-12-2019,0.166388874,-0.16197989,0.263705194,3.463756891,7.955739158
23-12-2019,0.226456356,-0.214668212,0.212203357,5.336456666,8.057121796
28-12-2019,0.202180725,-0.157984277,0.221995726,5.839103519,7.94940521
12-01-2020,0.214445095,-0.24347006,0.18033477,6.225020812,8.013823277
17-01-2020,0.354022616,-0.279229923,0.182956447,9.152411116,7.789505124
01-02-2020,0.347258224,-0.259453107,0.175293515,10.09104245,7.773918759
06-02-2020,0.382912179,-0.276803239,0.162197047,9.375859982,7.639192673
11-02-2020,0.40262794,-0.274442439,0.163796308,9.695016214,7.703919234
16-02-2020,0.45770292,-0.315672324,0.162916845,10.47568031,7.499185391
21-02-2020,0.474204591,-0.404205915,0.122809425,9.81302193,7.8476694
26-02-2020,0.306289184,-0.207373887,0.162796988,9.820476846,7.739692092
02-03-2020,0.371875998,-0.258070142,0.125627982,10.26364811,7.966985028
07-03-2020,0.326780475,-0.218954302,0.171686312,10.7227023,7.708627238
12-03-2020,0.509545278,-0.345007915,0.116528972,11.38084297,8.225215775
17-03-2020,0.60834841,-0.391553894,0.147192631,11.33257999,8.147067811
22-03-2020,0.540553374,-0.370549016,0.111795504,11.36212868,8.149685255
01-04-2020,0.566623638,-0.402541802,0.14549095,11.70771478,8.246928291
06-04-2020,0.279667529,-0.166579163,0.173713572,8.416050656,7.995205882
11-04-2020,0.290726765,-0.20008309,0.160588089,7.51560589,7.797690476
16-04-2020,0.247172921,-0.16199488,0.168960024,7.646781839,7.88521511
21-04-2020,0.339724091,-0.258749982,0.11029049,5.463592271,8.061929941
26-04-2020,0.289016529,-0.188579304,0.159400372,2.345991863,8.055254935
01-05-2020,0.291811344,-0.181214307,0.14485222,2.790890858,8.022568036
06-05-2020,0.269932092,-0.147025437,0.15163606,3.583434584,8.009255141
11-05-2020,0.085193109,-0.014507832,0.109442114,39.7268494,7.752788663
16-05-2020,0.273249162,-0.162295864,0.151961685,5.560285265,8.004423354
21-05-2020,0.286353812,-0.172569168,0.132858624,6.205364965,7.95369589
26-05-2020,0.362248664,-0.208099283,0.143223917,4.37550686,8.039994061
31-05-2020,0.243730682,-0.132638861,0.113398226,4.464167756,8.073609598
05-06-2020,0.28372129,-0.142485823,0.148327334,4.889056689,7.930773341
10-06-2020,0.206426629,-0.125503025,0.163736026,5.610143608,7.892736107
30-06-2020,0.178043162,-0.098891833,0.186717512,7.139351678,7.884084019
28-09-2020,0.205087389,-0.132127839,0.217975142,5.866619404,7.974956543
18-10-2020,0.254190561,-0.189806761,0.249741372,7.838270425,7.991258112
23-10-2020,0.342403499,-0.278727881,0.260314653,5.872915126,7.931539693
28-10-2020,0.222799409,-0.193345774,0.23350779,4.726266848,8.036972868
02-11-2020,0.258232978,-0.201907783,0.24216062,3.889990367,8.003262673
07-11-2020,0.221670651,-0.195720537,0.233458094,3.35916509,8.086480874
12-11-2020,0.148999941,-0.172045652,0.242186969,3.030400659,8.012816343
17-11-2020,0.182246126,-0.20986278,0.229744157,4.578061513,8.001070287
22-11-2020,0.164324109,-0.176450573,0.259910833,3.332999931,7.841640064
27-11-2020,0.173946769,-0.189461482,0.228601879,3.134958646,8.001867025
02-12-2020,0.132680827,-0.151842271,0.252553369,3.347227976,7.867994668
07-12-2020,0.302641143,-0.237815497,0.205753245,4.692495829,8.029194809
17-12-2020,0.366502528,-0.285492017,0.208082674,6.162116752,8.006644789
22-12-2020,0.155526463,-0.157358483,0.23280154,6.14622185,7.976575589
27-12-2020,0.270588287,-0.253670182,0.168864632,5.111226532,8.113759092
01-01-2021,0.207343115,-0.159349434,0.190977501,5.747225826,7.960776784
06-01-2021,0.112797992,-0.133355849,0.217033866,3.981015078,7.75180591
16-01-2021,0.181979966,-0.146383415,0.226766337,6.658532929,7.821337463
21-01-2021,0.236232746,-0.194055249,0.196570858,5.985429823,7.98296526
26-01-2021,0.388600868,-0.308346162,0.170395305,3.619664864,8.030813902
31-01-2021,0.34009546,-0.222866254,0.164446876,5.97476097,8.278258818
05-02-2021,0.398827917,-0.30516565,0.129366091,5.03497398,8.202852766
10-02-2021,0.174247101,-0.132354495,0.183772815,3.803479104,7.862174406
15-02-2021,0.44174374,-0.3044928,0.128199258,3.330438767,8.153297348
20-02-2021,0.376864219,-0.208825938,0.154932871,4.221355316,8.113699176
25-02-2021,0.371139202,-0.243069634,0.14075215,3.206807775,8.149529531
02-03-2021,0.4451396,-0.280166054,0.144513123,3.804616154,8.127927962
07-03-2021,0.43002608,-0.27903126,0.121621543,3.53747042,8.226566733
17-03-2021,0.503546507,-0.305841452,0.140499247,4.371796024,8.198285319
27-03-2021,0.193978355,-0.095144422,0.178934689,3.115316057,7.849886393
01-04-2021,0.388660095,-0.202427509,0.173699046,3.711888026,8.068535413
06-04-2021,0.353692543,-0.179225043,0.149392888,2.696555101,8.147370776
11-04-2021,0.24567298,-0.115704382,0.164677273,3.070745522,8.016469228
16-04-2021,0.164345642,-0.077162801,0.168615239,3.411835354,7.932349858
26-04-2021,0.216360128,-0.084328105,0.167404251,3.44736997,8.00220946
06-05-2021,0.384574901,-0.209049852,0.167828006,1.633013759,8.094981267
11-05-2021,0.368812639,-0.198530103,0.164975365,3.426825396,8.036790778
16-05-2021,0.374312659,-0.215858737,0.159137373,2.513687295,8.123806297
21-05-2021,0.29956617,-0.162428523,0.184271647,3.399448746,8.01933937
26-05-2021,0.280015653,-0.137352254,0.166258771,1.221451575,8.112240092
