date,Suspended Matter
02-01-2018,0.423853799
03-01-2018,0.472504872
06-01-2018,0.550981546
07-01-2018,0.444331415
10-01-2018,0.442787662
11-01-2018,0.403954889
14-01-2018,0.423952799
15-01-2018,0.473838893
18-01-2018,0.432090715
19-01-2018,0.44954976
22-01-2018,0.451090739
23-01-2018,0.466272984
25-01-2018,0.50964318
26-01-2018,0.431470321
29-01-2018,0.39508918
30-01-2018,0.440926281
02-02-2018,0.413103226
03-02-2018,0.430858938
06-02-2018,0.475694242
07-02-2018,0.570348377
10-02-2018,0.630757614
11-02-2018,0.462737994
14-02-2018,0.481999639
15-02-2018,0.480482187
18-02-2018,0.439820703
19-02-2018,0.502548825
21-02-2018,0.52480874
22-02-2018,0.439165437
25-02-2018,0.431170673
26-02-2018,0.505122925
01-03-2018,0.433278398
02-03-2018,0.474087877
05-03-2018,0.500515679
06-03-2018,0.52544579
09-03-2018,0.476236053
10-03-2018,0.508060258
13-03-2018,0.515289775
14-03-2018,0.542414885
17-03-2018,0.548177352
18-03-2018,0.53074368
20-03-2018,0.564222072
20-03-2018,0.632321566
23-03-2018,0.496247357
25-03-2018,0.538861193
25-03-2018,0.486948869
29-03-2018,0.5077216
01-04-2018,0.542759624
02-04-2018,0.54360571
03-04-2018,0.543682539
05-04-2018,0.568612989
06-04-2018,0.59340821
10-04-2018,0.607258883
13-04-2018,0.589479495
14-04-2018,0.593269
16-04-2018,0.650246117
17-04-2018,0.556516075
21-04-2018,0.564762325
24-04-2018,0.534614778
25-04-2018,0.54318745
28-04-2018,0.57547302
29-04-2018,0.581015566
02-05-2018,0.581803541
03-05-2018,0.574129254
06-05-2018,0.635270968
07-05-2018,0.58600913
11-05-2018,0.607700103
14-05-2018,0.577466185
16-05-2018,0.607603221
17-05-2018,0.630449557
17-05-2018,0.62968311
18-05-2018,0.581894342
20-05-2018,0.614449154
22-05-2018,0.586188283
22-05-2018,0.606077034
25-05-2018,0.585136562
25-05-2018,0.598689484
