,Temperature
2016-01-07,17.18429067595747
2016-01-14,22.51192128000002
2016-01-23,23.436685580000013
2016-01-30,23.51544225548938
2016-02-08,20.719778246042566
2016-02-15,27.512962093148953
2016-02-24,25.726057599063846
2016-03-02,23.016072765659597
2016-03-11,29.65280664578724
2016-03-18,31.52350515263831
2016-03-27,35.18909969442553
2016-04-03,35.555168020340446
2016-04-12,34.278048684595745
2016-04-19,-2.5774961725957253
2016-04-28,40.20047294770214
2016-05-14,-3.6091370289361504
2016-05-21,39.68392851340426
2016-05-30,42.45085529748937
2016-06-06,39.81130591736171
2016-06-15,42.89715255242554
2016-07-01,33.05975565476597
2016-08-25,40.38767701425531
2016-09-10,-123.14852013999999
2016-09-19,-2.1499341922978497
2016-09-26,32.12577320531917
2016-10-05,30.88481619795746
2016-10-12,35.727407138808516
2016-10-21,35.37390064242554
2016-10-28,31.877333249957456
2016-11-06,32.9923422806383
2016-11-13,28.723732246808517
2016-11-22,29.39980367412766
2016-11-29,26.742032126382988
2016-12-08,27.723013562893627
2016-12-15,26.44610593429788
2016-12-24,24.32800499872342
2016-12-31,24.018066540723414
2017-01-09,24.979355980212777
2017-01-16,23.163089643872347
2017-01-25,20.962319490765967
2017-02-01,21.408736336000022
2017-02-10,26.431292090170224
2017-02-17,25.575675223617033
2017-02-26,23.153209707574472
2017-03-05,27.972567000893633
2017-03-14,31.274329878553207
2017-03-21,29.49274149642554
2017-03-30,30.596965583148943
2017-04-06,33.99894513042553
2017-04-15,40.07467122672341
2017-04-22,39.0440573924681
2017-05-01,41.11991063119149
2017-05-08,39.51723256685108
2017-05-17,40.73533085842553
2017-05-24,41.67462618765959
2017-06-02,43.61742552348937
2017-06-09,44.54114179229787
2017-06-18,41.464219987234046
2017-06-25,33.08055062987234
2017-07-11,-32.476786923063806
2017-08-21,38.09753654672341
2017-09-06,31.610890914553195
2017-09-22,32.79818177574468
2017-09-29,20.611063392893627
2017-10-08,-91.8996084357021
2017-10-15,35.851945081234035
2017-10-24,36.92839916953192
2017-10-31,33.44681531012767
2017-11-09,31.794763421659585
2017-11-16,28.626951374127668
2017-11-25,28.594456750893634
2017-12-02,26.13159718761704
2017-12-11,24.85039885306384
2017-12-18,20.81227083689362
2017-12-27,24.082823070936183
2018-01-03,17.469697770085112
2018-01-12,22.48074699829789
2018-01-19,20.19981336761703
2018-01-28,23.537851699617033
2018-02-04,24.006767681702133
2018-02-13,23.685644298680863
2018-02-20,23.54933317625533
2018-03-01,23.504480350212773
2018-03-08,28.062398707617035
2018-03-17,32.81990761587236
2018-03-24,12.732991109319162
2018-04-02,34.97961627859574
2018-04-09,34.319321882127674
2018-04-18,36.747643282553206
2018-04-25,38.57613368663829
2018-05-04,41.3253958524681
2018-05-11,40.784400858553205
2018-05-20,42.80983628217021
