,Salinty
2018-12-18,0.07867178665835191
2018-12-23,0.22253983922404513
2018-12-28,0.15776422429068748
2019-01-02,0.19752438791868987
2019-01-07,0.1678154456755425
2019-01-12,0.23892063446252398
2019-01-17,0.14334817030096347
2019-01-22,0.18004078819182504
2019-01-27,0.16590374205878464
2019-02-01,0.19484626613957118
2019-02-06,0.14629837137767945
2019-02-11,0.2223463880909334
2019-02-16,0.14458751955839957
2019-02-21,0.18776683462594093
2019-02-26,0.16060855667893809
2019-03-08,0.169935328698181
2019-03-13,0.1617845891032762
2019-03-18,0.13552078554456226
2019-03-23,0.15707115610208722
2019-03-28,0.16078544860027558
2019-04-02,0.1569393352280795
2019-04-07,0.14364836903867145
2019-04-12,0.15555323729259277
2019-04-17,0.1361310723918037
2019-04-22,-0.10567733649020375
2019-04-27,0.1477835240395181
2019-05-02,0.17945371618758346
2019-05-07,0.1542538423160215
2019-05-12,0.16792912759304074
2019-05-17,0.13786155489142074
2019-05-22,0.17739001951575967
2019-05-27,0.1576856208507752
2019-06-01,0.1688960939015484
2019-06-06,0.13146057649593004
2019-06-11,0.15766155855972502
2019-10-04,0.12900992382278295
2019-10-09,0.02362189614688594
2019-10-14,0.23296575078997617
2019-11-23,0.21860774195691146
2019-11-28,0.23481573162799788
2019-12-03,0.20920901856156923
2019-12-08,0.25859536080503176
2019-12-13,0.1949616020925506
2019-12-18,0.25841481792441295
2019-12-23,0.22132219496523425
2019-12-28,0.22626929941424967
2020-01-12,0.1957157882420493
2020-01-17,0.19601742792610108
2020-02-01,0.2124850373471049
2020-02-06,0.17691278635458885
2020-02-11,0.1523575187702364
2020-02-16,0.1690342736286643
2020-02-21,0.1314929932115446
2020-02-26,0.16757753158787658
2020-03-02,0.1327712345672187
2020-03-07,0.16915749552055387
2020-03-12,0.12708865592160923
2020-03-17,0.1472387111184898
2020-03-22,0.11855777432995747
2020-04-01,0.15445881859847485
2020-04-06,0.17405560181268698
2020-04-11,0.17217978927274818
2020-04-16,0.17570494138566348
2020-04-21,0.12699410547153098
2020-04-26,0.1826604306452651
2020-05-01,0.15531585384806162
2020-05-06,0.173731761986351
2020-05-11,0.1537434740015879
2020-05-16,0.1773447574240935
2020-05-21,0.14767239708132346
2020-05-26,0.17269786994894729
2020-05-31,0.13632686567808197
2020-06-05,0.17168166629990766
2020-06-10,0.18967033453134868
2020-06-30,0.20477981620328684
2020-09-28,0.19026488949316378
2020-10-18,0.25959423279256555
2020-10-23,0.252657561854824
2020-10-28,0.2201906487203697
2020-11-02,0.22985665573951347
2020-11-07,0.20663427790425268
2020-11-12,0.2266411730533764
2020-11-17,0.20965943418629918
2020-11-22,0.2574549880277635
2020-11-27,0.21045485561993912
2020-12-02,0.2522851242293047
2020-12-07,0.20213607863690758
2020-12-17,0.21610761423684596
2020-12-22,0.24368621595575968
2020-12-27,0.1899807250416254
2021-01-01,0.22470409446460013
2021-01-06,0.22023852736077842
2021-01-16,0.23996098047644782
2021-01-21,0.22615408731557027
2021-01-26,0.18450842034550607
2021-01-31,0.18835380673993926
2021-02-05,0.1564292593081958
2021-02-10,0.19043207077039173
2021-02-15,0.1533812883624691
2021-02-20,0.17017207322615896
2021-02-25,0.14767792724873613
2021-03-02,0.1526784968546014
2021-03-07,0.13186929878559742
2021-03-17,0.1479844838227734
2021-03-27,0.1891859178738319
2021-04-01,0.16836076637282643
2021-04-06,0.13913975846398557
2021-04-11,0.1627741752263939
2021-04-16,0.15801546109889272
2021-04-26,0.16014267566305254
2021-05-06,0.169109442273228
2021-05-11,0.16606410226640747
2021-05-16,0.14931988953607508
2021-05-21,0.1749875038077765
2021-05-26,0.1420895604435016
2021-07-05,0.16034503167591946
2021-10-13,0.22547797477401052
2021-10-23,0.21308230611627124
2021-10-28,0.2057871112863462
2021-11-02,0.1940698572644308
2021-11-07,0.23422936482200785
2021-11-12,0.03332966058555808
2021-11-27,0.23104592893262982
2021-12-07,0.18886293442235144
2021-12-12,0.2531410739125105
2021-12-22,0.2296363763596388
2021-12-27,0.19200064957557778
2022-01-21,0.17292583488608837
2022-01-26,0.17998622522135452
2022-01-31,0.04859454906588602
2022-02-05,0.04615713171855542
2022-02-10,0.04561989118566298
2022-02-15,0.05895064666711288
2022-02-20,0.07238289106397611
2022-03-02,0.04209542003236326
2022-03-12,0.04398401828013819
2022-03-17,0.05312749516435807
2022-03-22,0.051320625700746636
2022-03-27,0.07409416306743331
2022-04-01,0.05658528067534313
2022-04-06,0.06364102671948575
2022-04-16,0.05391195268619912
2022-04-26,0.062439701311440485
2022-05-01,0.060179303392177266
2022-05-06,0.06510976619595743
2022-05-11,0.07285752424929008
2022-05-16,0.0777043224629496
2022-05-21,0.06848446104428599
2022-05-26,0.08118825543451318
2022-05-31,0.07957628973491883
2022-10-03,0.07845885548829633
2022-10-13,0.0697315441222474
2022-10-18,0.061744831869977417
2022-10-23,0.07006979594881856
2022-10-28,0.06353377132831718
2022-11-02,0.06996257871338743
2022-11-07,0.06368051086053833
2022-11-12,0.07297412777400208
2022-11-17,0.06692143375786334
2022-11-22,0.05515049562714027
2022-11-27,0.05678929958425341
2022-12-02,0.05513028634816732
2022-12-07,0.05358433648445927
2022-12-17,0.05429937316543926
2022-12-22,0.05701844761493211
2022-12-27,0.047202647825452186
