date,Temperature,date,pH,Turbidity,Salinty,Chlorophyll,,date,dom,Suspended Matter
24/12/2016,24.328005,04/10/2019,7.976215932,-0.027953098,0.129009924,0.160204737,,04/02/2019,0.534802973,0.534802973
31/12/2016,24.01806654,09/10/2019,6.977255123,0.024251716,0.023621896,0.084682874,,05/02/2019,0.547857134,0.547857134
09/01/2017,24.97935598,14/10/2019,7.946104812,-0.154395719,0.232965751,0.216739646,,06/02/2019,0.542001977,0.542001977
16/01/2017,23.16308964,23/11/2019,7.965293693,-0.144122764,0.218607742,0.242121011,,07/02/2019,0.561340435,0.561340435
25/01/2017,20.96231949,28/11/2019,7.704900975,-0.132579465,0.234815732,0.161480795,,07/02/2019,0.557653964,0.557653964
01/02/2017,21.40873634,03/12/2019,7.799145873,-0.132160089,0.209209019,0.149273467,,08/02/2019,0.532147396,0.532147396
10/02/2017,26.43129209,08/12/2019,7.674368025,-0.093258553,0.258595361,0.103389988,,10/02/2019,0.533491913,0.533491913
17/02/2017,25.57567522,13/12/2019,7.85088847,-0.120675232,0.194961602,0.1770845,,11/02/2019,0.555535575,0.555535575
26/02/2017,23.15320971,18/12/2019,7.889103142,-0.117410328,0.258414818,0.217763792,,11/02/2019,0.550626215,0.550626215
05/03/2017,27.972567,23/12/2019,8.044206334,-0.145832479,0.221322195,0.267855412,,12/02/2019,0.541483315,0.541483315
14/03/2017,31.27432988,28/12/2019,7.862464933,-0.084573166,0.226269299,0.172787922,,14/02/2019,0.564599608,0.564599608
21/03/2017,29.4927415,12/01/2020,7.970760149,-0.16458604,0.195715788,0.237070672,,15/02/2019,0.555798391,0.555798391
30/03/2017,30.59696558,17/01/2020,7.941403766,-0.106429707,0.196017428,0.23715852,,15/02/2019,0.547606605,0.547606605
06/04/2017,33.99894513,01/02/2020,7.962176769,-0.103580617,0.212485037,0.192412091,,16/02/2019,0.543469681,0.543469681
15/04/2017,40.07467123,06/02/2020,7.82896161,-0.135452767,0.176912786,0.222512125,,18/02/2019,0.545619727,0.545619727
22/04/2017,39.04405739,11/02/2020,8.075716446,-0.11795526,0.152357519,0.293885116,,19/02/2019,0.596527199,0.596527199
01/05/2017,41.11991063,16/02/2020,7.828972221,-0.100735653,0.169034274,0.276125427,,19/02/2019,0.526425381,0.526425381
08/05/2017,39.51723257,21/02/2020,8.04404865,-0.16502831,0.131492993,0.279592106,,20/02/2019,0.553749339,0.553749339
17/05/2017,40.73533086,26/02/2020,7.756506349,-0.102408734,0.167577532,0.181785248,,21/02/2019,,
24/05/2017,41.67462619,02/03/2020,8.151438008,-0.250141455,0.132771235,0.338821285,,22/02/2019,0.546210407,0.546210407
02/06/2017,43.61742552,07/03/2020,8.030261039,-0.136309831,0.169157496,0.355215194,,23/02/2019,0.541166843,0.541166843
09/06/2017,44.54114179,12/03/2020,8.309579371,-0.249490051,0.127088656,0.5143108,,24/02/2019,0.550491253,0.550491253
18/06/2017,41.46421999,17/03/2020,8.322608716,-0.254375912,0.147238711,0.778812034,,25/02/2019,0.571722558,0.571722558
25/06/2017,33.08055063,22/03/2020,8.267496514,-0.265064978,0.118557774,0.78082047,,26/02/2019,0.571375861,0.571375861
11/07/2017,-32.47678692,01/04/2020,8.329776201,0.222767672,0.154458819,0.745390212,,27/02/2019,0.617135595,0.617135595
21/08/2017,38.09753655,06/04/2020,7.979485197,-0.048033461,0.174055602,0.200337461,,01/03/2019,0.56001317,0.595642256
06/09/2017,31.61089091,11/04/2020,7.823795483,-0.115342043,0.172179789,0.160019899,,02/03/2019,0.524960469,0.579326202
22/09/2017,32.79818178,16/04/2020,7.858194675,-0.057455594,0.175704941,0.1617745,,03/03/2019,0.533211252,0.576308763
29/09/2017,20.61106339,21/04/2020,7.961760409,-0.109914545,0.126994105,0.203398684,,04/03/2019,0.357172368,0.480297702
08/10/2017,-91.89960844,26/04/2020,7.889902019,-0.090436443,0.182660431,0.216824362,,05/03/2019,0.494218229,0.565593248
15/10/2017,35.85194508,01/05/2020,7.951317887,-0.09698387,0.155315854,0.218840147,,06/03/2019,0.52055766,0.570077316
24/10/2017,36.92839917,06/05/2020,7.903350446,-0.060516668,0.173731762,0.180232583,,06/03/2019,0.474078224,0.561605238
31/10/2017,33.44681531,11/05/2020,7.955679063,-0.082937974,0.153743474,0.207712069,,07/03/2019,0.48999612,0.545235339
09/11/2017,31.79476342,16/05/2020,7.911036876,-0.084820758,0.177344757,0.23911028,,09/03/2019,0.493873863,0.561157344
16/11/2017,28.62695137,21/05/2020,7.952351678,-0.058714855,0.147672397,0.179423579,,10/03/2019,0.533432722,0.571149994
25/11/2017,28.59445675,26/05/2020,7.978651477,-0.059051944,0.17269787,0.225479245,,10/03/2019,0.518292676,0.574963853
02/12/2017,26.13159719,31/05/2020,8.041131824,-0.048694827,0.136326866,0.21577408,,11/03/2019,0.513265495,0.567985957
11/12/2017,24.85039885,05/06/2020,7.903294839,-0.043107983,0.171681666,0.162708706,,13/03/2019,0.493705961,0.565965382
18/12/2017,20.81227084,10/06/2020,7.866973471,-0.10932079,0.189670335,0.16010572,,14/03/2019,0.551375187,0.591274884
27/12/2017,24.08282307,30/06/2020,7.871300819,-0.071611041,0.204779816,0.165354169,,14/03/2019,0.5870915,0.625473771
03/01/2018,17.46969777,28/09/2020,7.975630637,-0.059331892,0.190264889,0.152553258,,15/03/2019,0.605281379,0.636369127
12/01/2018,22.480747,18/10/2020,7.998951736,-0.13542049,0.259594233,0.292751606,,17/03/2019,0.511527905,0.591274884
19/01/2018,20.19981337,23/10/2020,7.762302896,-0.151225663,0.252657562,0.225239169,,18/03/2019,0.61461045,0.636556703
28/01/2018,23.5378517,28/10/2020,7.969678062,-0.12499996,0.220190649,0.21976935,,18/03/2019,0.51183371,0.580534132
04/02/2018,24.00676768,02/11/2020,7.91607818,-0.105762584,0.229856656,0.196115382,,19/03/2019,0.515677365,0.570339757
13/02/2018,23.6856443,07/11/2020,8.039179889,-0.1181867,0.206634278,0.223756237,,20/03/2019,,
20/02/2018,23.54933318,12/11/2020,7.892031416,-0.12538853,0.226641173,0.186119017,,21/03/2019,0.533382927,0.578428734
01/03/2018,23.50448035,17/11/2020,7.866869364,-0.141135091,0.209659434,0.186473465,,22/03/2019,0.504315956,0.56171114
08/03/2018,28.06239871,22/11/2020,7.628603587,-0.128584448,0.257454988,0.152022027,,23/03/2019,0.515069252,0.567623889
17/03/2018,32.81990762,27/11/2020,7.913043106,-0.1383546,0.210454856,0.188942785,,24/03/2019,0.580957309,0.615439943
24/03/2018,12.73299111,02/12/2020,7.7797933,-0.107089885,0.252285124,0.141974724,,25/03/2019,0.535188829,0.575602103
02/04/2018,34.97961628,07/12/2020,7.972895325,-0.128943266,0.202136079,0.20690704,,26/03/2019,0.506203393,0.570607688
09/04/2018,34.31932188,17/12/2020,7.896922724,-0.113776901,0.216107614,0.194212739,,27/03/2019,0.548293973,0.589270563
18/04/2018,36.74764328,22/12/2020,7.980438051,-0.100741388,0.243686216,0.200795698,,28/03/2019,0.577232782,0.616170669
25/04/2018,38.57613369,27/12/2020,8.027996118,-0.130966856,0.189980725,0.244484996,,29/03/2019,0.569826224,0.607636258
04/05/2018,41.32539585,01/01/2021,7.806272785,-0.110929842,0.224704094,0.16199699,,30/03/2019,0.515191191,0.583790392
11/05/2018,40.78440086,06/01/2021,7.658572894,-0.100195713,0.220238527,0.096828035,,01/07/2019,0.585517054,0.623933652
20/05/2018,42.80983628,16/01/2021,7.759507905,-0.091195709,0.23996098,0.132831588,,03/07/2019,0.584517146,0.628000032
27/05/2018,43.08693023,21/01/2021,7.839772642,-0.115242057,0.226154087,0.206778193,,04/07/2019,0.593719255,0.634816533
05/06/2018,41.73278101,26/01/2021,7.925504395,-0.12309034,0.18450842,0.201311797,,04/07/2019,0.588705481,0.623767369
12/06/2018,42.72044819,31/01/2021,8.254139195,-0.136618604,0.188353807,0.349071231,,05/07/2019,0.588042464,0.626875629
21/06/2018,40.31343568,05/02/2021,8.031955353,-0.22265195,0.156429259,0.253043065,,06/07/2019,,
07/07/2018,38.53514088,10/02/2021,7.649756994,-0.074402293,0.190432071,0.081468554,,07/07/2019,0.583634221,0.623862369
09/09/2018,38.03741414,15/02/2021,7.975948083,-0.181050217,0.153381288,0.186823037,,08/07/2019,0.583944792,0.627173717
16/09/2018,29.37215973,20/02/2021,7.966530734,-0.136371376,0.170172073,0.239399601,,09/07/2019,0.589305647,0.630137697
25/09/2018,11.6319701,25/02/2021,8.080830625,-0.224676542,0.147677927,0.323611115,,10/07/2019,0.582815304,0.619977549
02/10/2018,33.25028805,02/03/2021,7.835416488,-0.170374797,0.152678497,0.183499285,,11/07/2019,0.570673319,0.608831427
11/10/2018,33.00237009,07/03/2021,8.191580712,-0.264382716,0.131869299,0.392622495,,12/07/2019,0.603246425,0.634717785
18/10/2018,35.64483085,17/03/2021,8.098544283,-0.092719769,0.147984484,0.241591606,,13/07/2019,0.60383037,0.633574451
27/10/2018,39.20844072,27/03/2021,7.655803386,-0.056832303,0.189185918,0.090438171,,14/07/2019,0.542655766,0.5828281
03/11/2018,28.98427426,01/04/2021,7.915426879,-0.08502499,0.168360766,0.176466394,,15/07/2019,0.518406605,0.553994433
12/11/2018,33.07573793,06/04/2021,8.027715522,-0.091554342,0.139139758,0.174862608,,16/07/2019,0.578622898,0.625304369
19/11/2018,14.04802865,11/04/2021,7.816314811,-0.088596012,0.162774175,0.141154865,,17/07/2019,0.49717618,0.532868463
28/11/2018,28.61504325,16/04/2021,7.77357974,-0.078700492,0.158015461,0.111206049,,18/07/2019,0.488011961,0.530108517
05/12/2018,16.87252604,26/04/2021,7.821230854,-0.114975453,0.160142676,0.196812504,,19/07/2019,0.520107329,0.547351607
14/12/2018,25.47353703,06/05/2021,8.0680037,-0.237160198,0.169109442,0.394221641,,19/07/2019,0.588439038,0.632301494
21/12/2018,24.19772995,11/05/2021,7.850784548,-0.107810353,0.166064102,0.205375453,,20/07/2019,0.500844094,0.550193998
30/12/2018,20.85777818,16/05/2021,8.066605513,-0.195381341,0.14931989,0.373009037,,22/07/2019,0.473325556,0.527616554
06/01/2019,20.86824233,21/05/2021,7.848413061,-0.172210184,0.174987504,0.310770269,,23/07/2019,0.591981819,0.620940322
15/01/2019,20.0700183,26/05/2021,8.072760662,-0.1570104,0.14208956,0.342636167,,23/07/2019,0.467635081,0.5043646
22/01/2019,21.82744459,05/07/2021,7.985781205,-0.088666913,0.160345032,0.257691804,,24/07/2019,0.495734944,0.523213379
31/01/2019,20.60446492,13/10/2021,7.873659446,-0.075175752,0.225477975,0.174285676,,26/07/2019,0.465231828,0.517630933
07/02/2019,22.98549967,23/10/2021,7.929990206,-0.11185153,0.213082306,0.241306909,,27/07/2019,0.589647112,0.621351295
16/02/2019,3.708791268,28/10/2021,7.671885906,-0.095648585,0.205787111,0.111240546,,27/07/2019,0.486017293,0.4961868
23/02/2019,25.11345468,02/11/2021,8.006965597,-0.12297817,0.194069857,0.199917514,,28/07/2019,0.578141715,0.624158621
04/03/2019,23.63775727,07/11/2021,7.870394491,-0.121089952,0.234229365,0.209183186,,30/07/2019,0.588048658,0.632764463
11/03/2019,26.45835344,12/11/2021,7.332621508,-0.002183397,0.033329661,0.094656283,,01/12/2019,0.407802582,0.502720806
20/03/2019,27.65592825,27/11/2021,7.827898642,-0.153755425,0.231045929,0.192243959,,01/12/2019,0.469481629,0.550784291
27/03/2019,26.75334715,07/12/2021,7.867004512,-0.111016838,0.188862934,0.193414253,,02/12/2019,0.438092649,0.518502591
05/04/2019,34.43494712,12/12/2021,7.646137547,-0.088000568,0.253141074,0.071754867,,04/12/2019,0.426845084,0.523123758
12/04/2019,34.01581787,22/12/2021,7.887513957,-0.115284453,0.229636376,0.21196811,,05/12/2019,0.409557731,0.497845212
21/04/2019,39.50714658,27/12/2021,7.809218489,-0.10997201,0.19200065,0.180941035,,05/12/2019,0.429935135,0.5062108
28/04/2019,40.06783438,21/01/2022,8.021046449,-0.098299722,0.172925835,0.215951883,,06/12/2019,0.437111478,0.504139638
07/05/2019,40.4829016,26/01/2022,7.981598653,-0.156463616,0.179986225,0.329194283,,08/12/2019,0.450085076,0.547493371
14/05/2019,42.6269714,31/01/2022,7.700502364,-0.035729509,0.048594549,0.078319104,,09/12/2019,0.399777047,0.488913521
23/05/2019,42.04441636,05/02/2022,7.696836728,-0.032505444,0.046157132,0.083118522,,09/12/2019,0.427406398,0.510399603
30/05/2019,40.04877104,10/02/2022,7.781939889,-0.016833732,0.045619891,0.076609524,,10/12/2019,0.423859887,0.513521612
08/06/2019,45.08924433,15/02/2022,7.738137651,-0.01702109,0.058950647,0.074108915,,12/12/2019,0.406388576,0.521060992
15/06/2019,33.5010786,20/02/2022,7.345368624,-0.026591953,0.072382891,0.039657889,,13/12/2019,0.436691686,0.526061537
24/06/2019,47.90043649,02/03/2022,7.765836673,-0.005249837,0.04209542,0.093241295,,13/12/2019,0.385521531,0.490220631
01/07/2019,43.34034208,12/03/2022,7.807051792,-0.007170437,0.043984018,0.109351128,,14/12/2019,0.402164925,0.486674168
10/07/2019,21.67316907,17/03/2022,7.819453572,-0.008372273,0.053127495,0.110781994,,15/12/2019,,
17/07/2019,-29.2764948,22/03/2022,7.871349383,0.011820883,0.051320626,0.097888163,,16/12/2019,0.591546877,0.630789644
11/08/2019,-123.1485201,27/03/2022,7.716292634,-0.007626683,0.074094163,0.066084396,,17/12/2019,0.589167623,0.642564916
05/10/2019,26.32230331,01/04/2022,7.770094464,0.005591173,0.056585281,0.072240968,,18/12/2019,0.432617604,0.517175765
14/10/2019,22.92419671,06/04/2022,7.79911408,0.01023941,0.063641027,0.082532711,,19/12/2019,0.611149251,0.650139523
21/10/2019,23.79357454,16/04/2022,7.73772916,-0.021986634,0.053911953,0.060450538,,20/12/2019,0.433660769,0.515989074
30/10/2019,34.33886116,26/04/2022,7.779212332,-0.014168921,0.062439701,0.059887616,,21/12/2019,0.381880606,0.486616301
06/11/2019,-69.60448778,01/05/2022,7.729461085,-0.020774351,0.060179303,0.065216478,,22/12/2019,0.408630278,0.489913476
15/11/2019,28.84675753,06/05/2022,7.70519007,-0.00143284,0.065109766,0.057454568,,23/12/2019,0.432233104,0.523864293
22/11/2019,32.85044516,11/05/2022,7.885447124,0.017641366,0.072857524,0.075676751,,24/12/2019,0.437334178,0.528979852
01/12/2019,27.84348544,16/05/2022,7.889940955,0.022542212,0.077704322,0.075792785,,25/12/2019,0.380334286,0.488436673
08/12/2019,26.48420029,21/05/2022,7.840251193,0.005586376,0.068484461,0.071565604,,26/12/2019,0.509994123,0.587912468
17/12/2019,20.04935988,26/05/2022,7.844112799,0.019028335,0.081188255,0.081340145,,27/12/2019,0.523454486,0.588242705
24/12/2019,23.09948619,31/05/2022,7.87818129,0.016588607,0.07957629,0.084092176,,28/12/2019,0.424687121,0.500844608
02/01/2020,16.39813719,03/10/2022,7.802511028,0.031302281,0.078458855,0.09019065,,28/12/2019,0.403070164,0.524000524
09/01/2020,2.622922676,13/10/2022,7.753629512,-0.041231377,0.069731544,0.072380313,,29/12/2019,0.422584208,0.506690268
18/01/2020,15.70151724,18/10/2022,7.783502908,-0.035076554,0.061744832,0.07793977,,01/01/2020,0.42598891,0.530157774
25/01/2020,18.67375228,23/10/2022,7.721835863,-0.032961872,0.070069796,0.06579588,,01/01/2020,0.533454588,0.591997482
03/02/2020,20.04314846,28/10/2022,7.766759315,-0.027723373,0.063533771,0.067686512,,02/01/2020,0.60759649,0.64500549
10/02/2020,22.3202649,02/11/2022,7.74380284,-0.023378403,0.069962579,0.066332968,,04/01/2020,0.419693596,0.531748784
19/02/2020,21.76871687,07/11/2022,7.748871291,-0.023598548,0.063680511,0.052084642,,05/01/2020,0.611208573,0.650857468
26/02/2020,22.04632878,12/11/2022,7.720249614,-0.025554945,0.072974128,0.059707792,,05/01/2020,0.600109603,0.633368591
06/03/2020,12.46953449,17/11/2022,7.609449135,-0.049373513,0.066921434,0.049005216,,06/01/2020,0.420922164,0.512438233
13/03/2020,28.49867947,22/11/2022,7.771131982,-0.018032121,0.055150496,0.075004352,,08/01/2020,0.388876879,0.499651467
22/03/2020,28.69616588,27/11/2022,7.704450801,-0.034620269,0.0567893,0.055487447,,09/01/2020,0.402899611,0.490716304
29/03/2020,-2.801328808,02/12/2022,7.700643692,-0.02729217,0.055130286,0.065730802,,09/01/2020,0.433708816,0.524773688
07/04/2020,35.99270852,07/12/2022,7.770612477,-0.030175568,0.053584336,0.057018287,,10/01/2020,0.419270194,0.504139638
14/04/2020,33.03510389,17/12/2022,7.783131586,-0.019145268,0.054299373,0.065011104,,11/01/2020,,
23/04/2020,38.92340856,22/12/2022,7.715950493,-0.022120087,0.057018448,0.064928522,,12/01/2020,0.456538655,0.516021717
09/05/2020,41.63048525,27/12/2022,7.714070974,-0.025626579,0.047202648,0.062633461,,13/01/2020,0.417245254,0.509912221
16/05/2020,42.38749749,,,,,,,14/01/2020,0.420922164,0.512438233
25/05/2020,44.10848187,,,,,,,15/01/2020,0.450902375,0.528022222
01/06/2020,40.38016787,,,,,,,16/01/2020,0.456538655,0.54059418
10/06/2020,45.3985113,,,,,,,17/01/2020,0.441200027,0.541067984
17/06/2020,-62.9885408,,,,,,,18/01/2020,0.415035141,0.506807044
26/06/2020,39.14300786,,,,,,,19/01/2020,0.59249415,0.639877006
03/07/2020,29.0604961,,,,,,,20/01/2020,0.581620071,0.628617859
12/07/2020,26.37768412,,,,,,,21/01/2020,0.395072722,0.50891456
28/07/2020,22.08838578,,,,,,,22/01/2020,0.417266513,0.513276921
04/08/2020,-123.1485201,,,,,,,23/01/2020,0.395337062,0.493769276
05/09/2020,-19.1798132,,,,,,,24/01/2020,0.424529409,0.514574541
14/09/2020,34.12640819,,,,,,,24/01/2020,0.439125367,0.550060829
21/09/2020,26.22937034,,,,,,,25/01/2020,0.431406708,0.509753189
30/09/2020,36.95218713,,,,,,,27/01/2020,0.414017898,0.504857786
07/10/2020,-6.965248041,,,,,,,28/01/2020,0.592116742,0.624416046
16/10/2020,33.89582355,,,,,,,28/01/2020,0.409714178,0.496670903
23/10/2020,31.90982464,,,,,,,29/01/2020,0.442369577,0.521697914
01/11/2020,12.91931683,,,,,,,02/03/2020,0.499870262,0.556361209
17/11/2020,27.79139336,,,,,,,03/03/2020,0.482796864,0.559930097
24/11/2020,33.48116601,,,,,,,03/03/2020,,
03/12/2020,28.02580892,,,,,,,04/03/2020,0.476015496,0.55104681
10/12/2020,25.53873637,,,,,,,05/03/2020,,
19/12/2020,25.36732872,,,,,,,06/03/2020,0.507124802,0.557589961
26/12/2020,-1.841019524,,,,,,,07/03/2020,0.468925363,0.553015921
04/01/2021,20.25860574,,,,,,,08/03/2020,0.499145108,0.559016214
11/01/2021,21.40632271,,,,,,,09/03/2020,0.534440092,0.589609321
20/01/2021,-41.90101227,,,,,,,10/03/2020,0.589805825,0.628567815
27/01/2021,17.12877896,,,,,,,11/03/2020,0.483382972,0.557532244
05/02/2021,24.23850055,,,,,,,12/03/2020,0.49519717,0.550567883
12/02/2021,19.15842913,,,,,,,13/03/2020,0.461150157,0.545792201
21/02/2021,23.32528156,,,,,,,14/03/2020,0.550928349,0.602426908
28/02/2021,26.14058989,,,,,,,15/03/2020,0.471779584,0.547461948
09/03/2021,26.77515621,,,,,,,16/03/2020,0.545749952,0.597697745
16/03/2021,31.87211653,,,,,,,17/03/2020,0.503364052,0.56404373
25/03/2021,34.49302921,,,,,,,18/03/2020,0.533267502,0.576268569
01/04/2021,33.1312254,,,,,,,18/03/2020,0.473471166,0.55028696
10/04/2021,32.02233083,,,,,,,19/03/2020,0.491657013,0.562268947
17/04/2021,35.74581596,,,,,,,21/03/2020,0.488576456,0.569491073
26/04/2021,37.66684259,,,,,,,22/03/2020,0.513163605,0.571565722
12/05/2021,40.17082667,,,,,,,22/03/2020,0.55018761,0.585050938
19/05/2021,37.27874622,,,,,,,23/03/2020,0.509139305,0.560022797
28/05/2021,43.15041167,,,,,,,25/03/2020,0.491697801,0.55631756
04/06/2021,1.838816768,,,,,,,26/03/2020,0.498063258,0.554554282
13/06/2021,35.02081352,,,,,,,26/03/2020,0.531324567,0.578089714
29/06/2021,35.15260526,,,,,,,27/03/2020,0.54882576,0.60159693
06/07/2021,-45.13635971,,,,,,,29/03/2020,0.503907603,0.58158246
15/07/2021,31.58123656,,,,,,,30/03/2020,0.565333646,0.618179219
16/08/2021,36.83608112,,,,,,,30/03/2020,0.525936808,0.569362672
24/09/2021,40.31461057,,,,,,,01/07/2020,0.484765508,0.554978802
03/10/2021,37.89499745,,,,,,,02/07/2020,0.563043124,0.596631734
10/10/2021,23.2959375,,,,,,,03/07/2020,0.58336394,0.632114181
19/10/2021,11.95538752,,,,,,,04/07/2020,0.454753016,0.536613811
26/10/2021,34.86025466,,,,,,,04/07/2020,0.592243636,0.627282697
04/11/2021,31.182672,,,,,,,05/07/2020,0.487958205,0.529555053
11/11/2021,30.58134854,,,,,,,07/07/2020,0.468353337,0.521264348
20/11/2021,25.99908548,,,,,,,08/07/2020,0.624666775,0.63467816
27/11/2021,24.71620723,,,,,,,08/07/2020,0.625679555,0.647019726
06/12/2021,27.53606161,,,,,,,09/07/2020,0.461395449,0.525236391
13/12/2021,26.25045378,,,,,,,11/07/2020,0.605385808,0.636532962
22/12/2021,26.2603119,,,,,,,12/07/2020,0.599638796,0.6252215
29/12/2021,22.47189166,,,,,,,12/07/2020,0.54707206,0.588257935
,,,,,,,,13/07/2020,0.603769485,0.634014479
,,,,,,,,15/07/2020,0.584630307,0.629398227
,,,,,,,,16/07/2020,0.582156083,0.62639606
,,,,,,,,16/07/2020,0.571575569,0.605007506
,,,,,,,,17/07/2020,0.601232491,0.632201863
,,,,,,,,18/07/2020,,
,,,,,,,,19/07/2020,0.522087856,0.547506521
,,,,,,,,20/07/2020,0.418921238,0.463559509
,,,,,,,,21/07/2020,0.513188676,0.577333821
,,,,,,,,22/07/2020,0.535681416,0.55900686
,,,,,,,,23/07/2020,0.40601404,0.467107159
,,,,,,,,24/07/2020,0.43587321,0.489739406
,,,,,,,,25/07/2020,0.473241289,0.509662295
,,,,,,,,26/07/2020,0.580832585,0.610504074
,,,,,,,,27/07/2020,0.483272901,0.505271265
,,,,,,,,28/07/2020,0.584813537,0.623636493
,,,,,,,,29/07/2020,0.484229254,0.52190887
,,,,,,,,30/07/2020,0.45311889,0.494803719
,,,,,,,,01/12/2020,0.404993968,0.464683517
,,,,,,,,02/12/2020,0.423928751,0.503121174
,,,,,,,,03/12/2020,0.392744088,0.4854678
,,,,,,,,04/12/2020,0.422231756,0.515292049
,,,,,,,,05/12/2020,0.412206237,0.502648627
,,,,,,,,06/12/2020,0.36888044,0.467097924
,,,,,,,,07/12/2020,0.393965349,0.495168567
,,,,,,,,08/12/2020,0.410602841,0.497366333
,,,,,,,,09/12/2020,0.359545095,0.455369911
,,,,,,,,09/12/2020,0.416290178,0.503427696
,,,,,,,,10/12/2020,,
,,,,,,,,11/12/2020,0.39006989,0.482480306
,,,,,,,,12/12/2020,0.372214055,0.4634336
,,,,,,,,13/12/2020,0.592454743,0.573642155
,,,,,,,,13/12/2020,0.621258929,0.589124641
