DATE,Salinty,Dissolved Oxygen,Chlorophyll,Turbidity,pH,,DATE-Temp,Temperature,,Date -DOM,Dissolved Organic Matter,,,Suspended Matter
3/18/2019,0.062962578,12.17109326,0.757761569,-0.72496056,8.263646016,,5/21/2016,42.01878241,,2-Mar-18,0.647951998,,2/3/2018,0.692448587
3/23/2019,0.109362618,11.3427648,0.671108356,-0.489889019,8.078491197,,5/30/2016,44.44310225,,2-Jun-18,0.531251807,,2/6/2018,0.612153427
3/28/2019,0.11302931,7.145736357,0.202102107,-0.057177155,8.02318199,,6/6/2016,42.94760174,,2-Jul-18,0.583708508,,2/7/2018,0.625694937
4/2/2019,0.144419695,5.842237667,0.232694976,-0.116376253,7.866182974,,6/15/2016,45.57195445,,2-Oct-18,0.581570999,,2/10/2018,0.628486522
4/7/2019,0.148336504,2.118851728,0.215179063,-0.108175793,7.88765044,,7/1/2016,16.07841705,,2-Nov-18,0.664160033,,2/11/2018,0.692516763
4/12/2019,0.146084987,6.497168333,0.186209969,-0.062091738,7.871287707,,8/25/2016,43.43152508,,14-02-2018,0.511090969,,2/14/2018,0.610626645
4/17/2019,0.11701993,7.533599561,0.14898121,-0.06137722,7.8833813,,9/10/2016,-123.1485201,,15-02-2018,0.517714162,,2/15/2018,0.580775741
4/22/2019,0.133723121,23.99387738,0.068199486,-0.045420078,7.656971314,,9/19/2016,9.293673374,,18-02-2018,0.516348715,,2/18/2018,0.60145157
4/27/2019,0.141981707,4.255471193,0.251639827,-0.144213223,7.952528999,,9/26/2016,37.1542057,,19-02-2018,0.593052665,,2/19/2018,0.648363494
5/2/2019,0.130008415,8.244735875,0.182551997,-0.097685296,7.790486124,,10/5/2016,41.27565117,,21-02-2018,0.531547109,,2/21/2018,0.615978685
5/7/2019,0.08854675,10.03949355,0.162969977,-0.056628635,7.911164875,,10/12/2016,38.25367599,,22-02-2018,0.607570881,,2/22/2018,0.655057298
5/12/2019,0.121370681,10.30882316,0.15693736,-0.085358095,7.817997462,,10/21/2016,-4.199714495,,25-02-2018,0.565532118,,2/25/2018,0.619430831
5/17/2019,0.091356355,8.210416957,0.107513112,-0.02490707,7.894056279,,10/28/2016,35.28372757,,26-02-2018,0.555234241,,2/26/2018,0.616159584
5/22/2019,0.134473299,10.65664709,0.185622241,-0.083134316,7.874112043,,11/6/2016,36.66996949,,3-Jan-18,0.567148992,,3/1/2018,0.622698551
5/27/2019,0.098922584,10.81223018,0.298972493,-0.18754051,7.886397677,,11/13/2016,31.24521319,,3-Feb-18,0.598561875,,3/2/2018,0.636813392
6/1/2019,0.121046743,9.827725884,0.196853036,-0.089985702,7.813921166,,11/22/2016,31.45561879,,3-May-18,0.544481431,,3/5/2018,0.620661449
6/6/2019,0.098733155,11.74445324,0.200217434,-0.100123271,7.83598315,,11/29/2016,30.11104359,,3-Jun-18,0.489814067,,3/6/2018,0.581314261
6/11/2019,0.122019747,8.150428029,0.180184755,-0.067644525,7.887745932,,12/8/2016,30.65716462,,3-Sep-18,0.578922409,,3/9/2018,0.636926022
10/4/2019,0.082046977,10.42293277,0.183606647,-0.067979994,7.887205338,,12/15/2016,29.82844454,,3-Oct-18,0.578041167,,3/10/2018,0.648498267
10/9/2019,0.133628723,16.55641553,0.027210958,-0.058098902,7.436738031,,12/24/2016,25.79268247,,13-03-2018,0.509822743,,3/13/2018,0.600995004
10/14/2019,0.174151186,11.53357813,0.214196461,-0.174404607,7.676087646,,12/31/2016,26.55520554,,14-03-2018,0.579190831,,3/14/2018,0.634842507
11/23/2019,0.165129566,10.56170349,0.248422237,-0.174211213,7.707642354,,1/9/2017,27.40585274,,17-03-2018,0.492311777,,3/17/2018,0.591100424
11/28/2019,0.214548684,4.007709265,0.233499187,-0.174628292,7.604345792,,1/16/2017,26.03420499,,18-03-2018,0.570673319,,3/18/2018,0.613977703
12/3/2019,0.170440777,4.919506502,0.182617793,-0.135525708,7.63287246,,1/25/2017,22.88003634,,20-03-2018,0.543498399,,3/20/2018,0.623762515
12/8/2019,0.225407083,3.507563635,0.128661622,-0.100528126,7.654881915,,2/1/2017,22.82318018,,20-03-2018,0.473241289,,3/20/2018,0.559665557
12/13/2019,0.161043781,4.465916224,0.165321669,-0.126838664,7.597695781,,2/10/2017,28.62106039,,21-03-2018,,,3/21/2018,
12/18/2019,0.2159203,4.851671137,0.253435267,-0.159175661,7.691422256,,2/17/2017,27.55396863,,23-03-2018,0.604995618,,3/23/2018,0.636779329
12/23/2019,0.152490001,6.374780381,0.235764863,-0.158801517,7.722789838,,2/26/2017,24.41970331,,24-03-2018,,,3/24/2018,
12/28/2019,0.187134884,5.434678121,0.234449631,-0.150248392,7.689855829,,3/5/2017,29.38410003,,25-03-2018,0.673581622,,3/25/2018,0.684882081
1/12/2020,0.12091215,5.779532307,0.300380185,-0.217776565,7.779250246,,3/14/2017,32.65932219,,25-03-2018,0.600107693,,3/25/2018,0.633696506
1/17/2020,0.175539736,5.541923323,0.261328839,-0.18621465,7.750322797,,3/21/2017,31.46197189,,25-03-2018,,,3/25/2018,
2/1/2020,0.151107277,6.408440213,0.295638632,-0.190560937,7.855249681,,3/30/2017,31.85043881,,28-03-2018,,,3/28/2018,
2/6/2020,0.132242884,11.73535561,0.167317239,-0.092110684,7.632994895,,4/6/2017,37.24843161,,29-03-2018,0.612867711,,3/29/2018,0.64946182
2/11/2020,0.103347987,10.97595415,0.228108805,-0.103763157,7.775252656,,4/15/2017,41.9071916,,4-Jan-18,,,4/1/2018,
2/16/2020,0.138135932,10.59632598,0.209057414,-0.091991598,7.761849884,,4/22/2017,40.16073506,,4-Feb-18,0.632434501,,4/2/2018,0.658114654
2/21/2020,0.083718271,10.40246236,0.302385639,-0.149365449,7.896674307,,5/1/2017,42.65804543,,4-Mar-18,0.575372578,,4/3/2018,0.62865235
2/26/2020,0.124223244,11.04766178,0.171606268,-0.056149188,7.749480693,,5/8/2017,41.68538711,,4-Apr-18,,,4/3/2018,
3/2/2020,0.087484204,10.74252955,0.214594734,-0.044082586,7.909285928,,5/17/2017,43.25567348,,4-May-18,0.671961657,,4/3/2018,
3/7/2020,0.136426581,10.25231333,0.175751781,-0.031296477,7.801105895,,5/24/2017,43.00288278,,4-Jun-18,0.561318019,,4/3/2018,
3/12/2020,0.092507406,9.540346748,0.238016012,-0.060838208,7.988752457,,6/2/2017,45.12631914,,4-Jul-18,,,4/3/2018,
3/17/2020,0.126370943,8.164774571,0.358681614,-0.169128285,8.060324948,,6/9/2017,47.06135952,,4-Aug-18,,,4/3/2018,
3/22/2020,0.104233055,7.196224344,0.358056858,-0.171979645,8.07631451,,6/18/2017,43.6141645,,4-Sep-18,0.611938938,,4/3/2018,
4/1/2020,0.148274267,4.323889286,0.311746839,-0.110810225,8.103762486,,6/25/2017,33.57643293,,4-Oct-18,,,4/4/2018,
4/6/2020,0.189430115,-0.665930858,0.231269176,-0.095316434,7.998832318,,7/11/2017,23.69477614,,4-Nov-18,,,4/4/2018,
4/11/2020,0.174287573,-1.531969303,0.218158226,-0.106536394,7.913017429,,8/21/2017,23.00279631,,4-Dec-18,,,4/4/2018,
4/16/2020,0.199402996,-3.04765319,0.206397971,-0.083651729,7.984123522,,9/6/2017,18.00602485,,13-04-2018,0.599725779,,4/4/2018,
4/21/2020,0.189520874,-7.291772617,0.283086244,-0.139220902,8.045440986,,9/22/2017,31.28773029,,14-04-2018,0.535936682,,4/4/2018,
4/26/2020,0.235068769,-9.379074802,0.290681967,-0.149852484,8.127540853,,9/29/2017,37.18680762,,15-04-2018,,,4/4/2018,
5/1/2020,0.230991958,-10.77513019,0.270441739,-0.130298032,8.130954343,,10/8/2017,-100.4254819,,16-04-2018,,,4/4/2018,
5/6/2020,0.247324803,-13.62943703,0.293512788,-0.150287409,8.14993903,,10/15/2017,40.21496328,,17-04-2018,0.610152042,,4/4/2018,
5/11/2020,0.197992859,-16.14127952,0.305076003,-0.140507984,8.139502121,,10/24/2017,39.86543425,,18-04-2018,,,4/4/2018,
5/16/2020,0.283373152,-16.1087581,0.384880551,-0.235814314,8.179759175,,10/31/2017,36.70142847,,19-04-2018,,,4/4/2018,
5/21/2020,0.257298647,-17.08259618,0.319683329,-0.195396884,8.178173013,,11/9/2017,35.57928476,,20-04-2018,0.65372906,,4/4/2018,
5/26/2020,0.282121251,-22.0590115,0.368537617,-0.220784977,8.192358629,,11/16/2017,32.25798216,,21-04-2018,0.623758624,,4/4/2018,
5/31/2020,0.277772195,-27.66683896,0.414608605,-0.274839884,8.216793516,,11/25/2017,31.49739402,,22-04-2018,,,4/4/2018,
6/5/2020,0.256347315,-17.30459596,0.283017582,-0.145166287,8.130640265,,12/2/2017,28.50111555,,23-04-2018,,,4/4/2018,
6/10/2020,0.238713765,-8.156945159,0.223943775,-0.146102723,7.96547159,,12/11/2017,27.83610886,,24-04-2018,0.64139732,,4/4/2018,
6/30/2020,0.22604746,-2.174253707,0.225264228,-0.133240906,7.920103267,,12/18/2017,25.6616497,,25-04-2018,0.61247572,,4/5/2018,
9/28/2020,0.186826917,6.425376517,0.182414567,-0.100149544,7.832240635,,12/27/2017,26.66251652,,26-04-2018,,,4/5/2018,
10/18/2020,0.210247063,7.194911229,0.197996716,-0.118755658,7.877426093,,1/3/2018,6.891030601,,27-04-2018,,,4/5/2018,
10/23/2020,0.138304006,11.81744335,0.046415094,-0.049581134,7.607613526,,1/12/2018,24.51548656,,28-04-2018,0.638825689,,4/5/2018,
10/28/2020,0.181107047,4.241010784,0.225589946,-0.181873139,7.831543386,,1/19/2018,22.11181318,,29-04-2018,0.598141795,,4/5/2018,0.68925758
11/2/2020,0.191373584,4.840406341,0.214026784,-0.149318877,7.799027541,,1/28/2018,25.534509,,30-04-2018,,,4/5/2018,
11/7/2020,0.155383634,6.132314937,0.234503568,-0.172716254,7.810937764,,2/4/2018,26.84847115,,5-Jan-18,,,4/5/2018,
11/12/2020,0.201004258,3.152002114,0.185138084,-0.088525557,7.727696946,,2/13/2018,25.98079224,,5-Feb-18,0.670890084,,4/5/2018,
11/17/2020,0.201929034,2.590852177,0.21063185,-0.120866841,7.857679847,,2/20/2018,25.42274749,,5-Mar-18,0.579845987,,4/5/2018,
11/22/2020,0.230541972,1.591552457,0.184742195,-0.130473259,7.599631696,,3/1/2018,17.96172704,,5-Apr-18,,,4/5/2018,
11/27/2020,0.179699335,2.747907846,0.149113398,-0.124662497,7.766072631,,3/8/2018,30.18364764,,5-May-18,,,4/5/2018,
12/2/2020,0.229123777,2.105629839,0.138172912,-0.106926231,7.637597645,,3/17/2018,34.92697221,,5-Jun-18,0.632207333,,4/5/2018,
12/7/2020,0.182101336,2.408812077,0.167908958,-0.132086513,7.783776382,,3/24/2018,28.82412542,,5-Jul-18,0.578626535,,4/5/2018,
12/17/2020,0.219450265,1.484943143,0.217899448,-0.158975101,7.944931302,,4/2/2018,38.18779502,,5-Aug-18,,,4/5/2018,
12/22/2020,0.204234981,1.537989438,0.204384514,-0.121356048,7.864096298,,4/9/2018,36.17609796,,5-Sep-18,,,4/5/2018,
12/27/2020,0.16687177,0.27665429,0.198274906,-0.139851275,7.871914264,,4/18/2018,39.15800438,,5-Oct-18,0.636117614,,4/6/2018,
1/1/2021,0.215304902,1.536913555,0.165973715,-0.122580747,7.810102506,,4/25/2018,41.20215232,,5-Nov-18,0.564113856,,4/6/2018,
1/6/2021,0.207795375,2.542247683,0.082509409,-0.085122409,7.63275384,,5/4/2018,43.87310077,,5-Dec-18,,,4/6/2018,
1/16/2021,0.230484782,3.402662548,0.127603698,-0.044342802,7.688147436,,5/11/2018,44.09979622,,13-05-2018,0.655451638,,4/6/2018,
1/21/2021,0.214125758,2.755033088,0.219507293,-0.13201132,7.785147064,,5/20/2018,46.74929226,,14-05-2018,0.630523325,,4/6/2018,0.62605576
1/26/2021,0.194804528,0.356317226,0.321589998,-0.241286596,7.949659566,,5/27/2018,47.3190786,,15-05-2018,,,4/6/2018,
1/31/2021,0.209768068,0.392453421,0.386891682,-0.17391567,8.090713851,,6/5/2018,44.31138473,,16-05-2018,,,4/6/2018,
2/5/2021,0.177789871,0.253383925,0.437731149,-0.347344414,8.001976389,,6/12/2018,45.56687882,,17-05-2018,,,4/6/2018,
2/10/2021,0.217932372,0.169194466,0.171470771,-0.112568483,7.774982478,,6/21/2018,42.63637217,,17-05-2018,,,4/6/2018,
2/15/2021,0.186029393,-1.280203393,0.369612376,-0.279233921,8.012331708,,7/7/2018,44.64156128,,17-05-2018,,,4/6/2018,
2/20/2021,0.197477433,1.80163899,0.308410288,-0.191019843,7.907189808,,9/9/2018,41.22798229,,17-05-2018,0.587538788,,4/6/2018,
2/25/2021,0.193317936,-1.558276949,0.32854431,-0.22914105,8.019709169,,9/16/2018,34.30183818,,17-05-2018,,,4/6/2018,
3/2/2021,0.187532347,2.692142567,0.322685493,-0.224862712,7.906247749,,9/25/2018,8.677556548,,17-05-2018,,,4/6/2018,
3/7/2021,0.119295975,3.490603517,0.463329709,-0.26906879,8.098748358,,10/2/2018,28.72800392,,17-05-2018,,,4/6/2018,
3/17/2021,0.150905456,3.781495384,0.639444767,-0.501446257,8.140182554,,10/11/2018,37.44748781,,17-05-2018,,,4/6/2018,
3/27/2021,0.18843003,1.011294299,0.086300946,-0.048188383,7.694856523,,10/18/2018,40.23080193,,17-05-2018,,,4/7/2018,
4/1/2021,0.190727086,0.672918941,0.215367065,-0.088015354,7.99329833,,10/27/2018,41.97524422,,17-05-2018,,,4/7/2018,
4/6/2021,0.133048106,3.559899234,0.208663201,-0.051080084,8.008909549,,11/3/2018,23.01189855,,17-05-2018,,,4/7/2018,
4/11/2021,0.13792147,5.898664193,0.142138437,-0.055020586,7.828373159,,11/12/2018,36.79095001,,17-05-2018,,,4/7/2018,
4/16/2021,0.127479129,6.674673892,0.116142956,-0.058335953,7.710602611,,11/19/2018,34.96697624,,17-05-2018,,,4/7/2018,
4/26/2021,0.11232359,9.760643147,0.153041021,-0.073134977,7.70398799,,11/28/2018,31.84838838,,17-05-2018,,,4/7/2018,
5/6/2021,0.081685132,14.39222324,0.103581108,-0.037974782,7.599257806,,12/5/2018,25.26330314,,17-05-2018,,,4/7/2018,
5/11/2021,0.118183981,13.10890693,0.156561803,-0.084361348,7.692994762,,12/14/2018,28.31333134,,17-05-2018,,,4/7/2018,
5/16/2021,0.062340074,16.02100592,0.224903743,-0.124825806,7.702176516,,12/21/2018,27.21654863,,17-05-2018,,,4/7/2018,
5/21/2021,0.113555663,14.6009315,0.16281812,-0.136234658,7.402043506,,12/30/2018,22.79336865,,17-05-2018,,,4/7/2018,
5/26/2021,0.074135638,13.85107552,0.169308338,-0.092653299,7.756599024,,1/6/2019,23.91260774,,17-05-2018,,,4/7/2018,
7/5/2021,0.114372344,11.7391917,0.20727763,-0.086064009,7.818928993,,1/15/2019,22.93279417,,17-05-2018,,,4/7/2018,
10/13/2021,0.157749017,11.41698872,0.152665153,-0.093699629,7.730648226,,1/22/2019,24.36028205,,17-05-2018,,,4/7/2018,
10/23/2021,0.12764409,13.73868714,0.252646501,-0.167099476,7.717080753,,1/31/2019,22.77085198,,17-05-2018,0.64654205,,4/7/2018,
10/28/2021,0.175449386,9.633105901,0.109042892,-0.119294289,7.426029492,,2/7/2019,25.61282519,,17-05-2018,,,4/8/2018,
11/2/2021,0.11514272,11.87222354,0.129852035,-0.10358487,7.751401479,,2/16/2019,-6.516678942,,17-05-2018,,,4/8/2018,
11/7/2021,0.138588335,12.69710016,0.164465765,-0.140050886,7.604990362,,2/23/2019,27.32108381,,17-05-2018,,,4/8/2018,
11/12/2021,0.064331751,10.52674434,0.072933997,-0.077295868,7.59979487,,3/4/2019,25.6151777,,17-05-2018,,,4/8/2018,
11/27/2021,0.09014389,12.3716928,0.130529492,-0.092546394,7.591045904,,3/11/2019,28.98540888,,17-05-2018,,,4/8/2018,
12/7/2021,0.126402745,8.148936131,0.166352332,-0.139994847,7.69046269,,3/20/2019,34.04189351,,18-05-2018,,,4/8/2018,
12/12/2021,0.205641694,5.923707692,0.076643716,-0.077041176,7.594169166,,3/27/2019,31.64162926,,18-05-2018,,,4/8/2018,
12/22/2021,0.165200599,11.01367903,0.148253834,-0.108393575,7.592270558,,4/5/2019,36.53493549,,18-05-2018,,,4/8/2018,
12/27/2021,0.130680943,11.44051087,0.143324767,-0.106473835,7.56752864,,4/12/2019,37.40656359,,18-05-2018,,,4/8/2018,
1/21/2022,0.103471521,10.99850398,0.160000869,-0.106898798,7.730663261,,4/21/2019,41.60559164,,18-05-2018,,,4/8/2018,
1/26/2022,0.103494022,13.2134065,0.267509733,-0.184355907,7.715991715,,4/28/2019,43.16178962,,18-05-2018,,,4/8/2018,
1/31/2022,0.027859208,9.948192071,0.069838017,-0.047205473,7.638988324,,5/7/2019,42.14595991,,18-05-2018,,,4/8/2018,
2/5/2022,0.031693861,10.93736116,0.073765603,-0.040405882,7.641803534,,5/14/2019,45.81551344,,18-05-2018,,,4/8/2018,
2/10/2022,0.029895243,10.63539835,0.066671625,-0.026678409,7.707287191,,5/23/2019,43.250575,,18-05-2018,,,4/8/2018,
2/15/2022,0.047197501,8.767503053,0.050196116,-0.026172355,7.647143214,,5/30/2019,43.12927718,,18-05-2018,,,4/8/2018,
2/20/2022,0.042358539,16.17178936,0.03292538,-0.035088777,7.462529642,,6/8/2019,47.63118267,,18-05-2018,,,4/9/2018,
3/2/2022,0.029641246,12.45011084,0.081105837,-0.032895488,7.676672727,,6/15/2019,40.68133707,,18-05-2018,,,4/9/2018,
3/12/2022,0.023257174,14.36690401,0.10017775,-0.028906927,7.738824302,,6/24/2019,50.64430628,,18-05-2018,,,4/9/2018,
3/17/2022,0.039992146,12.08883084,0.109076843,-0.036722606,7.73822589,,7/1/2019,46.65132467,,18-05-2018,,,4/9/2018,
3/22/2022,0.025489989,13.09331506,0.078629513,-0.017949877,7.767960404,,7/10/2019,41.69494437,,18-05-2018,,,4/9/2018,0.634567191
3/27/2022,0.053387667,9.170494272,0.047793614,-0.012298195,7.668672051,,7/17/2019,-40.84314113,,18-05-2018,0.609108897,,4/9/2018,
4/1/2022,0.030911177,10.00134449,0.056094522,-0.021866144,7.711207543,,8/11/2019,-123.1485201,,18-05-2018,,,4/9/2018,
4/6/2022,0.043399754,12.26027052,0.059537884,-0.00819782,7.727609203,,10/5/2019,39.9814337,,18-05-2018,,,4/9/2018,
4/16/2022,0.029705745,9.452870425,0.067453988,-0.033816879,7.706295446,,10/14/2019,28.7248645,,18-05-2018,,,4/9/2018,
4/26/2022,0.039365174,7.133434039,0.108261794,-0.039954817,7.779643582,,10/21/2019,33.45966496,,18-05-2018,,,4/9/2018,
5/1/2022,0.032846496,6.455252307,0.111592957,-0.049129551,7.751415802,,10/30/2019,38.49202038,,18-05-2018,,,4/9/2018,
5/6/2022,0.059758543,7.737625511,0.062195602,-0.016292694,7.702951292,,11/6/2019,-104.0220843,,18-05-2018,,,4/9/2018,
5/11/2022,0.047308917,9.251944494,0.097675467,-0.017248615,7.828293817,,11/15/2019,30.54274979,,18-05-2018,,,4/9/2018,
5/16/2022,0.048362013,9.727813113,0.144453241,-0.029063799,7.922634299,,11/22/2019,36.5976123,,18-05-2018,,,4/9/2018,
5/21/2022,0.038768451,9.879747329,0.111771272,-0.035805208,7.808594938,,12/1/2019,30.96270426,,18-05-2018,,,4/9/2018,
5/26/2022,0.053932456,9.945196432,0.138835903,-0.039776408,7.825891005,,12/8/2019,29.81658808,,18-05-2018,,,4/11/2018,
5/31/2022,0.056418814,7.771369356,0.102207596,-0.015399076,7.846687837,,12/17/2019,20.4562667,,18-05-2018,,,4/11/2018,
10/3/2022,0.064706861,11.12305224,0.10152941,-0.014836963,7.820125426,,12/24/2019,25.57807765,,19-05-2018,,,4/11/2018,
10/13/2022,0.054212901,7.338508808,0.053045543,-0.044545816,7.65688901,,1/2/2020,16.46128353,,19-05-2018,,,4/11/2018,
10/18/2022,0.046243698,10.03369314,0.089082462,-0.050097585,7.680712267,,1/9/2020,23.1560881,,19-05-2018,,,4/11/2018,
10/23/2022,0.060678088,5.470649394,0.087847974,-0.054201475,7.622030775,,1/18/2020,14.84701157,,19-05-2018,,,4/11/2018,
10/28/2022,0.059107059,4.235163608,0.083613134,-0.062716155,7.673906223,,1/25/2020,21.03127019,,19-05-2018,,,4/11/2018,
11/2/2022,0.074755617,3.967331237,0.084870339,-0.053949195,7.666774557,,2/3/2020,15.05955073,,19-05-2018,,,4/11/2018,
11/7/2022,0.073724932,0.656964191,0.089432497,-0.060840631,7.678823945,,2/10/2020,25.36050348,,19-05-2018,,,4/11/2018,
11/12/2022,0.088323662,-0.159561841,0.102432749,-0.060031276,7.654669355,,2/19/2020,24.54834994,,19-05-2018,,,4/11/2018,
11/17/2022,0.083674264,0.619867034,0.052150175,-0.06461771,7.569445793,,2/26/2020,25.66055943,,19-05-2018,,,4/11/2018,
11/22/2022,0.074808601,4.12743619,0.099953073,-0.052451148,7.707086801,,3/6/2020,11.55845749,,19-05-2018,,,4/11/2018,
11/27/2022,0.071369466,0.009199512,0.076257808,-0.040822807,7.731163207,,3/13/2020,31.66106616,,19-05-2018,,,4/11/2018,
12/2/2022,0.062453671,4.824722723,0.080269091,-0.027579622,7.633733958,,3/22/2020,32.25343961,,19-05-2018,,,4/11/2018,
12/7/2022,0.040097626,7.693886142,0.055899525,-0.015448879,7.66920463,,3/29/2020,3.22505819,,19-05-2018,,,4/11/2018,
12/17/2022,0.048394099,7.447452535,0.071721231,-0.016147989,7.689674982,,4/7/2020,40.06693179,,19-05-2018,,,4/12/2018,
12/22/2022,0.046412158,10.65804044,0.064075978,-0.014442446,7.629131894,,4/14/2020,36.48245942,,19-05-2018,,,4/12/2018,
12/27/2022,0.031883552,9.651598409,0.061729466,-0.026696779,7.616022779,,4/23/2020,42.64070212,,19-05-2018,,,4/12/2018,
,,,,,,,4/30/2020,45.77412151,,19-05-2018,,,4/12/2018,
,,,,,,,5/9/2020,42.83011666,,19-05-2018,,,4/12/2018,
,,,,,,,5/16/2020,-8.212277053,,19-05-2018,,,4/12/2018,
,,,,,,,5/25/2020,46.39453593,,19-05-2018,,,4/12/2018,
,,,,,,,6/1/2020,44.34707468,,19-05-2018,,,4/12/2018,
,,,,,,,6/10/2020,47.17181627,,19-05-2018,,,4/12/2018,
,,,,,,,6/17/2020,-7.798069002,,19-05-2018,,,4/12/2018,
,,,,,,,6/26/2020,42.94458669,,19-05-2018,,,4/12/2018,
,,,,,,,7/3/2020,38.52198485,,19-05-2018,,,4/12/2018,
,,,,,,,7/12/2020,35.88839981,,19-05-2018,,,4/12/2018,
,,,,,,,7/28/2020,0.75607816,,20-05-2018,,,4/12/2018,
,,,,,,,8/4/2020,-123.1485201,,20-05-2018,,,4/13/2018,
,,,,,,,9/5/2020,-36.8816458,,20-05-2018,,,4/13/2018,
,,,,,,,9/14/2020,32.32969395,,20-05-2018,,,4/13/2018,
,,,,,,,9/21/2020,41.81454143,,20-05-2018,0.635985963,,4/13/2018,
,,,,,,,9/30/2020,39.45379828,,20-05-2018,,,4/13/2018,0.640967776
,,,,,,,10/7/2020,9.675811944,,20-05-2018,,,4/13/2018,
,,,,,,,10/16/2020,37.92351278,,20-05-2018,,,4/13/2018,
,,,,,,,10/23/2020,35.15680328,,20-05-2018,,,4/13/2018,
,,,,,,,11/1/2020,31.98594179,,20-05-2018,,,4/13/2018,
,,,,,,,11/17/2020,30.8744951,,20-05-2018,,,4/13/2018,
,,,,,,,11/24/2020,37.13240424,,20-05-2018,,,4/13/2018,
,,,,,,,12/3/2020,30.57456924,,20-05-2018,,,4/13/2018,
,,,,,,,12/10/2020,28.68918534,,20-05-2018,,,4/13/2018,
,,,,,,,12/19/2020,29.41642463,,20-05-2018,,,4/13/2018,
,,,,,,,12/26/2020,28.42205496,,20-05-2018,,,4/13/2018,
,,,,,,,1/4/2021,22.57512941,,20-05-2018,,,4/14/2018,
,,,,,,,1/11/2021,24.42906003,,20-05-2018,,,4/14/2018,
,,,,,,,1/20/2021,-43.44869537,,20-05-2018,,,4/14/2018,
,,,,,,,1/27/2021,16.65987328,,20-05-2018,,,4/14/2018,
,,,,,,,2/5/2021,26.58795089,,20-05-2018,,,4/14/2018,0.617977621
,,,,,,,2/12/2021,21.64402928,,20-05-2018,,,4/14/2018,
,,,,,,,2/21/2021,21.29246251,,20-05-2018,,,4/14/2018,
,,,,,,,2/28/2021,29.21057682,,20-05-2018,,,4/14/2018,
,,,,,,,3/9/2021,29.5099696,,20-05-2018,,,4/14/2018,
,,,,,,,3/16/2021,35.01072893,,20-05-2018,,,4/14/2018,
,,,,,,,3/25/2021,36.4310622,,21-05-2018,,,4/14/2018,
,,,,,,,4/1/2021,34.53927444,,22-05-2018,,,4/14/2018,
,,,,,,,4/10/2021,34.77922312,,22-05-2018,,,4/14/2018,
,,,,,,,4/17/2021,38.98314911,,22-05-2018,,,4/14/2018,
