Date,Salinty
18-12-2018,0.0363275
23-12-2018,0.182986226
28-12-2018,0.049991259
02-01-2019,0.102728575
07-01-2019,0.071814873
12-01-2019,0.220448646
17-01-2019,0.109981153
22-01-2019,0.109344928
27-01-2019,0.078503067
01-02-2019,0.106449639
06-02-2019,0.057842724
11-02-2019,0.213357776
16-02-2019,0.041700691
21-02-2019,0.066523589
26-02-2019,0.014162738
08-03-2019,0.103230322
13-03-2019,0.090064377
18-03-2019,-0.014460354
23-03-2019,0.048548123
28-03-2019,0.093589459
02-04-2019,0.101211387
07-04-2019,0.07653548
12-04-2019,0.101090933
17-04-2019,0.072950359
22-04-2019,0.065509798
27-04-2019,0.061574958
02-05-2019,0.103392781
07-05-2019,0.072080308
12-05-2019,0.093181555
17-05-2019,0.080062173
22-05-2019,0.122005962
27-05-2019,0.056480821
01-06-2019,0.102496963
06-06-2019,0.061838457
11-06-2019,0.10801818
04-10-2019,0.063941882
09-10-2019,0.091116209
14-10-2019,0.127969722
23-11-2019,0.111793409
28-11-2019,0.180988732
03-12-2019,0.178471348
08-12-2019,0.236616873
13-12-2019,0.146979525
18-12-2019,0.192327112
23-12-2019,0.123401236
28-12-2019,0.174657377
12-01-2020,0.093486011
17-01-2020,0.129942085
01-02-2020,0.122168746
06-02-2020,0.115138576
11-02-2020,0.077292867
16-02-2020,0.08326666
21-02-2020,0.009244982
26-02-2020,0.12082517
02-03-2020,0.04271953
07-03-2020,0.090137269
12-03-2020,0.0128991
17-03-2020,-0.023894078
22-03-2020,-0.043117503
01-04-2020,0.068090147
06-04-2020,0.120536464
11-04-2020,0.103757241
16-04-2020,0.127725496
21-04-2020,0.056548201
26-04-2020,0.104489209
01-05-2020,0.079637476
06-05-2020,0.106352028
11-05-2020,0.07699964
16-05-2020,0.094504267
21-05-2020,0.082138087
26-05-2020,0.098359581
31-05-2020,0.053562066
05-06-2020,0.111628324
10-06-2020,0.112991895
30-06-2020,0.124606194
28-09-2020,0.094942197
18-10-2020,0.158999632
23-10-2020,0.171628956
28-10-2020,0.119244782
02-11-2020,0.137234705
07-11-2020,0.100980754
12-11-2020,0.148989892
17-11-2020,0.134337925
22-11-2020,0.193331933
27-11-2020,0.134823462
02-12-2020,0.189607197
07-12-2020,0.098691248
17-12-2020,0.108383234
22-12-2020,0.167654717
27-12-2020,0.075170187
01-01-2021,0.147811944
06-01-2021,0.206091816
16-01-2021,0.208668703
21-01-2021,0.154762187
26-01-2021,0.119251838
31-01-2021,0.088395032
05-02-2021,-0.000366427
10-02-2021,0.15996413
15-02-2021,0.018611996
20-02-2021,0.100491516
25-02-2021,0.034859317
02-03-2021,0.061711784
07-03-2021,0.017953743
17-03-2021,0.032852408
27-03-2021,0.157949768
01-04-2021,0.113709072
06-04-2021,0.067798714
11-04-2021,0.108555886
16-04-2021,0.120773461
26-04-2021,0.096285984
06-05-2021,0.086647823
11-05-2021,0.099047188
16-05-2021,0.053127284
21-05-2021,0.100719396
26-05-2021,0.061326228
05-07-2021,0.100417941
13-10-2021,0.149036239
23-10-2021,0.115672126
28-10-2021,0.080985559
02-11-2021,0.114107561
07-11-2021,0.142641693
12-11-2021,0.045303404
27-11-2021,0.144462374
07-12-2021,0.117718024
12-12-2021,0.247917009
22-12-2021,0.171267485
27-12-2021,0.141674766
21-01-2022,0.103323384
26-01-2022,0.086442055
31-01-2022,0.011994555
05-02-2022,0.014277645
10-02-2022,0.013506421
15-02-2022,0.015136194
20-02-2022,0.046815029
02-03-2022,0.008107066
12-03-2022,0.006000391
17-03-2022,0.013299612
22-03-2022,0.008770982
27-03-2022,0.036531245
01-04-2022,0.020362751
06-04-2022,0.022013481
16-04-2022,0.014671396
26-04-2022,0.027324154
01-05-2022,0.023380861
06-05-2022,0.053921025
11-05-2022,0.033853585
16-05-2022,0.037772562
21-05-2022,0.026816175
26-05-2022,0.041504235
31-05-2022,0.04264654
03-10-2022,0.04841985
13-10-2022,0.024714171
18-10-2022,0.013727951
23-10-2022,0.02272438
28-10-2022,0.020537314
02-11-2022,0.025776879
07-11-2022,0.024730014
12-11-2022,0.0302042
17-11-2022,0.035896354
22-11-2022,0.016555832
27-11-2022,0.011510058
02-12-2022,0.018088909
07-12-2022,0.014620899
17-12-2022,0.015988206
22-12-2022,0.016704714
27-12-2022,0.012255662
