Date,Chlorophyll
18-12-2018,0.042232461
23-12-2018,0.075310792
28-12-2018,0.196191488
02-01-2019,0.144072975
07-01-2019,0.08422234
12-01-2019,0.029103513
17-01-2019,0.03717754
22-01-2019,0.106882935
27-01-2019,0.179202583
01-02-2019,0.165072292
06-02-2019,0.189525942
11-02-2019,0.06072141
16-02-2019,0.297525427
21-02-2019,0.389159137
26-02-2019,0.489147867
08-03-2019,0.327921092
13-03-2019,0.277236851
18-03-2019,0.859067855
23-03-2019,0.843308632
28-03-2019,0.219653138
02-04-2019,0.191525647
07-04-2019,0.207105841
12-04-2019,0.142902107
17-04-2019,0.184255303
22-04-2019,0.070602875
27-04-2019,0.315878369
02-05-2019,0.205817469
07-05-2019,0.126759256
12-05-2019,0.114637269
17-05-2019,0.093222488
22-05-2019,0.162902069
27-05-2019,0.226982148
01-06-2019,0.178090795
06-06-2019,0.118332209
11-06-2019,0.109508537
04-10-2019,0.104948604
09-10-2019,0.060433631
14-10-2019,0.164723306
23-11-2019,0.222562478
28-11-2019,0.11657558
03-12-2019,0.096141497
08-12-2019,0.066699341
13-12-2019,0.087262889
18-12-2019,0.138881896
23-12-2019,0.126379315
28-12-2019,0.109907849
12-01-2020,0.208200701
17-01-2020,0.104318527
01-02-2020,0.091516864
06-02-2020,0.201481664
11-02-2020,0.277679384
16-02-2020,0.346926079
21-02-2020,0.541363675
26-02-2020,0.348501141
02-03-2020,0.487411333
07-03-2020,0.42172099
12-03-2020,0.613865816
17-03-2020,0.7700546
22-03-2020,0.790814677
01-04-2020,0.651237189
06-04-2020,0.330541144
11-04-2020,0.237438904
16-04-2020,0.207603754
21-04-2020,0.331492682
26-04-2020,0.281410243
01-05-2020,0.239720202
06-05-2020,0.231040956
11-05-2020,0.259575541
16-05-2020,0.216472614
21-05-2020,0.185408998
26-05-2020,0.220048328
31-05-2020,0.215679831
05-06-2020,0.205969029
10-06-2020,0.185761865
30-06-2020,0.237395184
28-09-2020,0.167240088
18-10-2020,0.197146399
23-10-2020,0.19290946
28-10-2020,0.133901705
02-11-2020,0.10012028
07-11-2020,0.120051591
12-11-2020,0.088839993
17-11-2020,0.096841424
22-11-2020,0.116652748
27-11-2020,0.089318967
02-12-2020,0.071436777
07-12-2020,0.172821355
17-12-2020,0.211306561
22-12-2020,0.090979936
27-12-2020,0.121479809
01-01-2021,0.078357971
06-01-2021,0.044863935
16-01-2021,0.099299261
21-01-2021,0.094666288
26-01-2021,0.10186964
31-01-2021,0.180488091
05-02-2021,0.085506692
10-02-2021,0.070677179
15-02-2021,0.26838785
20-02-2021,0.251132125
25-02-2021,0.242634898
02-03-2021,0.262973321
07-03-2021,0.473750712
17-03-2021,0.629724621
27-03-2021,0.065038865
01-04-2021,0.18288044
06-04-2021,0.153401046
11-04-2021,0.105934343
16-04-2021,0.061759375
26-04-2021,0.08752267
06-05-2021,0.161711589
11-05-2021,0.125872726
16-05-2021,0.153242004
21-05-2021,0.112411867
26-05-2021,0.110745558
05-07-2021,0.109955044
13-10-2021,0.09229886
23-10-2021,0.130238402
28-10-2021,0.038690703
02-11-2021,0.088263158
07-11-2021,0.103462177
12-11-2021,0.032726209
27-11-2021,0.084001487
07-12-2021,0.117140022
12-12-2021,0.042006193
22-12-2021,0.112548736
27-12-2021,0.112955236
21-01-2022,0.15757316
26-01-2022,0.247427101
31-01-2022,0.025909642
05-02-2022,0.041503614
10-02-2022,0.0487987
15-02-2022,0.058129532
20-02-2022,0.02128017
02-03-2022,0.071624652
12-03-2022,0.083634209
17-03-2022,0.103601954
22-03-2022,0.108213834
27-03-2022,0.068021149
01-04-2022,0.073516517
06-04-2022,0.089216977
16-04-2022,0.081269066
26-04-2022,0.05974599
01-05-2022,0.064891178
06-05-2022,0.059708347
11-05-2022,0.087945259
16-05-2022,0.106431637
21-05-2022,0.073211564
26-05-2022,0.085728222
31-05-2022,0.078186397
03-10-2022,0.085517099
13-10-2022,0.044170703
18-10-2022,0.046964579
23-10-2022,0.05055992
28-10-2022,0.03868504
02-11-2022,0.047153008
07-11-2022,0.032344829
12-11-2022,0.047122542
17-11-2022,0.017793879
22-11-2022,0.041248356
27-11-2022,0.038678525
02-12-2022,0.034519473
07-12-2022,0.038537654
17-12-2022,0.043802047
22-12-2022,0.055825022
27-12-2022,0.0401975
