Date,Temperature
07-01-2016,18.4378879
14-01-2016,21.81484409
23-01-2016,22.20257411
30-01-2016,21.65147695
08-02-2016,20.47908606
15-02-2016,24.02311516
24-02-2016,23.5665957
02-03-2016,21.37191156
11-03-2016,26.39894714
18-03-2016,27.52494957
27-03-2016,31.43735012
03-04-2016,29.99488274
12-04-2016,30.57810916
19-04-2016,-10.74815001
28-04-2016,34.7076576
05-05-2016,33.83735422
14-05-2016,1.967628636
21-05-2016,33.51285598
30-05-2016,36.57512828
06-06-2016,34.86519478
15-06-2016,38.79464449
01-07-2016,30.86331371
25-08-2016,36.32300726
10-09-2016,-123.1485201
19-09-2016,-24.34850671
26-09-2016,24.16927954
05-10-2016,33.12818395
12-10-2016,33.60175981
21-10-2016,28.96461819
28-10-2016,30.90271872
06-11-2016,31.18724644
13-11-2016,27.41418193
22-11-2016,27.44342266
29-11-2016,25.77715613
08-12-2016,26.32662285
15-12-2016,25.11237583
24-12-2016,23.38847525
31-12-2016,22.87190552
09-01-2017,23.74811802
16-01-2017,22.13211975
25-01-2017,19.86795417
01-02-2017,18.80890042
10-02-2017,24.13955912
17-02-2017,23.46267399
26-02-2017,21.7620621
05-03-2017,25.66287085
14-03-2017,26.75142517
21-03-2017,25.73967679
30-03-2017,26.72846432
06-04-2017,29.87908115
15-04-2017,34.13863748
22-04-2017,32.71597106
01-05-2017,34.82827377
08-05-2017,33.43705955
17-05-2017,35.00744996
24-05-2017,35.36980134
02-06-2017,37.66581608
09-06-2017,39.26999819
18-06-2017,36.50638597
25-06-2017,33.34287154
11-07-2017,-26.52057146
21-08-2017,33.69854724
06-09-2017,20.58155678
22-09-2017,31.80935033
29-09-2017,29.17507336
08-10-2017,-82.34408736
15-10-2017,33.70262125
24-10-2017,35.00518422
31-10-2017,31.75926375
09-11-2017,30.38812908
16-11-2017,27.77709358
25-11-2017,27.82045599
02-12-2017,25.68348245
11-12-2017,24.52305535
18-12-2017,17.6401193
27-12-2017,22.98835551
03-01-2018,6.867898484
12-01-2018,21.6829229
19-01-2018,19.89776529
28-01-2018,21.70567416
04-02-2018,22.29671839
13-02-2018,22.14485694
20-02-2018,21.7415142
01-03-2018,19.34165733
08-03-2018,25.03884322
17-03-2018,29.19220992
24-03-2018,23.22238597
02-04-2018,32.25266787
09-04-2018,29.44252233
18-04-2018,32.88831394
25-04-2018,33.98809783
04-05-2018,35.89780863
11-05-2018,35.96164767
20-05-2018,37.09920947
27-05-2018,37.96228894
05-06-2018,36.95484844
12-06-2018,36.67693435
21-06-2018,36.40067079
07-07-2018,36.77050272
09-09-2018,36.20302324
16-09-2018,29.13861906
25-09-2018,12.24059968
02-10-2018,29.86523626
11-10-2018,31.18297553
18-10-2018,33.72946916
27-10-2018,36.69237014
03-11-2018,24.96280374
12-11-2018,31.43737894
19-11-2018,29.09496646
28-11-2018,27.53236706
05-12-2018,19.9717849
14-12-2018,25.05538314
21-12-2018,23.82069458
30-12-2018,20.96644201
06-01-2019,19.98550215
15-01-2019,19.90692575
22-01-2019,19.98872494
31-01-2019,19.63875561
07-02-2019,20.89108045
16-02-2019,-12.16858944
23-02-2019,22.5997038
04-03-2019,21.93875231
11-03-2019,24.02613073
20-03-2019,23.66357258
27-03-2019,27.72283879
05-04-2019,28.85862059
12-04-2019,29.75678039
21-04-2019,33.70209118
28-04-2019,34.80431906
07-05-2019,35.05291743
14-05-2019,37.2361135
23-05-2019,36.42107808
30-05-2019,35.18513245
08-06-2019,38.55274825
15-06-2019,26.17758794
24-06-2019,42.03454801
01-07-2019,40.15514274
10-07-2019,36.92463342
17-07-2019,-42.13656186
11-08-2019,-123.1485201
05-10-2019,33.54655358
14-10-2019,24.99617728
21-10-2019,27.85089775
30-10-2019,32.90163005
06-11-2019,-121.108799
15-11-2019,28.04585264
22-11-2019,32.16619954
01-12-2019,27.96104637
08-12-2019,26.45126202
17-12-2019,19.90725133
24-12-2019,23.34439977
02-01-2020,16.20060002
09-01-2020,16.27577622
18-01-2020,14.66142756
25-01-2020,18.84194884
03-02-2020,19.22045682
10-02-2020,20.78236442
19-02-2020,20.46169728
26-02-2020,20.42584306
06-03-2020,9.31422813
13-03-2020,25.26450781
22-03-2020,26.34477208
29-03-2020,14.6092528
07-04-2020,32.44317881
14-04-2020,28.58030173
23-04-2020,34.53466565
30-04-2020,37.25243508
09-05-2020,34.98275711
16-05-2020,-17.84010311
25-05-2020,37.82130368
01-06-2020,36.22018541
10-06-2020,38.71331319
17-06-2020,-42.38402266
26-06-2020,36.55758035
03-07-2020,31.21110347
12-07-2020,28.27762733
28-07-2020,11.23207113
04-08-2020,-123.1485201
05-09-2020,-36.08908978
14-09-2020,30.72889466
21-09-2020,33.27168926
30-09-2020,36.16411272
07-10-2020,6.070066388
16-10-2020,33.01091801
23-10-2020,29.63284124
01-11-2020,17.46245838
17-11-2020,27.59371571
24-11-2020,32.21458511
03-12-2020,27.14366275
10-12-2020,25.14283237
19-12-2020,25.07908302
26-12-2020,-0.17090626
04-01-2021,20.59442922
11-01-2021,21.02425359
20-01-2021,-42.20175281
27-01-2021,18.1250292
05-02-2021,22.97083052
12-02-2021,19.16883718
21-02-2021,22.39531792
28-02-2021,23.73343725
09-03-2021,24.69822492
16-03-2021,27.96076009
25-03-2021,29.8727363
01-04-2021,28.86053776
10-04-2021,29.16646766
17-04-2021,31.15219616
26-04-2021,33.14767644
03-05-2021,32.94808982
12-05-2021,34.47848334
19-05-2021,34.92559772
28-05-2021,37.42025936
04-06-2021,-0.605631631
13-06-2021,24.426497
29-06-2021,30.31816577
06-07-2021,-47.62076975
15-07-2021,31.14616949
16-08-2021,35.76988178
24-09-2021,38.47831233
03-10-2021,36.19072353
10-10-2021,26.78514651
19-10-2021,32.14176514
26-10-2021,33.20513305
04-11-2021,26.87840661
11-11-2021,30.55967236
20-11-2021,25.65102622
27-11-2021,24.11817842
06-12-2021,26.948951
13-12-2021,25.23979145
22-12-2021,24.82242208
29-12-2021,21.8297815
