ndwi,mndwi,ndci,ndti,do,ndsi,ph,chl_a,ssc,wst,date
,,,,,,,,,,21-01-2019
-0.026138032,-0.116205533,-0.148565623,,,,,,,,22-01-2019
,,,,,,,,,,23-01-2019
,,,,,,,,,,24-01-2019
,,,,,,,,,,25-01-2019
,,,,,,,,,,26-01-2019
0.263426072,0.078434018,-0.342613707,,,,,,,,27-01-2019
,,,,,,,,,,28-01-2019
,,,,,,,,,,29-01-2019
,,,,,,,,,,30-01-2019
0.095188312,-0.044123792,-0.262188263,,,,,,,,01-02-2019
,,,,,,,,,,02-02-2019
,,,,,,,,,,03-02-2019
,,,,,,,,,,04-02-2019
,,,,,,,,,,05-02-2019
0.001163275,-0.004497096,-0.090626488,,,,,,,,06-02-2019
,,,,,,,,,,07-02-2019
,,,,,,,,,,08-02-2019
,,,,,,,,,,09-02-2019
,,,,,,,,,,10-02-2019
-0.04463335,-0.115298092,-0.282450075,,,,,,,,11-02-2019
,,,,,,,,,,12-02-2019
,,,,,,,,,,13-02-2019
,,,,,,,,,,14-02-2019
,,,,,,,,,,15-02-2019
-0.078751431,-0.174058533,-0.290488335,,,,,,,,16-02-2019
,,,,,,,,,,17-02-2019
,,,,,,,,,,18-02-2019
,,,,,,,,,,19-02-2019
,,,,,,,,,,20-02-2019
-0.095790928,-0.210732948,-0.42994693,,,,,,,,21-02-2019
,,,,,,,,,,22-02-2019
,,,,,,,,,,23-02-2019
,,,,,,,,,,24-02-2019
,,,,,,,,,,25-02-2019
-0.112926853,-0.178703761,-0.215406071,,,,,,,,26-02-2019
,,,,,,,,,,27-02-2019
,,,,,,,,,,01-03-2019
,,,,,,,,,,02-03-2019
,,,,,,,,,,03-03-2019
,,,,,,,,,,04-03-2019
,,,,,,,,,,05-03-2019
,,,,,,,,,,06-03-2019
,,,,,,,,,,07-03-2019
-0.128293101,-0.243340171,-0.323107756,,,,,,,,08-03-2019
,,,,,,,,,,09-03-2019
,,,,,,,,,,10-03-2019
,,,,,,,,,,11-03-2019
,,,,,,,,,,12-03-2019
-0.065670217,-0.244511819,-0.512261488,,,,,,,,13-03-2019
,,,,,,,,,,14-03-2019
,,,,,,,,,,15-03-2019
,,,,,,,,,,16-03-2019
,,,,,,,,,,17-03-2019
-0.097504107,-0.262660831,-0.451409107,,,,,,,,18-03-2019
,,,,,,,,,,19-03-2019
,,,,,,,,,,20-03-2019
,,,,,,,,,,21-03-2019
,,,,,,,,,,22-03-2019
-0.088316437,-0.161315266,-0.279113351,,,,,,,,23-03-2019
,,,,,,,,,,24-03-2019
,,,,,,,,,,25-03-2019
,,,,,,,,,,26-03-2019
,,,,,,,,,,27-03-2019
-0.034088193,-0.148859433,-0.257703269,,,,,,,,28-03-2019
,,,,,,,,,,29-03-2019
,,,,,,,,,,30-03-2019
,,,,,,,,,,01-04-2019
0.011538693,-0.118096875,-0.191961143,,,,,,,,02-04-2019
,,,,,,,,,,03-04-2019
,,,,,,,,,,04-04-2019
,,,,,,,,,,05-04-2019
,,,,,,,,,,06-04-2019
0.014784066,-0.104579146,-0.134324929,,,,,,,,07-04-2019
,,,,,,,,,,08-04-2019
,,,,,,,,,,09-04-2019
,,,,,,,,,,10-04-2019
,,,,,,,,,,11-04-2019
0.017501488,-0.1185886,-0.164651042,,,,,,,,12-04-2019
,,,,,,,,,,13-04-2019
,,,,,,,,,,14-04-2019
,,,,,,,,,,15-04-2019
,,,,,,,,,,16-04-2019
-0.012875649,-0.030818405,-0.016293916,,,,,,,,17-04-2019
,,,,,,,,,,18-04-2019
,,,,,,,,,,19-04-2019
,,,,,,,,,,20-04-2019
,,,,,,,,,,21-04-2019
0.012334654,-0.140146642,-0.245752329,,,,,,,,22-04-2019
,,,,,,,,,,23-04-2019
,,,,,,,,,,24-04-2019
,,,,,,,,,,25-04-2019
,,,,,,,,,,26-04-2019
-0.046224268,-0.135056171,-0.161176677,,,,,,,,27-04-2019
,,,,,,,,,,28-04-2019
,,,,,,,,,,29-04-2019
,,,,,,,,,,01-05-2019
-0.074891965,-0.140154224,-0.115270011,,,,,,,,02-05-2019
,,,,,,,,,,03-05-2019
,,,,,,,,,,04-05-2019
,,,,,,,,,,05-05-2019
,,,,,,,,,,06-05-2019
-0.061745035,-0.131819302,-0.105793865,,,,,,,,07-05-2019
,,,,,,,,,,08-05-2019
,,,,,,,,,,09-05-2019
,,,,,,,,,,10-05-2019
,,,,,,,,,,11-05-2019
-0.106146364,-0.129753048,-0.049030788,,,,,,,,12-05-2019
,,,,,,,,,,13-05-2019
,,,,,,,,,,14-05-2019
,,,,,,,,,,15-05-2019
,,,,,,,,,,16-05-2019
-0.094139573,-0.150589484,-0.13481996,,,,,,,,17-05-2019
,,,,,,,,,,18-05-2019
,,,,,,,,,,19-05-2019
,,,,,,,,,,20-05-2019
,,,,,,,,,,21-05-2019
-0.110720646,-0.198920023,-0.252451479,,,,,,,,22-05-2019
,,,,,,,,,,23-05-2019
,,,,,,,,,,24-05-2019
,,,,,,,,,,25-05-2019
,,,,,,,,,,26-05-2019
-0.113882976,-0.171493163,-0.181555749,,,,,,,,27-05-2019
,,,,,,,,,,28-05-2019
,,,,,,,,,,29-05-2019
,,,,,,,,,,30-05-2019
-0.117019812,-0.175744606,-0.155045796,,,,,,,,01-06-2019
,,,,,,,,,,02-06-2019
,,,,,,,,,,03-06-2019
,,,,,,,,,,04-06-2019
,,,,,,,,,,05-06-2019
-0.135064701,-0.171796668,-0.122132183,,,,,,,,06-06-2019
,,,,,,,,,,07-06-2019
,,,,,,,,,,08-06-2019
,,,,,,,,,,09-06-2019
,,,,,,,,,,10-06-2019
-0.156684866,-0.167886578,-0.130546658,,,,,,,,11-06-2019
,,,,,,,,,,12-06-2019
,,,,,,,,,,13-06-2019
,,,,,,,,,,14-06-2019
,,,,,,,,,,15-06-2019
,,,,,,,,,,16-06-2019
,,,,,,,,,,17-06-2019
,,,,,,,,,,18-06-2019
,,,,,,,,,,19-06-2019
,,,,,,,,,,20-06-2019
,,,,,,,,,,21-06-2019
,,,,,,,,,,22-06-2019
,,,,,,,,,,23-06-2019
,,,,,,,,,,24-06-2019
,,,,,,,,,,25-06-2019
,,,,,,,,,,26-06-2019
,,,,,,,,,,27-06-2019
,,,,,,,,,,28-06-2019
,,,,,,,,,,29-06-2019
,,,,,,,,,,01-07-2019
,,,,,,,,,,02-07-2019
,,,,,,,,,,03-07-2019
,,,,,,,,,,04-07-2019
,,,,,,,,,,05-07-2019
,,,,,,,,,,06-07-2019
,,,,,,,,,,07-07-2019
,,,,,,,,,,08-07-2019
,,,,,,,,,,09-07-2019
,,,,,,,,,,10-07-2019
,,,,,,,,,,11-07-2019
,,,,,,,,,,12-07-2019
,,,,,,,,,,13-07-2019
,,,,,,,,,,14-07-2019
,,,,,,,,,,15-07-2019
,,,,,,,,,,16-07-2019
,,,,,,,,,,17-07-2019
,,,,,,,,,,18-07-2019
,,,,,,,,,,19-07-2019
,,,,,,,,,,20-07-2019
,,,,,,,,,,21-07-2019
,,,,,,,,,,22-07-2019
,,,,,,,,,,23-07-2019
,,,,,,,,,,24-07-2019
,,,,,,,,,,25-07-2019
,,,,,,,,,,26-07-2019
,,,,,,,,,,27-07-2019
,,,,,,,,,,28-07-2019
,,,,,,,,,,29-07-2019
,,,,,,,,,,30-07-2019
,,,,,,,,,,01-10-2019
,,,,,,,,,,02-10-2019
,,,,,,,,,,03-10-2019
-0.021224684,-0.114255497,-0.172676446,,,,,,,,04-10-2019
,,,,,,,,,,05-10-2019
,,,,,,,,,,06-10-2019
,,,,,,,,,,07-10-2019
,,,,,,,,,,08-10-2019
-0.041214336,-0.133049974,-0.209343358,,,,,,,,09-10-2019
,,,,,,,,,,10-10-2019
,,,,,,,,,,11-10-2019
,,,,,,,,,,12-10-2019
,,,,,,,,,,13-10-2019
0.029068547,-0.132434014,-0.237766547,,,,,,,,14-10-2019
,,,,,,,,,,15-10-2019
,,,,,,,,,,16-10-2019
,,,,,,,,,,17-10-2019
,,,,,,,,,,18-10-2019
,,,,,,,,,,19-10-2019
,,,,,,,,,,20-10-2019
,,,,,,,,,,21-10-2019
,,,,,,,,,,22-10-2019
,,,,,,,,,,23-10-2019
,,,,,,,,,,24-10-2019
,,,,,,,,,,25-10-2019
,,,,,,,,,,26-10-2019
,,,,,,,,,,27-10-2019
,,,,,,,,,,28-10-2019
,,,,,,,,,,29-10-2019
,,,,,,,,,,30-10-2019
,,,,,,,,,,01-11-2019
,,,,,,,,,,02-11-2019
,,,,,,,,,,03-11-2019
,,,,,,,,,,04-11-2019
,,,,,,,,,,05-11-2019
,,,,,,,,,,06-11-2019
,,,,,,,,,,07-11-2019
,,,,,,,,,,08-11-2019
,,,,,,,,,,09-11-2019
,,,,,,,,,,10-11-2019
,,,,,,,,,,11-11-2019
,,,,,,,,,,12-11-2019
,,,,,,,,,,13-11-2019
,,,,,,,,,,14-11-2019
,,,,,,,,,,15-11-2019
,,,,,,,,,,16-11-2019
,,,,,,,,,,17-11-2019
,,,,,,,,,,18-11-2019
,,,,,,,,,,19-11-2019
,,,,,,,,,,20-11-2019
,,,,,,,,,,21-11-2019
,,,,,,,,,,22-11-2019
0.021946246,-0.093070128,-0.141713116,,,,,,,,23-11-2019
,,,,,,,,,,24-11-2019
,,,,,,,,,,25-11-2019
,,,,,,,,,,26-11-2019
,,,,,,,,,,27-11-2019
0.006242162,-0.073614602,-0.13191884,,,,,,,,28-11-2019
,,,,,,,,,,29-11-2019
,,,,,,,,,,01-12-2019
,,,,,,,,,,02-12-2019
-0.004428966,-0.038550395,-0.096204648,,,,,,,,03-12-2019
,,,,,,,,,,04-12-2019
,,,,,,,,,,05-12-2019
,,,,,,,,,,06-12-2019
,,,,,,,,,,07-12-2019
0.080980849,-0.042425365,-0.171558182,,,,,,,,08-12-2019
,,,,,,,,,,09-12-2019
,,,,,,,,,,10-12-2019
,,,,,,,,,,11-12-2019
,,,,,,,,,,12-12-2019
0.078040396,-0.046539991,-0.222335591,,,,,,,,13-12-2019
,,,,,,,,,,14-12-2019
,,,,,,,,,,15-12-2019
,,,,,,,,,,16-12-2019
,,,,,,,,,,17-12-2019
0.271908307,0.061780683,-0.353399724,,,,,,,,18-12-2019
,,,,,,,,,,19-12-2019
,,,,,,,,,,20-12-2019
,,,,,,,,,,21-12-2019
,,,,,,,,,,22-12-2019
0.16281801,0.026948891,-0.293499541,,,,,,,,23-12-2019
,,,,,,,,,,24-12-2019
,,,,,,,,,,25-12-2019
,,,,,,,,,,26-12-2019
,,,,,,,,,,27-12-2019
0.039858688,-0.061383639,-0.247248966,,,,,,,,28-12-2019
,,,,,,,,,,29-12-2019
,,,,,,,,,,30-12-2019
,,,,,,,,,,31-12-2019
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,01-01-2020
,,,,,,,,,,02-01-2020
,,,,,,,,,,03-01-2020
,,,,,,,,,,04-01-2020
,,,,,,,,,,05-01-2020
,,,,,,,,,,06-01-2020
,,,,,,,,,,07-01-2020
,,,,,,,,,,08-01-2020
0.008541856,-0.055573645,-0.239786609,0.256476864,,,,,,,09-01-2020
,,,,,,,,,,10-01-2020
,,,,,,,,,,11-01-2020
,,,,0.149519544,0.203985608,7.533115867,45.00444885,2.581760803,-267.7106908,12-01-2020
,,,,,,,,,,13-01-2020
-0.035352775,-0.086934688,-0.204466459,0.267127282,,,,,,,14-01-2020
,,,,,,,,,,15-01-2020
,,,,,,,,,,16-01-2020
,,,,0.174514026,0.186712575,7.794710922,24.79272814,2.58146925,-268.2376519,17-01-2020
,,,,,,,,,,18-01-2020
,,,,,,,,,,19-01-2020
,,,,,,,,,,20-01-2020
,,,,,,,,,,21-01-2020
,,,,,,,,,,22-01-2020
,,,,,,,,,,23-01-2020
,,,,,,,,,,24-01-2020
,,,,,,,,,,25-01-2020
,,,,,,,,,,26-01-2020
,,,,,,,,,,27-01-2020
-0.002559182,-0.101885813,-0.237570333,0.288371727,,,,,,,28-01-2020
,,,,,,,,,,29-01-2020
,,,,,,,,,,30-01-2020
,,,,0.124969315,0.195961126,7.451441994,47.8480866,2.581297632,-268.2467986,01-02-2020
,,,,,,,,,,02-02-2020
0.010231522,-0.114457372,-0.239226092,0.37919317,,,,,,,03-02-2020
,,,,,,,,,,04-02-2020
,,,,,,,,,,05-02-2020
,,,,0.173040658,0.279971683,7.603705863,26.19238073,2.581169749,-267.852367,06-02-2020
,,,,,,,,,,07-02-2020
0.038315159,-0.102554968,-0.243917677,0.358199644,,,,,,,08-02-2020
,,,,,,,,,,09-02-2020
,,,,,,,,,,10-02-2020
,,,,0.145191944,0.268617667,7.428264289,58.09062227,2.581304994,-268.181397,11-02-2020
,,,,,,,,,,12-02-2020
-0.084105252,-0.236401886,-0.527769797,0.425763324,,,,,,,13-02-2020
,,,,,,,,,,14-02-2020
,,,,,,,,,,15-02-2020
,,,,0.223687477,0.231592868,7.997318432,396.8354712,2.579501296,-269.331502,16-02-2020
,,,,,,,,,,17-02-2020
0.001571917,-0.087729839,-0.175144678,0.345348519,,,,,,,18-02-2020
,,,,,,,,,,19-02-2020
,,,,,,,,,,20-02-2020
,,,,0.196104485,0.267164703,7.519754531,27.37734571,2.581493512,-265.8956895,21-02-2020
,,,,,,,,,,22-02-2020
-0.002821111,-0.1729968,-0.237278937,0.290898639,,,,,,,23-02-2020
,,,,,,,,,,24-02-2020
,,,,,,,,,,25-02-2020
,,,,0.089047213,0.130181392,8.095709582,80.01393579,2.580470138,-265.7062788,26-02-2020
,,,,,,,,,,27-02-2020
,,,,,,,,,,28-02-2020
,,,,,,,,,,29-02-2020
,,,,,,,,,,01-03-2020
,,,,,,,,,,03-03-2020
-0.279973996,-0.352107114,-0.356818981,0.42097308,,,,,,,04-03-2020
,,,,,,,,,,05-03-2020
,,,,,,,,,,06-03-2020
,,,,0.304968144,0.099378243,8.268118962,393.0816239,2.577435278,-265.0242963,07-03-2020
,,,,,,,,,,08-03-2020
-0.310363494,-0.430838931,-0.585410649,0.482337345,,,,,,,09-03-2020
,,,,,,,,,,10-03-2020
,,,,,,,,,,11-03-2020
,,,,0.297039442,0.104853886,8.241307171,61719079.25,2.57556392,-267.220234,12-03-2020
,,,,,,,,,,13-03-2020
,,,,,,,,,,14-03-2020
,,,,,,,,,,15-03-2020
,,,,,,,,,,16-03-2020
,,,,,,,,,,17-03-2020
,,,,,,,,,,18-03-2020
,,,,,,,,,,19-03-2020
,,,,,,,,,,20-03-2020
,,,,,,,,,,21-03-2020
,,,,,,,,,,22-03-2020
,,,,,,,,,,23-03-2020
,,,,,,,,,,24-03-2020
,,,,,,,,,,25-03-2020
,,,,,,,,,,26-03-2020
,,,,,,,,,,27-03-2020
-0.02919002,-0.137076819,-0.195504438,0.30457753,,,,,,,28-03-2020
,,,,,,,,,,29-03-2020
,,,,,,,,,,30-03-2020
,,,,0.167859284,0.177951158,7.904988054,64.61452756,2.580979275,-260.6983666,01-04-2020
,,,,,,,,,,02-04-2020
0.035977887,-0.071888777,-0.218545759,0.428707462,,,,,,,03-04-2020
,,,,,,,,,,04-04-2020
,,,,,,,,,,05-04-2020
,,,,0.288102042,0.369652918,7.703431108,30.74808306,2.581676555,-263.6129721,06-04-2020
,,,,,,,,,,07-04-2020
0.027528355,-0.076041056,-0.181058396,0.285675767,,,,,,,08-04-2020
,,,,,,,,,,09-04-2020
,,,,,,,,,,10-04-2020
,,,,0.14089248,0.215301423,7.685050497,35.9176332,2.581636377,-259.7657122,11-04-2020
,,,,,,,,,,12-04-2020
0.020847504,-0.099812886,-0.250800084,0.39310006,,,,,,,13-04-2020
,,,,,,,,,,14-04-2020
,,,,,,,,,,15-04-2020
,,,,0.23278818,0.307646214,7.797919171,39.76648713,2.581383978,-265.3572352,16-04-2020
,,,,,,,,,,17-04-2020
0.008659143,-0.109538757,-0.162670774,0.243134242,,,,,,,18-04-2020
,,,,,,,,,,19-04-2020
,,,,,,,,,,20-04-2020
,,,,0.073101778,0.139618165,7.681414422,38.85150778,2.581280268,-261.176252,21-04-2020
,,,,,,,,,,22-04-2020
0.00881268,-0.104575665,-0.159870074,0.304129469,,,,,,,23-04-2020
,,,,,,,,,,24-04-2020
,,,,,,,,,,25-04-2020
,,,,0.147021224,0.208511031,7.662978198,23.96573599,2.581337111,-261.7967184,26-04-2020
,,,,,,,,,,27-04-2020
,,,,,,,,,,28-04-2020
,,,,,,,,,,29-04-2020
,,,,,,,,,,30-04-2020
,,,,,,,,,,02-05-2020
-0.064229742,-0.10790149,-0.141325143,0.165734186,,,,,,,03-05-2020
,,,,,,,,,,04-05-2020
,,,,,,,,,,05-05-2020
,,,,0.080615343,0.061382099,7.820836328,36.21712121,2.581294859,-242.1975561,06-05-2020
,,,,,,,,,,07-05-2020
-0.04780013,-0.155282342,-0.196184041,0.295499568,,,,,,,08-05-2020
,,,,,,,,,,09-05-2020
,,,,,,,,,,10-05-2020
,,,,0.12631153,0.150837669,7.789564142,57.35588339,2.580751575,-260.2691556,11-05-2020
,,,,,,,,,,12-05-2020
-0.062498542,-0.123829029,-0.198537025,0.292312954,,,,,,,13-05-2020
,,,,,,,,,,14-05-2020
,,,,,,,,,,15-05-2020
,,,,0.189195346,0.177401612,7.873910835,40.35193808,2.58113448,-258.9896165,16-05-2020
,,,,,,,,,,17-05-2020
-0.047859456,-0.149758862,-0.189724261,0.283000453,,,,,,,18-05-2020
,,,,,,,,,,19-05-2020
,,,,,,,,,,20-05-2020
,,,,0.155451183,0.143117012,7.841404869,59.1695932,2.580819115,-260.6364917,21-05-2020
,,,,,,,,,,22-05-2020
-0.07699639,-0.167541913,-0.237327477,0.31279645,,,,,,,23-05-2020
,,,,,,,,,,24-05-2020
,,,,,,,,,,25-05-2020
,,,,0.18171476,0.157848552,7.960696916,69.5905381,2.580592652,-260.5732322,26-05-2020
,,,,,,,,,,27-05-2020
,,,,,,,,,,28-05-2020
,,,,,,,,,,29-05-2020
,,,,,,,,,,30-05-2020
,,,,,,,,,,01-06-2020
-0.009988852,-0.1062867,-0.157130968,0.320535153,,,,,,,02-06-2020
,,,,,,,,,,03-06-2020
,,,,,,,,,,04-06-2020
,,,,0.166212373,0.223992626,7.587652365,21.77995192,2.581323422,-261.7377224,05-06-2020
,,,,,,,,,,06-06-2020
-0.07408802,-0.138099349,-0.157306463,0.258101324,,,,,,,07-06-2020
,,,,,,,,,,08-06-2020
,,,,,,,,,,09-06-2020
,,,,0.131572051,0.126576559,7.726847533,31.79483273,2.580969083,-256.2563499,10-06-2020
,,,,,,,,,,11-06-2020
,,,,,,,,,,12-06-2020
,,,,,,,,,,13-06-2020
,,,,,,,,,,14-06-2020
,,,,,,,,,,15-06-2020
,,,,,,,,,,16-06-2020
,,,,,,,,,,17-06-2020
,,,,,,,,,,18-06-2020
,,,,,,,,,,19-06-2020
,,,,,,,,,,20-06-2020
,,,,,,,,,,21-06-2020
,,,,,,,,,,22-06-2020
,,,,,,,,,,23-06-2020
,,,,,,,,,,24-06-2020
,,,,,,,,,,25-06-2020
,,,,,,,,,,26-06-2020
-0.080879234,-0.123264733,-0.155238387,0.186502617,,,,,,,27-06-2020
,,,,,,,,,,28-06-2020
,,,,,,,,,,29-06-2020
,,,,0.091683025,0.066253169,7.769884684,29.07985055,2.581138369,-254.9082739,30-06-2020
,,,,,,,,,,02-07-2020
,,,,,,,,,,03-07-2020
,,,,,,,,,,04-07-2020
,,,,,,,,,,05-07-2020
,,,,,,,,,,06-07-2020
,,,,,,,,,,07-07-2020
,,,,,,,,,,08-07-2020
,,,,,,,,,,09-07-2020
,,,,,,,,,,10-07-2020
,,,,,,,,,,11-07-2020
,,,,,,,,,,12-07-2020
,,,,,,,,,,13-07-2020
,,,,,,,,,,14-07-2020
,,,,,,,,,,15-07-2020
,,,,,,,,,,16-07-2020
,,,,,,,,,,17-07-2020
,,,,,,,,,,18-07-2020
,,,,,,,,,,19-07-2020
,,,,,,,,,,20-07-2020
,,,,,,,,,,21-07-2020
,,,,,,,,,,22-07-2020
,,,,,,,,,,23-07-2020
,,,,,,,,,,24-07-2020
,,,,,,,,,,25-07-2020
,,,,,,,,,,26-07-2020
,,,,,,,,,,27-07-2020
,,,,,,,,,,28-07-2020
,,,,,,,,,,29-07-2020
,,,,,,,,,,30-07-2020
,,,,,,,,,,01-08-2020
,,,,,,,,,,02-08-2020
,,,,,,,,,,03-08-2020
,,,,,,,,,,04-08-2020
,,,,,,,,,,05-08-2020
,,,,,,,,,,06-08-2020
,,,,,,,,,,07-08-2020
,,,,,,,,,,08-08-2020
,,,,,,,,,,09-08-2020
,,,,,,,,,,10-08-2020
,,,,,,,,,,11-08-2020
,,,,,,,,,,12-08-2020
,,,,,,,,,,13-08-2020
,,,,,,,,,,14-08-2020
,,,,,,,,,,15-08-2020
,,,,,,,,,,16-08-2020
,,,,,,,,,,17-08-2020
,,,,,,,,,,18-08-2020
,,,,,,,,,,19-08-2020
,,,,,,,,,,20-08-2020
,,,,,,,,,,21-08-2020
,,,,,,,,,,22-08-2020
,,,,,,,,,,23-08-2020
,,,,,,,,,,24-08-2020
,,,,,,,,,,25-08-2020
,,,,,,,,,,26-08-2020
,,,,,,,,,,27-08-2020
,,,,,,,,,,28-08-2020
,,,,,,,,,,29-08-2020
,,,,,,,,,,30-08-2020
,,,,,,,,,,01-09-2020
,,,,,,,,,,02-09-2020
,,,,,,,,,,03-09-2020
,,,,,,,,,,04-09-2020
,,,,,,,,,,05-09-2020
,,,,,,,,,,06-09-2020
,,,,,,,,,,07-09-2020
,,,,,,,,,,08-09-2020
,,,,,,,,,,09-09-2020
,,,,,,,,,,10-09-2020
,,,,,,,,,,11-09-2020
,,,,,,,,,,12-09-2020
,,,,,,,,,,13-09-2020
,,,,,,,,,,14-09-2020
,,,,,,,,,,15-09-2020
,,,,,,,,,,16-09-2020
,,,,,,,,,,17-09-2020
,,,,,,,,,,18-09-2020
,,,,,,,,,,19-09-2020
,,,,,,,,,,20-09-2020
,,,,,,,,,,21-09-2020
,,,,,,,,,,22-09-2020
,,,,,,,,,,23-09-2020
,,,,,,,,,,24-09-2020
-0.032258989,-0.104935581,-0.212151374,0.308243694,,,,,,,25-09-2020
,,,,,,,,,,26-09-2020
,,,,,,,,,,27-09-2020
,,,,0.162701824,0.212470459,7.750295405,39.12480135,2.581339705,-261.4478445,28-09-2020
,,,,,,,,,,29-09-2020
,,,,,,,,,,30-09-2020
,,,,,,,,,,02-10-2020
,,,,,,,,,,03-10-2020
,,,,,,,,,,04-10-2020
,,,,,,,,,,05-10-2020
,,,,,,,,,,06-10-2020
,,,,,,,,,,07-10-2020
,,,,,,,,,,08-10-2020
,,,,,,,,,,09-10-2020
,,,,,,,,,,10-10-2020
,,,,,,,,,,11-10-2020
,,,,,,,,,,12-10-2020
,,,,,,,,,,13-10-2020
,,,,,,,,,,14-10-2020
0.006119521,-0.064296845,-0.208948617,0.375486723,,,,,,,15-10-2020
,,,,,,,,,,16-10-2020
,,,,,,,,,,17-10-2020
,,,,0.231889791,0.32199075,7.472954534,30.60998613,2.581740378,-252.5476083,18-10-2020
,,,,,,,,,,19-10-2020
0.058451047,-0.079387412,-0.22693548,0.460192703,,,,,,,20-10-2020
,,,,,,,,,,21-10-2020
,,,,,,,,,,22-10-2020
,,,,0.310433526,0.398625625,7.703869388,32.8063517,2.581597816,-265.8172501,23-10-2020
,,,,,,,,,,24-10-2020
0.038548709,-0.095151651,-0.15652282,0.394225436,,,,,,,25-10-2020
,,,,,,,,,,26-10-2020
,,,,,,,,,,27-10-2020
,,,,0.231262237,0.313833513,7.621734753,32.24540662,2.581442379,-264.493422,28-10-2020
0.043991023,-0.125719148,-0.161263196,0.439810643,,,,,,,29-10-2020
,,,,,,,,,,30-10-2020
,,,,,,,,,,01-11-2020
,,,,0.260639996,0.341464025,7.797664127,35.77523016,2.581101486,-265.5748692,02-11-2020
,,,,,,,,,,03-11-2020
0.111790563,-0.048485574,-0.185532583,0.427986833,,,,,,,04-11-2020
,,,,,,,,,,05-11-2020
,,,,,,,,,,06-11-2020
,,,,0.248775506,0.385946938,7.501211396,33.01141908,2.58187085,-266.2686839,07-11-2020
,,,,,,,,,,08-11-2020
0.135665986,0.006071529,-0.248344374,0.437014254,,,,,,,09-11-2020
,,,,,,,,,,10-11-2020
,,,,,,,,,,11-11-2020
,,,,0.268800497,0.436074665,7.467391398,25.4854994,2.582311317,-267.137966,12-11-2020
,,,,,,,,,,13-11-2020
0.000263856,-0.034138079,-0.168621158,0.414785086,,,,,,,14-11-2020
,,,,,,,,,,15-11-2020
,,,,,,,,,,16-11-2020
,,,,0.302341356,0.384873365,7.303096847,15.69008379,2.582011599,-265.2511433,17-11-2020
,,,,,,,,,,18-11-2020
0.124046816,0.020129981,-0.256941407,0.446810502,,,,,,,19-11-2020
,,,,,,,,,,20-11-2020
,,,,,,,,,,21-11-2020
,,,,0.332285327,0.45504799,7.548904657,26.48161802,2.582407806,-267.5265464,22-11-2020
,,,,,,,,,,23-11-2020
0.163555852,0.009278333,-0.295741764,0.486096389,,,,,,,24-11-2020
,,,,,,,,,,25-11-2020
,,,,,,,,,,26-11-2020
,,,,0.313094191,0.484161232,7.483921583,44.10978822,2.582324358,-266.8869267,27-11-2020
0.082598541,-0.059122028,-0.287408704,0.477442799,,,,,,,28-11-2020
,,,,,,,,,,29-11-2020
,,,,,,,,,,30-11-2020
,,,,0.328126441,0.428725703,7.732119708,38.92426247,2.581759277,-268.5645812,02-12-2020
,,,,,,,,,,03-12-2020
-0.041069102,-0.119960271,-0.26677524,0.372048747,,,,,,,04-12-2020
,,,,,,,,,,05-12-2020
,,,,,,,,,,06-12-2020
,,,,0.23991892,0.267531051,7.691659872,43.5327229,2.581133307,-267.6088156,07-12-2020
,,,,,,,,,,08-12-2020
