date,Dissolved Organic Matter
02-01-2018,0.559755881
03-01-2018,0.550452962
06-01-2018,0.475668411
07-01-2018,0.522745538
10-01-2018,0.46882244
11-01-2018,0.54903075
14-01-2018,0.467478188
15-01-2018,0.540162242
18-01-2018,0.477971125
19-01-2018,0.564617901
22-01-2018,0.464126805
23-01-2018,0.531599221
25-01-2018,0.456538655
26-01-2018,0.550831341
29-01-2018,0.479004178
30-01-2018,0.561444101
02-02-2018,0.478494909
03-02-2018,0.553531731
06-02-2018,0.483156523
07-02-2018,0.509115845
10-02-2018,0.58396886
11-02-2018,0.562100492
14-02-2018,0.473428433
15-02-2018,0.538457574
18-02-2018,0.458832814
19-02-2018,0.54134631
21-02-2018,0.482907898
22-02-2018,0.621680451
25-02-2018,0.51786322
26-02-2018,0.519315075
01-03-2018,0.520462298
02-03-2018,0.559991888
05-03-2018,0.503559658
06-03-2018,0.578720118
09-03-2018,0.511602457
10-03-2018,0.528088521
13-03-2018,0.463979104
14-03-2018,0.576454838
17-03-2018,0.46566773
18-03-2018,0.551129741
20-03-2018,0.528293735
21-03-2018,0.589627791
23-03-2018,0.562385604
24-03-2018,0.591720839
25-03-2018,0.572078737
28-03-2018,0.575200942
29-03-2018,0.578323147
01-04-2018,0.580239118
02-04-2018,0.580239118
03-04-2018,0.540351757
04-04-2018,0.540351757
05-04-2018,0.536535744
06-04-2018,0.536699744
07-04-2018,0.536699744
08-04-2018,0.536699744
09-04-2018,0.604819709
10-04-2018,0.522113039
11-04-2018,0.522113039
12-04-2018,0.522113039
13-04-2018,0.580738198
14-04-2018,0.521355872
15-04-2018,0.521355872
16-04-2018,0.585353439
17-04-2018,0.594418669
18-04-2018,0.594418669
19-04-2018,0.594418669
20-04-2018,0.626588484
21-04-2018,0.597897461
22-04-2018,0.597897461
23-04-2018,0.597897461
24-04-2018,0.590746663
25-04-2018,0.607459062
26-04-2018,0.607459062
27-04-2018,0.607459062
28-04-2018,0.592923427
29-04-2018,0.573453047
30-04-2018,0.573453047
02-06-2018,0.558147288
03-06-2018,0.594508053
04-06-2018,0.594508053
05-06-2018,0.594508053
06-06-2018,0.578943337
07-06-2018,0.565452603
08-06-2018,0.565452603
09-06-2018,0.563520878
10-06-2018,0.60830903
11-06-2018,0.60830903
12-06-2018,0.60830903
13-06-2018,0.567186169
14-06-2018,0.578739788
15-06-2018,0.578739788
16-06-2018,0.578739788
17-06-2018,0.425096152
18-06-2018,0.454284378
19-06-2018,0.454284378
20-06-2018,0.454284378
21-06-2018,0.579249277
22-06-2018,0.541283042
23-06-2018,0.541283042
24-06-2018,0.541283042
25-06-2018,0.536830928
26-06-2018,0.534254554
27-06-2018,0.534254554
28-06-2018,0.534254554
29-06-2018,0.5946372
30-06-2018,0.550133055
02-07-2018,0.514466153
03-07-2018,0.604133316
04-07-2018,0.533272833
05-07-2018,0.533272833
06-07-2018,0.550188916
07-07-2018,0.5214535
08-07-2018,0.5214535
09-07-2018,0.5214535
10-07-2018,0.561980197
11-07-2018,0.617851922
12-07-2018,0.617851922
13-07-2018,0.617851922
14-07-2018,0.627396777
15-07-2018,0.583421605
16-07-2018,0.583421605
17-07-2018,0.583421605
18-07-2018,0.600184541
19-07-2018,0.588597997
20-07-2018,0.588597997
21-07-2018,0.588597997
22-07-2018,0.601926721
23-07-2018,0.601511859
24-07-2018,0.601511859
25-07-2018,0.601511859
26-07-2018,0.589446495
27-07-2018,0.593108119
28-07-2018,0.593108119
29-07-2018,0.593108119
30-07-2018,0.582272729
31-07-2018,0.513497703
02-08-2018,0.534454703
03-08-2018,0.584307904
04-08-2018,0.584307904
05-08-2018,0.584307904
06-08-2018,0.587182953
07-08-2018,0.594204999
08-08-2018,0.594204999
09-08-2018,0.594204999
10-08-2018,0.593130454
11-08-2018,0.598948598
12-08-2018,0.598948598
13-08-2018,0.598948598
14-08-2018,0.61692676
15-08-2018,0.60306467
16-08-2018,0.60306467
17-08-2018,0.60306467
18-08-2018,0.591299801
19-08-2018,0.582036398
20-08-2018,0.582036398
21-08-2018,0.582036398
22-08-2018,0.585155327
23-08-2018,0.58258864
24-08-2018,0.58258864
25-08-2018,0.58258864
26-08-2018,0.584275536
27-08-2018,0.59367134
28-08-2018,0.59367134
29-08-2018,0.581819803
30-08-2018,0.583322971
02-09-2018,0.595040382
03-09-2018,0.597375939
06-09-2018,0.522128267
07-09-2018,0.589328323
10-09-2018,0.590254995
11-09-2018,0.532967803
14-09-2018,0.528923181
15-09-2018,0.49498015
18-09-2018,0.466383019
19-09-2018,0.512720379
22-09-2018,0.478026528
23-09-2018,0.589604486
25-09-2018,0.566788783
26-09-2018,0.496269142
29-09-2018,0.475956915
30-09-2018,0.484269214
03-10-2018,0.480023031
04-10-2018,0.471340723
07-10-2018,0.45223547
08-10-2018,0.45694195
11-10-2018,0.470703936
12-10-2018,0.493017079
15-10-2018,0.469206087
16-10-2018,0.518201137
19-10-2018,0.47702182
20-10-2018,0.494710943
22-10-2018,0.462093851
23-10-2018,0.534266777
26-10-2018,0.504053964
27-10-2018,0.525078618
30-10-2018,0.508044976
31-10-2018,0.49827694
02-11-2018,0.505172418
03-11-2018,0.471630106
