date,Temperature
07-01-2016,46.11531339
23-01-2016,28.51586737
08-02-2016,24.06603258
24-02-2016,30.58928306
11-03-2016,34.60373127
27-03-2016,39.55752056
12-04-2016,37.50241569
28-04-2016,46.40392041
14-05-2016,-7.449975453
30-05-2016,49.69477786
15-06-2016,51.45710084
01-07-2016,11.16882992
19-09-2016,-13.00529557
05-10-2016,22.50053466
21-10-2016,23.70607438
06-11-2016,34.79329304
22-11-2016,31.5082747
08-12-2016,30.74550285
24-12-2016,26.90585788
09-01-2017,27.78420764
25-01-2017,23.04449627
10-02-2017,29.67602881
26-02-2017,26.17864157
14-03-2017,34.61655699
30-03-2017,33.71528208
15-04-2017,43.55537917
01-05-2017,45.48069694
08-05-2017,25.06082696
17-05-2017,45.75792277
02-06-2017,48.5714049
18-06-2017,45.2252447
21-08-2017,41.01373543
06-09-2017,15.2976638
22-09-2017,32.6937946
08-10-2017,-95.112736
24-10-2017,39.19694793
09-11-2017,34.42341851
25-11-2017,31.26537962
11-12-2017,27.66070725
27-12-2017,27.18725044
12-01-2018,25.19226203
28-01-2018,26.66041556
13-02-2018,26.74178071
01-03-2018,19.4781342
17-03-2018,36.83510425
02-04-2018,38.68692238
18-04-2018,41.25732632
04-05-2018,46.75197251
20-05-2018,50.02791274
05-06-2018,48.03685099
21-06-2018,48.00360667
07-07-2018,46.54733484
09-09-2018,38.21905648
25-09-2018,21.68471432
11-10-2018,34.78630237
27-10-2018,41.08120063
12-11-2018,36.57826853
28-11-2018,32.4445599
14-12-2018,28.92150089
30-12-2018,23.47620033
15-01-2019,23.44407501
31-01-2019,23.63245268
16-02-2019,-44.37935811
04-03-2019,27.14089558
20-03-2019,32.08407273
05-04-2019,27.28769547
21-04-2019,44.15138013
07-05-2019,46.38341229
23-05-2019,48.44490561
08-06-2019,52.90904318
24-06-2019,56.29555636
10-07-2019,42.77911834
11-08-2019,-123.1485201
14-10-2019,4.174901813
30-10-2019,36.05087211
15-11-2019,30.78301562
01-12-2019,30.41137512
17-12-2019,22.68796423
02-01-2020,11.63002662
18-01-2020,14.89245346
03-02-2020,22.42228235
19-02-2020,24.20297311
06-03-2020,25.49693783
22-03-2020,30.39546912
07-04-2020,38.41919376
23-04-2020,41.66986099
09-05-2020,44.74675445
25-05-2020,48.421423
10-06-2020,50.4005583
26-06-2020,41.89207705
12-07-2020,32.3919346
28-07-2020,-0.237289994
14-09-2020,29.70212783
30-09-2020,38.39392075
16-10-2020,33.38388877
01-11-2020,17.2638147
17-11-2020,30.36064194
03-12-2020,30.40234178
19-12-2020,29.09418821
04-01-2021,22.71549557
20-01-2021,-35.37103212
05-02-2021,27.66878029
21-02-2021,27.14266563
09-03-2021,30.60388696
25-03-2021,38.30920269
10-04-2021,35.74100012
26-04-2021,41.50097011
12-05-2021,46.32625812
28-05-2021,49.80629483
13-06-2021,34.85943579
29-06-2021,36.8808162
15-07-2021,33.78407787
16-08-2021,34.45142186
03-10-2021,37.66003931
19-10-2021,7.882147341
04-11-2021,25.71462501
20-11-2021,28.90854497
06-12-2021,28.20783866
22-12-2021,28.67184302
