,ndwi,mndwi,ndci,ndti,do,ph,chl_a,ssc,wst,date
351,-0.0433805826871543,-0.0536611746280348,-0.0150878908362224,0.0168368475547938,0.0225148057918575,7.510776763323903,19.15095278104914,2.5814650060392546,45.76240103925036,2018-12-18
356,-0.0452740339679944,-0.046278706148434,-0.0272832603123867,-0.039033663307366,0.0050513863398277,7.685850481341728,18.440402349778147,2.581308240922675,48.420413455840446,2018-12-23
361,-0.0555054283217103,-0.056857693193373,-0.0090917654448924,-0.1148551504839413,0.0559518950592121,7.703336849531594,25.53483194274946,2.581205254591235,53.1961500734574,2018-12-28
366,-0.0538878719120606,-0.0592867883678309,-0.0094806428625264,-0.1020102203761444,0.0652924431536423,7.767473504024827,19.55619063053389,2.581207526603841,56.75122255530789,2019-01-02
371,-0.0659774602628864,-0.0536869544299379,0.0085676432898212,-0.0060157506082935,0.0383360949167455,7.6486933776814094,13.683887703083943,2.5817558593864223,57.643542932594414,2019-01-07
376,-0.088700063719428,-0.0777556676619925,0.0182035199769788,-0.0465312507379956,0.0094358592050968,7.75571495946205,13.448206584771883,2.5815322303693478,60.796313881946986,2019-01-12
381,-0.0858552185944473,-0.0867813293800676,0.020937887459925,-0.1358633007319719,0.1039105454995353,7.709426259108581,24.51079191924403,2.581049417068247,61.76302084650433,2019-01-17
386,-0.0977645451164223,-0.1243860330706696,0.0458680957751499,-0.1180624296224609,0.1266160745936731,7.9649327126872,23.048249580304045,2.580810271553522,66.44760804321712,2019-01-22
396,-0.0952809804992885,-0.1150200266992836,0.0413750225629916,-0.1009728829703389,0.1051831690372294,7.797661523112444,19.47549429818453,2.580969196383156,65.88587138305783,2019-02-01
401,-0.1050290450947323,-0.0760975704295236,0.0135841028117743,-0.0462138935232504,0.0059288454430815,7.684473722299993,13.284831082684496,2.581591985265414,63.02748377163388,2019-02-06
421,-0.1825601439985208,-0.1527396263360382,0.0494200185204911,-0.1801016622633429,0.1001000332094373,7.995459530724876,35.74525518206388,2.580619873258721,65.29147964995789,2019-02-26
446,-0.1748306376253433,-0.1554846421058683,0.0514618647303558,-0.1520729178620721,0.078031458226748,8.028037842035925,25.056022609436045,2.5806207169553432,71.11915302265632,2019-03-23
451,-0.1787869426623364,-0.1630075690623537,0.0549601643952527,-0.1402470117461019,0.0856395792737155,7.950763995518991,27.912534409711043,2.580534120064843,70.02906797626048,2019-03-28
456,-0.1660470397555645,-0.1466069332415885,0.0556995372647144,-0.1372893217584579,0.0673593719453512,7.96371867696155,21.042608656651336,2.580733414864116,72.22932250729045,2019-04-02
461,-0.1801747632003947,-0.1470656758201616,0.0698689763662472,-0.1629855539798437,0.0940885538655997,7.936264195560846,22.13710066616544,2.580746237632565,70.45852535744896,2019-04-07
466,-0.1601223994976594,-0.1335717602281846,0.0618141494419944,-0.1597094338019209,0.0886830994707648,7.956895635901723,19.89792473818804,2.580868660176756,71.62485528123781,2019-04-12
471,-0.0690263006599726,-0.061435630637187,0.0041331880985663,-0.0567927891755231,0.0338364065885757,7.579005204241615,12.094833844594012,2.58164422471011,133.4886605778341,2019-04-17
476,-0.1401012515393563,-0.1195475490856343,0.0434904675919526,-0.1706713555066024,0.1063673440720342,7.91445639943506,20.980841474360837,2.580904026688017,67.67356971102325,2019-04-22
481,-0.1541815696235144,-0.1252494644849556,0.0512045098238422,-0.1527880100496298,0.0918113832400815,7.885079449037162,21.912825917668243,2.5809349225609903,68.48160595928124,2019-04-27
486,-0.1564159474546271,-0.1292886959923899,0.0610483290269663,-0.1508237511228226,0.0756039348217293,7.958080511020797,19.76827581300256,2.5809623920689053,72.07414594443145,2019-05-02
491,-0.170605169312694,-0.1398723417945739,0.0724903102396105,-0.147812982260783,0.0765739269091819,7.940922370128968,21.99513475090548,2.580852813684577,74.954594904841,2019-05-07
496,-0.1478724134985277,-0.1270386176340295,0.0645620878814358,-0.1295030849937608,0.0788960113589338,7.933309614394027,17.989667251927116,2.581064211239348,75.56082236276325,2019-05-12
501,-0.165652269194307,-0.1399061085233278,0.0647901102187233,-0.1460333458721802,0.0934890173684401,7.91589702216613,21.7483893933458,2.5808485780550634,73.82845139808401,2019-05-17
506,-0.151563693788555,-0.1396633906881784,0.0658183817266229,-0.1534211750418944,0.104919939307446,7.951517628341041,22.03383846133267,2.5807605179626547,77.42528621399225,2019-05-22
511,-0.1564801158870528,-0.1393742200446369,0.0655983298450555,-0.1414502329735035,0.0986492552087272,7.902766339156094,22.697827343797293,2.58081589223464,76.13937424242872,2019-05-27
516,-0.1583425548634374,-0.1388088519867505,0.0694529115064628,-0.1425422977887721,0.0904026117404125,7.93437608819701,19.09562528803243,2.580863340122917,77.17854967689468,2019-06-01
521,-0.1654050333999988,-0.1393733834337346,0.0709975743649741,-0.1390660568355936,0.0932673998817547,7.909627375759564,20.675601323744484,2.5808838583337272,77.9939624277716,2019-06-06
526,-0.1599392758196985,-0.1402141961266763,0.0739791613952253,-0.1431175301357928,0.0952832897521748,7.94955333901233,19.27809146292069,2.5808708940438034,78.34351860368787,2019-06-11
641,0.2679776523720127,0.0666861818308767,-0.2217867986481707,0.5027454122885646,0.2559455493918337,7.009247996083442,22.5674413687715,2.5827312045394075,4.219353644205114,2019-10-04
646,0.337875544708673,0.14063234469383,-0.2430460330310831,0.5571550662664378,0.3384136299855488,7.187395427853144,24.258412688159225,2.5831112488895966,0.6700472457291653,2019-10-09
651,0.417160316309525,0.1962210652742048,-0.2532199408301734,0.413423227112982,0.1419898152377644,7.068277056645934,38.851515107131405,2.583329794384651,1.1135923502677656,2019-10-14
691,0.3230442209063032,0.1530278923311713,-0.1679067667112682,0.555766471934744,0.321547474737265,6.434387629469152,15.763977042871137,2.583162076790758,0.010431693441603329,2019-11-23
696,0.2694947589177798,0.1322023740228543,-0.1814273797787949,0.5825940884831786,0.4423380773680715,7.041040618598553,14.442572001101196,2.583073384693161,0.1572116508571071,2019-11-28
701,0.1391817228768019,0.0832596716355794,-0.115488963242096,0.501018133715685,0.4061468091772006,7.085466285952098,12.53365880627545,2.582833584305987,2.7256343492498445,2019-12-03
706,0.3719466580572271,0.1524776421804078,-0.1911867389022613,0.6108719726037594,0.3709850535499472,6.764004414033359,15.17723596218575,2.583159471088103,-0.20186921903336952,2019-12-08
711,0.4066295594219939,0.1586451068877857,-0.2428601119835339,0.5594791859875566,0.2688263132846823,6.835641044832889,30.33282548661262,2.583179259891646,-0.1477869261170781,2019-12-13
716,0.5237052045093339,0.1970602340687284,-0.2797431786789257,0.6553444610292009,0.3314132345646379,7.009619650436168,28.370186240820885,2.5833267318568933,-0.8989548124008024,2019-12-18
721,0.3028982264602253,0.1300497598460977,-0.1805419433400233,0.4686290173897855,0.2590107801894776,7.125143618155953,24.68290971494138,2.583063263826549,1.8189596278169233,2019-12-23
